ref_case,week_end,grade,lane,lme_shock_pct,usdinr,usdinr_is_base,lme_3m_shocked_usd_t,net_arb_base_inr_t,net_arb_shocked_inr_t,window_open_shocked,pnl_impact_1000mt_inr
june_trough,2022-06-17,zorba,JEA_NSA,10,75.0,False,2752.2,-3677.54,-2757.49,False,920048.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,76.0,False,1751.4,-3677.54,-8821.81,False,-5144274.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,76.0,False,1876.5,-3677.54,-8035.51,False,-4357974.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,76.0,False,2001.6,-3677.54,-7249.21,False,-3571675.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,76.0,False,2126.7,-3677.54,-6462.91,False,-2785375.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,76.0,False,2251.8,-3677.54,-5676.61,False,-1999076.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,76.0,False,2376.9,-3677.54,-4890.31,False,-1212776.0
june_trough,2022-06-17,zorba,JEA_NSA,0,76.0,False,2502.0,-3677.54,-4104.01,False,-426477.0
june_trough,2022-06-17,zorba,JEA_NSA,5,76.0,False,2627.1,-3677.54,-3317.71,False,359823.0
june_trough,2022-06-17,zorba,JEA_NSA,10,76.0,False,2752.2,-3677.54,-2531.41,False,1146122.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,77.0,False,1751.4,-3677.54,-8678.5,False,-5000968.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,77.0,False,1876.5,-3677.54,-7881.86,False,-4204322.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,77.0,False,2001.6,-3677.54,-7085.21,False,-3407676.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,77.0,False,2126.7,-3677.54,-6288.57,False,-2611031.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,77.0,False,2251.8,-3677.54,-5491.92,False,-1814385.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,77.0,False,2376.9,-3677.54,-4695.28,False,-1017740.0
june_trough,2022-06-17,zorba,JEA_NSA,0,77.0,False,2502.0,-3677.54,-3898.63,False,-221094.0
june_trough,2022-06-17,zorba,JEA_NSA,5,77.0,False,2627.1,-3677.54,-3101.98,False,575551.0
june_trough,2022-06-17,zorba,JEA_NSA,10,77.0,False,2752.2,-3677.54,-2305.34,False,1372197.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,78.0,False,1751.4,-3677.54,-8535.2,False,-4857661.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,78.0,False,1876.5,-3677.54,-7728.21,False,-4050670.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,78.0,False,2001.6,-3677.54,-6921.21,False,-3243678.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,78.0,False,2126.7,-3677.54,-6114.22,False,-2436687.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,78.0,False,2251.8,-3677.54,-5307.23,False,-1629695.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,78.0,False,2376.9,-3677.54,-4500.24,False,-822703.0
june_trough,2022-06-17,zorba,JEA_NSA,0,78.0,False,2502.0,-3677.54,-3693.25,False,-15712.0
june_trough,2022-06-17,zorba,JEA_NSA,5,78.0,False,2627.1,-3677.54,-2886.26,False,791280.0
june_trough,2022-06-17,zorba,JEA_NSA,10,78.0,False,2752.2,-3677.54,-2079.26,False,1598271.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,79.0,False,1751.4,-3677.54,-8391.89,False,-4714355.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,79.0,False,1876.5,-3677.54,-7574.55,False,-3897018.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,79.0,False,2001.6,-3677.54,-6757.22,False,-3079680.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,79.0,False,2126.7,-3677.54,-5939.88,False,-2262342.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,79.0,False,2251.8,-3677.54,-5122.54,False,-1445005.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,79.0,False,2376.9,-3677.54,-4305.2,False,-627667.0
june_trough,2022-06-17,zorba,JEA_NSA,0,79.0,False,2502.0,-3677.54,-3487.87,False,189671.0
june_trough,2022-06-17,zorba,JEA_NSA,5,79.0,False,2627.1,-3677.54,-2670.53,False,1007008.0
june_trough,2022-06-17,zorba,JEA_NSA,10,79.0,False,2752.2,-3677.54,-1853.19,False,1824346.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,80.0,False,1751.4,-3677.54,-8248.58,False,-4571049.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,80.0,False,1876.5,-3677.54,-7420.9,False,-3743365.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,80.0,False,2001.6,-3677.54,-6593.22,False,-2915682.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,80.0,False,2126.7,-3677.54,-5765.53,False,-2087998.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,80.0,False,2251.8,-3677.54,-4937.85,False,-1260314.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,80.0,False,2376.9,-3677.54,-4110.17,False,-432631.0
june_trough,2022-06-17,zorba,JEA_NSA,0,80.0,False,2502.0,-3677.54,-3282.48,False,395053.0
june_trough,2022-06-17,zorba,JEA_NSA,5,80.0,False,2627.1,-3677.54,-2454.8,False,1222737.0
june_trough,2022-06-17,zorba,JEA_NSA,10,80.0,False,2752.2,-3677.54,-1627.12,False,2050421.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,81.0,False,1751.4,-3677.54,-8105.28,False,-4427743.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,81.0,False,1876.5,-3677.54,-7267.25,False,-3589713.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,81.0,False,2001.6,-3677.54,-6429.22,False,-2751683.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,81.0,False,2126.7,-3677.54,-5591.19,False,-1913654.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,81.0,False,2251.8,-3677.54,-4753.16,False,-1075624.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,81.0,False,2376.9,-3677.54,-3915.13,False,-237594.0
june_trough,2022-06-17,zorba,JEA_NSA,0,81.0,False,2502.0,-3677.54,-3077.1,False,600436.0
june_trough,2022-06-17,zorba,JEA_NSA,5,81.0,False,2627.1,-3677.54,-2239.07,False,1438465.0
june_trough,2022-06-17,zorba,JEA_NSA,10,81.0,False,2752.2,-3677.54,-1401.04,False,2276495.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,82.0,False,1751.4,-3677.54,-7961.97,False,-4284437.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,82.0,False,1876.5,-3677.54,-7113.6,False,-3436061.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,82.0,False,2001.6,-3677.54,-6265.22,False,-2587685.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,82.0,False,2126.7,-3677.54,-5416.85,False,-1739309.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,82.0,False,2251.8,-3677.54,-4568.47,False,-890933.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,82.0,False,2376.9,-3677.54,-3720.09,False,-42558.0
june_trough,2022-06-17,zorba,JEA_NSA,0,82.0,False,2502.0,-3677.54,-2871.72,False,805818.0
june_trough,2022-06-17,zorba,JEA_NSA,5,82.0,False,2627.1,-3677.54,-2023.34,False,1654194.0
june_trough,2022-06-17,zorba,JEA_NSA,10,82.0,False,2752.2,-3677.54,-1174.97,False,2502570.0
june_trough,2022-06-17,zorba,JEA_NSA,-30,78.0765,True,1751.4,-3677.54,-8524.23,False,-4846698.0
june_trough,2022-06-17,zorba,JEA_NSA,-25,78.0765,True,1876.5,-3677.54,-7716.45,False,-4038915.0
june_trough,2022-06-17,zorba,JEA_NSA,-20,78.0765,True,2001.6,-3677.54,-6908.67,False,-3231132.0
june_trough,2022-06-17,zorba,JEA_NSA,-15,78.0765,True,2126.7,-3677.54,-6100.89,False,-2423349.0
june_trough,2022-06-17,zorba,JEA_NSA,-10,78.0765,True,2251.8,-3677.54,-5293.1,False,-1615566.0
june_trough,2022-06-17,zorba,JEA_NSA,-5,78.0765,True,2376.9,-3677.54,-4485.32,False,-807783.0
june_trough,2022-06-17,zorba,JEA_NSA,0,78.0765,True,2502.0,-3677.54,-3677.54,False,0.0
june_trough,2022-06-17,zorba,JEA_NSA,5,78.0765,True,2627.1,-3677.54,-2869.75,False,807783.0
june_trough,2022-06-17,zorba,JEA_NSA,10,78.0765,True,2752.2,-3677.54,-2061.97,False,1615566.0
