date,trade_id,freight_shock_frac,pnl_base_inr,pnl_shocked_inr,impact_inr,label
2022-03-21,T02,0.4,39476013.789,39476013.789,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T03,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-21,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,BOOK,0.4,44634457.8317,44634457.8317,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T01,0.4,5070179.4597,5070179.4597,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T02,0.4,39564278.372,39564278.372,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T03,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-22,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,BOOK,0.4,45501668.4257,45501668.4257,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T01,0.4,4964934.0085,4964934.0085,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T02,0.4,39567036.3351,39567036.3351,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T03,0.4,969698.0821,969698.0821,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-23,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,BOOK,0.4,52080598.9338,52080598.9338,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T01,0.4,9746819.3256,9746819.3256,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T02,0.4,39086858.0772,39086858.0772,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T03,0.4,3246921.531,3246921.531,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-24,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,BOOK,0.4,53707991.6741,53707991.6741,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T01,0.4,10689976.5025,10689976.5025,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T02,0.4,39277773.8903,39277773.8903,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T03,0.4,3740241.2813,3740241.2813,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-25,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,BOOK,0.4,61831803.3642,61831803.3642,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T01,0.4,16240841.6401,16240841.6401,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T02,0.4,39188996.9351,39188996.9351,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T03,0.4,6401964.789,6401964.789,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-28,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,BOOK,0.4,68973020.8627,68973020.8627,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T01,0.4,21297269.3077,21297269.3077,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T02,0.4,38711989.048,38711989.048,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T03,0.4,8963762.5071,8963762.5071,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-29,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,BOOK,0.4,67416123.3252,67416123.3252,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T01,0.4,20388057.0638,20388057.0638,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T02,0.4,38964067.3933,38964067.3933,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T03,0.4,8063998.8682,8063998.8682,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-30,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,BOOK,0.4,69001707.5413,69001707.5413,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T01,0.4,21337543.5669,21337543.5669,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T02,0.4,39088617.7559,39088617.7559,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T03,0.4,8575546.2185,8575546.2185,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-03-31,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,BOOK,0.4,69572866.6439,69572866.6439,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T01,0.4,21916677.9287,21916677.9287,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T02,0.4,39031042.4726,39031042.4726,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T03,0.4,8625146.2426,8625146.2426,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-01,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,BOOK,0.4,77645960.2799,77645960.2799,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T01,0.4,26942279.9457,26942279.9457,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T02,0.4,39042768.3751,39042768.3751,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T03,0.4,11660911.9591,11660911.9591,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-04,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,BOOK,0.4,81221735.4075,81221735.4075,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T01,0.4,29327045.8944,29327045.8944,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T02,0.4,38692662.8993,38692662.8993,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T03,0.4,13202026.6138,13202026.6138,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T04,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-05,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,BOOK,0.4,83322932.5552,79631501.2177,-3691431.3375,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T01,0.4,30323164.4543,30323164.4543,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T02,0.4,39392730.8802,39392730.8802,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T03,0.4,12671596.9947,12671596.9947,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T04,0.4,935440.226,-2755991.1115,-3691431.3375,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-06,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,BOOK,0.4,80114615.3351,76418530.9177,-3696084.4174,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T01,0.4,30047196.5245,30047196.5245,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T02,0.4,39510455.8236,39510455.8236,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T03,0.4,12337252.9753,12337252.9753,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T04,0.4,-1780289.9882,-5476374.4056,-3696084.4174,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-07,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,BOOK,0.4,86399511.1202,82710171.3161,-3689339.8041,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T01,0.4,32322146.669,32322146.669,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T02,0.4,39334022.681,39334022.681,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T03,0.4,13833375.2306,13833375.2306,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T04,0.4,909966.5396,-2779373.2645,-3689339.8041,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-08,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,BOOK,0.4,80657820.3316,76968575.5374,-3689244.7942,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T01,0.4,31333264.5705,31333264.5705,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T02,0.4,39687950.1369,39687950.1369,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T03,0.4,13374698.1957,13374698.1957,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T04,0.4,-3738092.5715,-7427337.3657,-3689244.7942,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-11,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,BOOK,0.4,84631091.1244,80928325.5804,-3702765.544,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T01,0.4,34509259.7025,34509259.7025,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T02,0.4,39755027.727,39755027.727,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T03,0.4,14039264.1981,14039264.1981,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T04,0.4,-3672460.5031,-7375226.0471,-3702765.544,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T08,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-12,T09,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,BOOK,0.4,86733182.6858,83030042.4658,-3703140.22,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T01,0.4,35822603.5123,35822603.5123,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T02,0.4,39645807.2153,39645807.2153,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T03,0.4,14493006.0536,14493006.0536,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T04,0.4,-3228234.0954,-6931374.3154,-3703140.22,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T05,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T06,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
2022-04-13,T07,0.4,0.0,0.0,0.0,HYPOTHETICAL STRESS — not a 2022 event
