date,lme_ret,sigma_lme_garch_frac,sigma_lme_hist250_frac,sigma_lme_hist60_frac,sigma_lme_garch_t_frac,nu_lme_garch_t,lme_garch_sample_end,lme_garch_boundary_fit,fx_ret,sigma_fx_garch_frac,sigma_fx_hist250_frac,sigma_fx_hist60_frac,sigma_fx_garch_t_frac,nu_fx_garch_t,fx_garch_sample_end,fx_garch_boundary_fit,sigma_freight_hist250_frac,sigma_spread_hist250_usd_t,corr_lme_fx,corr_lme_freight,corr_fx_freight,corr_lme_spread,corr_fx_spread,corr_freight_spread
2019-02-21,0.01572701,0.01080459,0.0167317,0.01149935,0.01024104,5.58370772,2019-02-15,False,-0.00056231,0.00528865,0.00429115,0.00533714,0.00543087,4.79636479,2019-02-15,True,,8.7947,-0.0901637,,,0.40380004,-0.01239934,
2019-02-22,0.01707163,0.01280808,0.01674983,0.01167601,0.01284133,5.58370772,2019-02-15,False,0.00019544,0.00529557,0.00429128,0.0053217,0.00543808,4.79636479,2019-02-15,True,,8.7472,-0.09098697,,,0.40499369,-0.0136017,
2019-02-25,-0.00238316,0.0143069,0.01677818,0.01187745,0.01464192,5.68002118,2019-02-22,False,-0.00291306,0.00523646,0.00429018,0.00531775,0.00368492,4.60480811,2019-02-22,True,,8.7472,-0.09055996,,,0.40268283,-0.01327011,
2019-02-26,-0.00851975,0.01302332,0.01677387,0.01185163,0.01286256,5.68002118,2019-02-22,False,0.003457,0.00524321,0.00428322,0.00532043,0.00367288,4.60480811,2019-02-22,True,,8.7472,-0.08885611,,,0.40223739,-0.00928628,
2019-02-27,0.01512567,0.01270546,0.01677633,0.0118227,0.01244781,5.68002118,2019-02-22,False,0.00157252,0.00524995,0.00428877,0.00516693,0.00368719,4.60480811,2019-02-22,True,,8.6941,-0.09035181,,,0.40240997,-0.01122989,
2019-02-28,-0.00290123,0.01376886,0.01680356,0.01198214,0.01381418,5.68002118,2019-02-22,False,-0.00592669,0.00525669,0.00428949,0.00515353,0.00363068,4.60480811,2019-02-22,True,,8.6664,-0.08915517,,,0.40591568,-0.00964755,
2019-03-01,-0.00132153,0.0126693,0.01680246,0.01157194,0.01234796,5.68002118,2019-02-22,False,0.00046279,0.00526341,0.00430398,0.00500116,0.00381576,4.60480811,2019-02-22,True,,8.6655,-0.08847474,,,0.40619185,-0.00913625,
2019-03-04,-0.01653371,0.0117995,0.01680264,0.01157205,0.0113008,5.66402456,2019-03-01,False,-7.335e-05,0.00522688,0.00430062,0.00499655,0.00374938,4.70778474,2019-03-01,True,,8.6254,-0.08840839,,,0.40835071,-0.01362585,
2019-03-05,0.00482834,0.01352946,0.0168206,0.011705,0.01356422,5.66402456,2019-03-01,False,-0.00462232,0.0052335,0.00430048,0.00499647,0.00367643,4.70778474,2019-03-01,True,,8.6256,-0.08848199,,,0.40733372,-0.01372212,
2019-03-06,-0.01211483,0.01262502,0.01679903,0.01163535,0.01235995,5.66402456,2019-03-01,False,-0.00420391,0.00524011,0.00430425,0.00497962,0.00375139,4.70778474,2019-03-01,True,,8.6261,-0.08737539,,,0.40664998,-0.01164676,
2019-03-07,-0.00271223,0.01302932,0.01681606,0.01168612,0.01288988,5.66402456,2019-03-01,False,-0.00391013,0.00524671,0.00431199,0.00500491,0.00379521,4.70778474,2019-03-01,True,,8.6261,-0.08413677,,,0.40662587,-0.01121199,
2019-03-08,0.00379507,0.01214417,0.01680759,0.01166881,0.01175092,5.66402456,2019-03-01,False,0.00244028,0.0052533,0.00431542,0.00411079,0.00381977,4.70778474,2019-03-01,True,,8.6261,-0.0819911,,,0.40702123,-0.01114372,
2019-03-11,-0.00978801,0.01156867,0.01680142,0.01167867,0.01110208,5.7229629,2019-03-08,False,-0.00432379,0.00522297,0.00431563,0.0040229,0.00378232,4.88869914,2019-03-08,True,,8.6264,-0.08265034,,,0.40701071,-0.01137133,
2019-03-12,0.01141007,0.01192311,0.01680583,0.01165926,0.01161113,5.7229629,2019-03-08,False,-0.00312842,0.00522947,0.00432423,0.004058,0.00382574,4.88869914,2019-03-08,True,,8.6301,-0.0797844,,,0.40779638,-0.00935951,
2019-03-13,0.01181539,0.01243413,0.01679043,0.01174889,0.01226065,5.7229629,2019-03-08,False,-0.00064209,0.00523596,0.00432736,0.00401772,0.00381227,4.88869914,2019-03-08,True,,8.6288,-0.0807553,,,0.40741489,-0.0093403,
2019-03-14,0.00026692,0.01283072,0.01680587,0.01179834,0.01272731,5.7229629,2019-03-08,False,-0.00169699,0.00524244,0.00432749,0.00396435,0.0037427,4.88869914,2019-03-08,True,,8.6272,-0.08116941,,,0.40771962,-0.00936695,
2019-03-15,-0.00294,0.0119418,0.01680581,0.01163093,0.01158748,5.7229629,2019-03-08,False,-0.00624753,0.00524892,0.00432113,0.00391547,0.00369245,4.88869914,2019-03-08,True,,8.6264,-0.08157153,,,0.40781523,-0.00846294,
2019-03-18,0.00587138,0.01133647,0.01680667,0.01163593,0.01088723,5.81794624,2019-03-15,False,-0.00737908,0.00517502,0.00433916,0.00349301,0.00387442,5.0092626,2019-03-15,True,,8.6262,-0.08028601,,,0.40773161,-0.00876411,
2019-03-19,0.01505376,0.0112073,0.01680317,0.01163305,0.01077928,5.81794624,2019-03-15,False,0.00650823,0.00518096,0.00436417,0.0035804,0.00409386,5.0092626,2019-03-15,True,,8.629,-0.08241594,,,0.40792582,-0.01194513,
2019-03-20,0.00809298,0.0127647,0.01682995,0.01179041,0.01272804,5.81794624,2019-03-15,False,-0.00239621,0.00518689,0.00438234,0.00359204,0.00422902,5.0092626,2019-03-15,True,,8.6405,-0.07655355,,,0.40342873,-0.01638382,
2019-03-21,-0.01678068,0.01242448,0.01683491,0.01183428,0.01225007,5.81794624,2019-03-15,False,-0.00372689,0.00519281,0.00438389,0.00356085,0.00417164,5.0092626,2019-03-15,True,,8.6468,-0.07812953,,,0.40400187,-0.01859047,
2019-03-22,-0.01277293,0.01388904,0.01684746,0.01194277,0.01399874,5.81794624,2019-03-15,False,0.00603757,0.00519873,0.00438826,0.00359305,0.00415858,5.0092626,2019-03-15,True,,8.6577,-0.07607009,,,0.40552509,-0.01614985,
2019-03-25,-0.00590923,0.01392166,0.01686194,0.01205602,0.01394601,6.04901935,2019-03-22,False,-0.00090506,0.00523559,0.00440367,0.00366936,0.00517683,5.12018777,2019-03-22,True,,8.6534,-0.08016794,,,0.40362981,-0.01529723,
2019-03-26,-0.0035083,0.01297523,0.01684647,0.01202417,0.01273861,6.04901935,2019-03-22,False,-0.00072289,0.00524173,0.00439986,0.00364738,0.00518157,5.12018777,2019-03-22,True,,8.6578,-0.07805559,,,0.40482256,-0.01507022,
2019-03-27,0.02614877,0.01213081,0.01684367,0.01200662,0.01172051,6.04901935,2019-03-22,False,0.00400417,0.00524786,0.0044001,0.00356957,0.00518629,5.12018777,2019-03-22,True,,8.6604,-0.07797629,,,0.40483822,-0.01543358,
2019-03-28,-0.00105402,0.01642773,0.01691969,0.0124467,0.01692238,6.04901935,2019-03-22,False,0.00275288,0.00525398,0.00440463,0.00346181,0.00519101,5.12018777,2019-03-22,True,,8.6859,-0.07122987,,,0.40936502,-0.01121974,
2019-03-29,0.0018438,0.01452879,0.0168767,0.01223719,0.0144665,6.04901935,2019-03-22,False,-0.00225403,0.0052601,0.00440651,0.00347958,0.00519571,5.12018777,2019-03-22,True,,8.6857,-0.06986292,,,0.40986545,-0.01091723,
2019-04-01,-0.00633582,0.0131856,0.01687683,0.01165757,0.01286831,5.87885774,2019-03-29,False,0.00208959,0.0050889,0.0044044,0.00337084,0.00416362,5.20659294,2019-03-29,True,,8.6841,-0.07041747,,,0.4099021,-0.01238012,
2019-04-02,-0.01601743,0.01254184,0.01688146,0.0115958,0.01215191,5.87885774,2019-03-29,False,-0.00821885,0.00509367,0.00440621,0.00338115,0.0041301,5.20659294,2019-03-29,True,,8.7119,-0.07096932,,,0.41033473,-0.01444216,
2019-04-03,0.00376041,0.01370604,0.0162943,0.01168697,0.01361971,5.87885774,2019-03-29,False,-0.00478065,0.00509842,0.00443674,0.00341312,0.00428382,5.20659294,2019-03-29,True,,8.6791,-0.065634,,,0.40284673,-0.01353729,
2019-04-04,0.00374632,0.01271155,0.01620425,0.01169178,0.01241424,5.87885774,2019-03-29,False,0.01071185,0.00510317,0.00444702,0.00343793,0.00430011,5.20659294,2019-03-29,True,,8.6742,-0.06695492,,,0.40062191,-0.01196506,
2019-04-05,-0.00428266,0.01200626,0.01603757,0.01170094,0.01160426,5.87885774,2019-03-29,False,0.0012499,0.0051079,0.00448811,0.00370564,0.00457113,5.20659294,2019-03-29,True,,8.6603,-0.07404439,,,0.39412667,-0.00803851,
2019-04-08,-0.00295501,0.01148819,0.01601351,0.01154624,0.01106566,5.87045714,2019-04-05,False,0.00569219,0.00524262,0.00448858,0.00370031,0.00521799,5.14892986,2019-04-05,True,,8.6612,-0.07508524,,,0.39508158,-0.00817374,
2019-04-09,-0.00404368,0.01109353,0.01574827,0.01117958,0.01065217,5.87045714,2019-04-05,False,-0.00445971,0.00524828,0.00450273,0.00373408,0.00522262,5.14892986,2019-04-05,True,,8.623,-0.07414786,,,0.3857898,-0.00783981,
2019-04-10,0.0005401,0.01089143,0.01572434,0.01090433,0.01046919,5.87045714,2019-04-05,False,-0.00265446,0.00525393,0.00450295,0.00374452,0.00522724,5.14892986,2019-04-05,True,,8.5898,-0.07700617,,,0.39337509,-0.00236121,
2019-04-11,-0.00243276,0.01061164,0.01571781,0.01070984,0.01017892,5.87045714,2019-04-05,False,-0.00263832,0.00525958,0.00450399,0.00375999,0.00523184,5.14892986,2019-04-05,True,,8.5819,-0.0781631,,,0.39542028,-0.00165855,
2019-04-12,-0.00216744,0.01047377,0.01521477,0.0104149,0.01005745,5.87045714,2019-04-05,False,0.00272219,0.00526521,0.004507,0.00377329,0.00523643,5.14892986,2019-04-05,True,,8.5959,-0.08140779,,,0.4039734,-0.00408028,
2019-04-15,0.0,0.0101265,0.01510561,0.00987539,0.009647,5.72317931,2019-04-12,False,0.00388221,0.00516972,0.00450876,0.00378806,0.00517739,5.27209328,2019-04-12,True,,8.5796,-0.08511491,,,0.39870017,-0.00723336,
2019-04-16,-0.00244399,0.01000882,0.01469826,0.0098575,0.00952895,5.72317931,2019-04-12,False,0.00203035,0.00517461,0.004504,0.00381539,0.00518168,5.27209328,2019-04-12,True,,8.584,-0.07124904,,,0.40523711,-0.00408131,
2019-04-17,0.00081533,0.00999114,0.01469634,0.00970786,0.00953092,5.72317931,2019-04-12,False,-0.00203323,0.00517949,0.00449688,0.00381482,0.00518596,5.27209328,2019-04-12,True,,8.5841,-0.07063828,,,0.40529924,-0.00421318,
2019-04-18,-0.00081533,0.00992584,0.01331086,0.00968392,0.00946519,5.72317931,2019-04-12,False,-0.00044663,0.00518435,0.0044986,0.00382143,0.00519022,5.27209328,2019-04-12,True,,8.5383,-0.08267741,,,0.40134349,-0.00515446,
2019-04-23,0.00866275,0.0095965,0.01329061,0.00950903,0.00897475,5.58827272,2019-04-18,False,0.00357174,0.00506331,0.00446374,0.00380678,0.00506674,5.22965293,2019-04-18,True,,8.5158,-0.09073049,,,0.39868957,-0.01456248,
2019-04-24,-0.00053923,0.01035378,0.01324302,0.00951385,0.00994539,5.58827272,2019-04-18,False,0.00298225,0.00506732,0.00446446,0.0038335,0.00507017,5.22965293,2019-04-18,True,,8.4874,-0.09334679,,,0.39370829,-0.01879742,
2019-04-25,-0.00107933,0.01006689,0.01318123,0.00950344,0.0095585,5.58827272,2019-04-18,False,0.00621969,0.00507131,0.00446768,0.00385034,0.0050736,5.22965293,2019-04-18,True,,8.4862,-0.09161021,,,0.39344643,-0.01888149,
2019-04-26,-0.01085787,0.00988343,0.01316243,0.00949199,0.00932114,5.58827272,2019-04-18,False,-0.00383885,0.0050753,0.0044762,0.00393251,0.00507701,5.22965293,2019-04-18,True,,8.4992,-0.09501864,,,0.3921333,-0.01516611,
2019-04-29,-0.00877199,0.01085357,0.01314536,0.00951342,0.01058498,5.63852524,2019-04-26,False,-0.00262998,0.00503935,0.00448278,0.00396361,0.00507385,5.38523204,2019-04-26,True,,8.3962,-0.09200521,,,0.38743399,-0.01182255,
2019-04-30,-0.00386207,0.01112937,0.01315347,0.00955825,0.0108833,5.63852524,2019-04-26,False,-0.00354042,0.00504307,0.00447705,0.00397586,0.00507733,5.38523204,2019-04-26,True,,8.291,-0.09219554,,,0.39609232,-0.00290646,
2019-05-01,-0.01869213,0.01070693,0.01297192,0.00955541,0.01033968,5.63852524,2019-04-26,False,0.0,0.00504677,0.00448248,0.00398878,0.0050808,5.38523204,2019-04-26,True,,8.2874,-0.09075621,,,0.39071713,-0.00504504,
2019-05-02,0.01398233,0.01341046,0.01299491,0.00959269,0.01354935,5.63852524,2019-04-26,False,-0.00305124,0.00505046,0.00447684,0.00387312,0.00508427,5.38523204,2019-04-26,True,,8.2925,-0.087445,,,0.39408713,-0.00571711,
2019-05-03,-0.00948668,0.0137844,0.01289574,0.0089461,0.01389967,5.63852524,2019-04-26,False,-0.0016504,0.00505414,0.00447604,0.0038812,0.00508772,5.38523204,2019-04-26,True,,8.2606,-0.09816965,,,0.38322804,-0.00874982,
2019-05-07,-0.00929453,0.01319699,0.01268344,0.00900371,0.01315326,5.78314682,2019-05-03,False,0.00223402,0.00492646,0.00447414,0.00388507,0.00495599,5.36315841,2019-05-03,True,,8.2754,-0.09214741,,,0.38236702,-0.00489314,
2019-05-08,-0.00340136,0.01277429,0.01266682,0.00893165,0.01262002,5.78314682,2019-05-03,False,0.00413898,0.00492937,0.00447637,0.00389129,0.00495868,5.36315841,2019-05-03,True,,8.2415,-0.09333922,,,0.39295819,-0.00601993,
2019-05-09,0.00311836,0.01184115,0.01258295,0.00894076,0.01148984,5.78314682,2019-05-03,False,0.00416621,0.00493226,0.00448342,0.00391108,0.00496136,5.36315841,2019-05-03,True,,8.2529,-0.09282491,,,0.39306361,-0.00887577,
2019-05-10,-0.0008495,0.01116476,0.01258009,0.0088714,0.01070208,5.78314682,2019-05-03,False,6.429e-05,0.00493515,0.00448753,0.00394018,0.00496402,5.36315841,2019-05-03,True,,8.2435,-0.0927981,,,0.39680498,-0.00338536,
2019-05-13,0.00028325,0.01052935,0.01255744,0.00885653,0.00998033,5.69941676,2019-05-10,False,0.00796558,0.00486317,0.00446048,0.00383743,0.00489862,5.40656243,2019-05-10,True,,8.2046,-0.10068554,,,0.39291534,-0.01437757,
2019-05-14,0.01489838,0.01013403,0.0125562,0.00885654,0.00955199,5.69941676,2019-05-10,False,-0.00215375,0.00486564,0.00448234,0.00395951,0.00490096,5.40656243,2019-05-10,True,,8.1997,-0.09837826,,,0.39253653,-0.01217532,
2019-05-15,0.00556484,0.01199651,0.01254456,0.00902986,0.01191404,5.69941676,2019-05-10,False,-0.00071469,0.00486811,0.00448406,0.00391667,0.0049033,5.40656243,2019-05-10,True,,8.1665,-0.1021663,,,0.40515468,-0.01196702,
2019-05-16,0.01651111,0.01144609,0.01254069,0.00905832,0.01119595,5.69941676,2019-05-10,False,-0.00445448,0.00487056,0.0044776,0.00390246,0.00490562,5.40656243,2019-05-10,True,,8.1038,-0.10497492,,,0.41391447,-0.00567597,
2019-05-17,-0.01484767,0.0131627,0.0125737,0.00929606,0.01326338,5.69941676,2019-05-10,False,0.00231305,0.00487301,0.00448453,0.00394416,0.00490794,5.40656243,2019-05-10,True,,8.0976,-0.1091405,,,0.41159159,-0.00468455,
2019-05-20,-0.01058211,0.01379871,0.01260352,0.00945978,0.0139435,5.86336128,2019-05-17,False,-0.00783634,0.00484447,0.00448524,0.00395437,0.00489302,5.46959442,2019-05-17,True,,8.0855,-0.1117775,,,0.40992826,-0.00623578,
2019-05-21,-0.01126138,0.01337405,0.01257464,0.00955376,0.01335947,5.86336128,2019-05-17,False,0.00049947,0.00484674,0.0044965,0.00404594,0.00489527,5.46959442,2019-05-17,True,,8.0823,-0.09944654,,,0.40912501,-3.697e-05,
2019-05-22,-0.01081707,0.01320398,0.01253386,0.00944805,0.01312667,5.86336128,2019-05-17,False,9.326e-05,0.00484901,0.00449645,0.0040458,0.00489751,5.46959442,2019-05-17,True,,8.0446,-0.09915467,,,0.40384378,0.00074809,
2019-05-23,-0.00401492,0.01301188,0.0125488,0.00929293,0.01288583,5.86336128,2019-05-17,False,0.00357475,0.00485126,0.00446377,0.00404574,0.00489974,5.46959442,2019-05-17,True,,8.0474,-0.09617919,,,0.40222345,-0.00200133,
2019-05-24,0.01228061,0.01203712,0.0125364,0.00930228,0.01170415,5.86336128,2019-05-17,False,-0.00577665,0.0048535,0.00446932,0.00405457,0.00490196,5.46959442,2019-05-17,True,,8.0514,-0.09656841,,,0.40190769,-0.00042085,
2019-05-28,0.00650731,0.0124911,0.0125595,0.0093721,0.0123067,6.01129212,2019-05-24,False,0.00086956,0.00484383,0.00446469,0.00409836,0.00491113,5.55925058,2019-05-24,True,,8.0497,-0.10042138,,,0.40015036,-0.00144012,
2019-05-29,-0.00169348,0.01189606,0.01255394,0.00920483,0.0115901,6.01129212,2019-05-24,False,0.0030941,0.004846,0.00446493,0.00409487,0.00491341,5.55925058,2019-05-24,True,,8.0407,-0.09964646,,,0.39901341,-0.00077971,
2019-05-30,-0.00453002,0.01112526,0.01254794,0.00919981,0.01067684,6.01129212,2019-05-24,False,0.00093338,0.00484816,0.00446327,0.00404253,0.00491569,5.55925058,2019-05-24,True,,8.0446,-0.10133983,,,0.3989717,0.00083304,
