date,in_window,in_margin_fortnight,in_crash_fortnight,lme_cash_usd_t,usdinr,vm_inr,txn_cost_inr,im_change_inr,net_margin_cash_inr,mcx_im_inr,mcx_im_stress_015_inr,mcx_lots_net_open,mcx_lots_gross_open,cum_vm_inr,cum_txn_cost_inr,cum_margin_cash_inr,margin_cash_deployed_inr,cash_purchase_cum_inr,cash_sale_cum_inr,cash_duty_cum_inr,cash_igst_cum_inr,cash_freight_cum_inr,cash_logistics_claims_cum_inr,cash_bank_charges_cum_inr,cash_fx_forward_cum_inr,cash_mcx_margin_cum_inr,cash_balance_inr,funding_accrued_cum_inr,interest_accrued_inr,commercial_funding_need_inr,funding_need_total_inr,fb_limit_inr,min_cash_buffer_inr,fb_drawn_inr,surplus_cash_inr,fb_utilisation_frac,undrawn_inr,headroom_inr,flag_buffer_breach,flag_fb_limit_breach,lc_outstanding_usd,lc_outstanding_inr,memo_lc_outstanding_ex_tolerance_inr,lc_limit_inr,lc_utilisation_frac,flag_lc_limit_breach,bank_exposure_fb_plus_lc_inr,stress_move_up_logret,stress_move_down_logret,stress_binding_up,mar_99_inr,mar_99_stressed_im_inr,mar_direction,flag_mar_exceeds_buffer,flag_mar_exceeds_undrawn,label
2022-03-15,True,True,False,3217.5,76.3857,29571401.38,0.0,-2957140.14,32528541.52,49953085.13,74929627.69,-374.0,374.0,48570488.47,-351374.31,-1733970.95,1733970.95,0.0,0.0,0.0,0.0,0.0,0.0,-1061573.81,0.0,-1733970.97,-2795544.77,-67687.61,67687.61,1061573.82,2863232.38,1000000000.0,150000000.0,2863232.38,0.0,0.002863,997136767.62,847136767.62,False,False,6191640.0,472952755.548,450431195.76,1000000000.0,0.472953,False,475815987.928,0.294724,-0.294724,garch,188338912.680869,221876314.568385,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-16,True,True,False,3306.0,76.2057,-12477693.77,0.0,1247769.37,-13725463.14,51200854.5,76801281.75,-374.0,374.0,36092794.7,-351374.31,-15459434.09,15459434.09,0.0,0.0,0.0,0.0,0.0,0.0,-1061573.81,0.0,-15459434.11,-16521007.9,-68415.22,68415.22,1061573.81,16589423.12,1000000000.0,150000000.0,16589423.12,0.0,0.016589,983410576.88,833410576.88,False,False,6191640.0,471838260.348,449369771.76,1000000000.0,0.471838,False,488427683.468,0.27889,-0.27889,garch,181162767.886467,214997866.65259,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-17,True,True,False,3288.0,75.8696,5085882.02,0.0,-508588.2,5594470.21,50692266.29,76038399.45,-374.0,374.0,41178676.72,-351374.31,-9864963.88,9864963.88,0.0,0.0,0.0,0.0,0.0,0.0,-1061573.81,0.0,-9864963.89,-10926537.7,-72715.21,72715.21,1061573.82,10999252.91,1000000000.0,150000000.0,10999252.91,0.0,0.010999,989000747.09,839000747.09,False,False,6191640.0,469757250.144,447387857.28,1000000000.0,0.469757,False,480756503.054,0.255817,-0.255817,garch,162553649.681201,195288585.18199,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-18,True,True,False,3380.5,76.1106,-15862660.69,0.0,1586266.07,-17448926.76,52278532.36,78417798.55,-374.0,374.0,25316016.03,-351374.31,-27313890.64,27313890.64,0.0,0.0,0.0,0.0,0.0,0.0,-1061573.81,0.0,-27313890.65,-28375464.45,-75559.1,75559.1,1061573.81,28451023.55,1000000000.0,150000000.0,28451023.55,0.0,0.028451,971548976.45,821548976.45,False,False,6191640.0,471249435.384,448808986.08,1000000000.0,0.471249,False,499700458.934,0.243279,-0.243279,garch,158386449.782352,191725100.877387,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-21,True,True,False,3518.0,76.267,-22213245.51,0.0,2221324.55,-24434570.05,54499856.92,81749785.38,-374.0,374.0,3102770.52,-351374.31,-51748460.69,51748460.69,0.0,0.0,0.0,0.0,0.0,0.0,-1423223.39,0.0,-51748460.71,-53171684.09,-97715.28,97715.28,1423223.4,53269399.37,1000000000.0,150000000.0,53269399.37,0.0,0.053269,946730600.63,796730600.63,False,False,9132694.622,696523220.736074,653645257.28734,1000000000.0,0.696523,False,749792620.106074,0.245754,-0.245754,garch,167011122.02359,201852464.629704,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-22,True,True,False,3550.5,76.1198,-3916555.2,-139106.39,424163.56,-4479825.14,54924020.47,82386030.72,-374.0,374.0,-813784.68,-490480.7,-56228285.83,56228285.83,0.0,0.0,0.0,0.0,0.0,0.0,-1423223.39,0.0,-56228285.86,-57651509.23,-111554.49,111554.49,1423223.4,57763063.72,1000000000.0,150000000.0,57763063.72,0.0,0.057763,942236936.28,792236936.28,False,False,9132694.622,695178888.087716,652383681.745196,1000000000.0,0.695179,False,752941951.807716,0.226544,-0.226544,garch,153613303.9107,188057737.921309,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-23,True,True,False,3560.0,76.4383,-3716823.75,-134905.97,21514156.99,-25365886.72,76438177.47,114657266.21,-517.0,517.0,-4530608.43,-625386.67,-81594172.55,81594172.55,0.0,0.0,0.0,0.0,0.0,0.0,-1423223.39,0.0,-81594172.57,-83017395.95,-126559.68,126559.68,1423223.4,83143955.63,1000000000.0,150000000.0,83143955.63,0.0,0.083144,916856044.37,766856044.37,False,False,9132694.622,698087651.324823,655113381.542566,1000000000.0,0.698088,False,781231606.954823,0.208022,-0.208022,garch,194431661.895147,241488554.692112,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-24,True,True,False,3664.0,76.4064,-21920811.47,0.0,2192081.14,-24112892.62,78630258.63,117945387.91,-517.0,517.0,-26451419.9,-625386.67,-105707065.17,105707065.17,0.0,0.0,0.0,0.0,0.0,0.0,-1423223.39,0.0,-105707065.18,-107130288.57,-148166.95,148166.95,1423223.4,107278455.52,1000000000.0,150000000.0,107278455.52,0.0,0.107278,892721544.48,742721544.48,False,False,9132694.622,697796318.366381,654839983.038528,1000000000.0,0.697796,False,805074773.886381,0.205175,-0.205175,garch,196980254.068621,245249029.920578,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-25,True,True,False,3583.0,76.1893,19646683.42,0.0,-1964668.34,21611351.75,76665590.27,114998385.41,-517.0,517.0,-6804736.48,-625386.67,-84095713.42,84095713.42,0.0,0.0,0.0,0.0,0.0,0.0,-1423223.39,0.0,-84095713.42,-85518936.81,-176050.17,176050.17,1423223.39,85694986.98,1000000000.0,150000000.0,85694986.98,0.0,0.085695,914305013.02,764305013.02,False,False,9132694.622,695813610.363945,652979330.523586,1000000000.0,0.695814,False,781508597.343945,0.202633,-0.202633,hist60,189429296.903772,236372514.255697,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-28,True,True,False,3606.0,76.1285,-4066942.35,0.0,406694.22,-4473636.57,77072284.51,115608426.76,-517.0,517.0,-10871678.83,-625386.67,-88569349.99,88569349.99,0.0,0.0,0.0,0.0,0.0,0.0,-1423223.39,0.0,-88569349.99,-89992573.39,-242825.24,242825.24,1423223.4,90235398.63,1000000000.0,150000000.0,90235398.63,0.0,0.090235,909764601.37,759764601.37,False,False,9132694.622,695258342.530927,652458244.97357,1000000000.0,0.695258,False,785493741.160927,0.202569,-0.202569,hist60,190368045.339713,237557279.794105,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-29,True,True,False,3583.0,75.7497,8805018.75,0.0,-880501.87,9685520.62,76191782.64,114287673.95,-517.0,517.0,-2066660.08,-625386.67,-78883829.37,78883829.37,0.0,0.0,0.0,0.0,0.0,-171015.55,-1423223.39,0.0,-78883829.37,-80478068.32,-266247.95,266247.95,1594238.95,80744316.27,1000000000.0,150000000.0,80744316.27,0.0,0.080744,919255683.73,769255683.73,False,False,9132694.622,691798877.808114,649211744.869194,1000000000.0,0.691799,False,772543194.078114,0.202635,-0.202635,hist60,188260709.457439,234913905.060529,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-30,True,False,False,3508.0,75.8404,15132498.55,0.0,-1513249.85,16645748.4,74678532.78,112017799.17,-517.0,517.0,13065838.47,-625386.67,-62238080.97,62238080.97,0.0,0.0,0.0,0.0,0.0,-171015.55,-1800872.18,0.0,-62238080.97,-64209968.7,-287194.3,287194.3,1971887.73,64497163.0,1000000000.0,150000000.0,64497163.0,0.0,0.064497,935502837.0,785502837.0,False,False,12244894.622,928657706.090329,874780033.551208,1000000000.0,0.928658,False,993154869.090329,0.202927,-0.202927,hist60,184815773.70697,230555757.337268,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-03-31,True,False,False,3503.0,75.7896,1640841.05,0.0,-164084.12,1804925.16,74514448.67,111771673.01,-517.0,517.0,14706679.52,-625386.67,-60433155.81,60433155.81,0.0,0.0,0.0,0.0,0.0,-171015.55,-1800872.18,0.0,-60433155.8,-62405043.55,-303906.49,303906.49,1971887.74,62708950.04,1000000000.0,150000000.0,62708950.04,0.0,0.062709,937291049.96,787291049.96,False,False,12244894.622,928035665.443531,874194081.661392,1000000000.0,0.928036,False,990744615.483531,0.202355,-0.202355,hist60,183835591.854324,229448978.270812,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-01,True,False,False,3483.0,75.9905,2284317.0,0.0,-228431.7,2512748.7,74286016.97,111429025.46,-517.0,517.0,16990996.52,-625386.67,-57920407.11,57920407.11,0.0,0.0,0.0,0.0,0.0,-171015.55,-1800872.18,0.0,-57920407.1,-59892294.84,-320148.9,320148.9,1971887.73,60212443.74,1000000000.0,150000000.0,60212443.74,0.0,0.060212,939787556.26,789787556.26,False,False,12244894.622,930495664.773091,876511359.90281,1000000000.0,0.930496,False,990708108.513091,0.202416,-0.202416,hist60,183332291.608201,228808585.37479,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-04,True,False,False,3444.0,75.5275,13028298.46,0.0,-1302829.85,14331128.31,72983187.12,109474780.69,-517.0,517.0,30019294.98,-625386.67,-43589278.8,43589278.8,0.0,0.0,0.0,0.0,0.0,-341529.46,-1800872.18,0.0,-43589278.79,-45731680.44,-366914.11,366914.11,2142401.64,46098594.55,1000000000.0,150000000.0,46098594.55,0.0,0.046099,953901405.45,803901405.45,False,False,12244894.622,924826278.563105,871170892.87555,1000000000.0,0.924826,False,970924873.113105,0.202695,-0.202695,hist60,180391365.508589,225082566.932831,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-05,True,False,False,3415.0,75.335,8067419.67,0.0,-806741.97,8874161.64,72176445.16,108264667.75,-517.0,517.0,38086714.65,-625386.67,-34715117.16,34715117.16,-148078476.0,0.0,0.0,0.0,0.0,-522181.9,-1978566.35,-1103339.71,-34715117.15,-186397681.12,-378816.88,378816.88,151682563.96,186776498.0,1000000000.0,150000000.0,186776498.0,0.0,0.186776,813223502.0,663223502.0,False,False,10181014.622,766986736.54837,720872028.3167,1000000000.0,0.766987,False,953763234.54837,0.202666,-0.202666,hist60,178369205.749953,222565118.293344,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-06,True,False,False,3443.5,75.8348,-10773333.6,-80468.06,13404371.52,-24258173.19,85580816.7,128371225.04,-604.0,604.0,27313381.05,-705854.73,-58973290.35,58973290.35,-148078476.0,0.0,0.0,0.0,0.0,-522181.9,-1978566.35,-1103339.71,-58973290.33,-210655854.31,-427331.35,427331.35,151682563.96,211083185.66,1000000000.0,150000000.0,211083185.66,0.0,0.211083,788916814.34,638916814.34,False,False,10181014.622,772075207.656446,725654557.549496,1000000000.0,0.772075,False,983158393.316446,0.202113,-0.202113,hist60,210858387.063005,263233267.163288,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-07,True,False,False,3346.0,75.9903,22615777.18,0.0,-2261577.72,24877354.91,83319238.97,124978858.44,-604.0,604.0,49929158.23,-705854.73,-34095935.44,34095935.44,-148078476.0,0.0,0.0,0.0,0.0,-693740.64,-1978566.35,-1103339.71,-34095935.43,-185950058.15,-482159.57,482159.57,151854122.71,186432217.72,1000000000.0,150000000.0,186432217.72,0.0,0.186432,813567782.28,663567782.28,False,False,10181014.622,773658355.430167,727142519.325606,1000000000.0,0.773658,False,960090573.150167,0.203485,-0.203485,hist60,206826418.169383,257887239.074258,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-08,True,False,False,3395.0,75.8577,-10635836.45,0.0,1063583.65,-11699420.09,84382822.62,126574233.92,-604.0,604.0,39293321.78,-705854.73,-45795355.53,45795355.53,-148078476.0,0.0,0.0,0.0,0.0,-693740.64,-1978566.35,-1103339.71,-45795355.53,-197649478.24,-530557.53,530557.53,151854122.71,198180035.77,1000000000.0,150000000.0,198180035.77,0.0,0.19818,801819964.23,651819964.23,False,False,10181014.622,772308352.89129,725873685.039354,1000000000.0,0.772308,False,970488388.66129,0.203876,-0.203876,hist60,209911511.236356,261644355.481839,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-11,True,False,False,3234.5,75.8794,39921220.18,0.0,-3992122.02,43913342.2,80390700.59,120586050.89,-604.0,604.0,79214541.96,-705854.73,-1882013.33,1882013.33,-297227024.64,0.0,-2763974.38,-18588984.02,0.0,-693740.64,-2157544.61,-700595.79,-1882013.33,-324013877.42,-684886.58,684886.58,322131864.09,324698764.0,1000000000.0,150000000.0,324698764.0,0.0,0.324699,675301236.0,525301236.0,False,False,8117134.622,615923304.836587,576932781.225988,1000000000.0,0.615923,False,940622068.836587,0.208761,-0.208761,hist60,205290093.248544,254816810.558296,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-12,True,False,False,3214.5,76.1702,1995072.88,0.0,-199507.3,2194580.15,80191193.31,120286789.95,-604.0,604.0,81209614.84,-705854.73,312566.82,-312566.82,-297227024.64,0.0,-2763974.38,-18588984.02,0.0,-693740.64,-2763280.79,-700595.79,312566.85,-322425033.44,-769218.96,769218.96,322737600.26,323194252.4,1000000000.0,150000000.0,323194252.4,0.0,0.323194,676805747.6,526805747.6,False,False,11457394.622,872712039.836664,810442246.120604,1000000000.0,0.872712,False,1195906292.236664,0.208842,-0.208842,hist60,204868591.227243,254276395.047336,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-13,True,False,False,3207.0,76.1851,1800405.98,0.0,-180040.6,1980446.6,80011152.7,120016729.06,-604.0,604.0,83010020.82,-705854.73,2293013.42,-2293013.42,-297227024.64,0.0,-2763974.38,-18588984.02,0.0,-1085378.04,-2763280.79,-700595.79,2293013.43,-320836224.25,-853137.81,853137.81,323129237.67,321689362.06,1000000000.0,150000000.0,321689362.06,0.0,0.321689,678310637.94,528310637.94,False,False,11457394.622,872882755.016532,810600780.422302,1000000000.0,0.872883,False,1194572117.076532,0.208641,-0.208641,hist60,204190337.323485,253477292.391415,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-14,True,False,False,3237.5,76.1298,-6936465.5,0.0,693646.56,-7630112.06,80704799.26,121057198.88,-604.0,604.0,76073555.32,-705854.73,-5337098.64,5337098.64,-446867759.52,0.0,-2763974.38,-18588984.02,0.0,-1085378.04,-2942849.67,-715626.68,-5337098.63,-478301670.95,-936643.13,936643.13,472964572.31,479238314.08,1000000000.0,150000000.0,479238314.08,0.0,0.479238,520761685.92,370761685.92,False,False,9393514.622,715126389.469936,660371659.845396,1000000000.0,0.715126,False,1194364703.549936,0.207595,-0.207595,hist60,204817293.075023,254479570.747613,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-19,True,False,False,3312.0,76.4638,-21748447.78,0.0,2174844.78,-23923292.54,82879644.03,124319466.06,-604.0,604.0,54325107.54,-705854.73,-29260391.18,29260391.18,-446867759.52,0.0,-8493028.25,-57119475.41,0.0,-1085378.04,-2942849.67,-715626.68,-29260391.19,-546484508.76,-1559090.51,1559090.51,517224117.58,548043599.27,1000000000.0,150000000.0,548043599.27,0.0,0.548044,451956400.73,301956400.73,False,False,9393514.622,718263823.353684,663268871.376076,1000000000.0,0.718264,False,1266307422.623684,0.208513,-0.208513,hist60,211367515.635065,262414952.250598,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-20,True,False,False,3240.0,76.3018,19821990.22,-1090219.1,-1704056.91,20435828.03,81175587.12,121763380.68,-604.0,604.0,74147097.76,-1796073.83,-8824563.15,8824563.15,-559947027.12,0.0,-8493028.25,-57119475.41,0.0,-2045378.04,-3265418.66,-759410.47,-8824563.16,-640454301.11,-1702823.42,1702823.42,631629737.96,642157124.53,1000000000.0,150000000.0,642157124.53,0.0,0.642157,357842875.47,207842875.47,False,False,7837414.622,598008843.00492,548784369.440836,1000000000.0,0.598009,False,1240165967.53492,0.209274,-0.209274,hist60,207858828.442433,257894751.681122,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-21,True,False,False,3262.0,76.2056,-4394126.1,-95048.36,14627450.64,-19116625.12,95803037.76,143704556.64,-709.0,709.0,69752971.66,-1891122.19,-27941188.27,27941188.27,-559947027.12,0.0,-8493028.25,-57119475.41,0.0,-2045378.04,-3265418.66,-759410.47,-27941188.26,-659570926.22,-1871271.67,1871271.67,631629737.95,661442197.89,1000000000.0,150000000.0,661442197.89,0.0,0.661442,338557802.11,188557802.11,False,False,7837414.622,597254883.718283,548092471.525712,1000000000.0,0.597255,False,1258697081.608283,0.209285,-0.209285,hist60,245328128.123141,304380927.184823,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-22,True,False,True,3244.0,76.4485,2352042.74,0.0,-235204.27,2587247.0,95567833.49,143351750.23,-709.0,709.0,72105014.4,-1891122.19,-25353941.27,25353941.27,-559947027.12,0.0,-8493028.25,-57119475.41,0.0,-2261742.58,-3265418.66,-759410.47,-25353941.25,-657200043.75,-2044747.87,2044747.87,631846102.48,659244791.62,1000000000.0,150000000.0,659244791.62,0.0,0.659245,340755208.38,190755208.38,False,False,7837414.622,599158591.729967,549839477.79997,1000000000.0,0.599159,False,1258403383.349967,0.209159,-0.209159,hist60,244563542.862348,303463982.842828,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-25,True,False,True,3090.0,76.6062,43783477.58,-371234.48,-20969946.7,64382189.82,74597886.78,111896830.15,-290.0,580.0,115888491.98,-2262356.67,39028248.55,-39028248.55,-559947027.12,0.0,-8493028.25,-57119475.41,0.0,-2261742.58,-3265418.66,-759410.47,39028248.55,-592817853.93,-2563305.7,2563305.7,631846102.48,595381159.63,1000000000.0,150000000.0,595381159.63,0.0,0.595381,404618840.37,254618840.37,False,False,7837414.622,600394552.015856,550973701.305324,1000000000.0,0.600395,False,1195775711.645856,0.214156,-0.214156,hist60,106891062.851966,153097594.567282,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-04-26,True,False,True,3102.5,76.566,-1272234.44,-126886.37,-18200525.04,16801404.22,56397361.75,84596042.6,-147.0,437.0,114616257.54,-2389243.04,55829652.77,-55829652.77,-559947027.12,0.0,-8493028.25,-57119475.41,0.0,-2261742.58,-3265418.66,-759410.47,55829652.78,-576016449.71,-2719224.91,2719224.91,631846102.48,578735674.62,1000000000.0,150000000.0,578735674.62,0.0,0.578736,421264325.38,271264325.38,False,False,7837414.622,600079487.948052,550684571.40732,1000000000.0,0.600079,False,1178815162.568052,0.214189,-0.214189,hist60,58784736.540907,93718847.25312,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-04-27,True,False,True,3100.0,76.6045,77873.89,0.0,-23150.26,101024.16,56374211.49,84561317.22,-147.0,437.0,114694131.43,-2389243.04,55930676.93,-55930676.93,-559947027.12,0.0,-8493028.25,-57119475.41,-4607760.68,-2394750.59,-3265418.66,-759410.47,55930676.93,-580656194.23,-2870725.14,2870725.14,636586871.16,583526919.37,1000000000.0,150000000.0,583526919.37,0.0,0.583527,416473080.63,266473080.63,False,False,7837414.622,600381228.410999,550961474.41909,1000000000.0,0.600381,False,1183908147.780999,0.213935,-0.213935,hist60,58683436.089485,93594365.881589,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-04-28,True,False,True,3065.5,76.6495,2020392.3,0.0,-600620.03,2621012.33,55773591.45,83660387.18,-147.0,437.0,116714523.73,-2389243.04,58551689.26,-58551689.26,-559947027.12,0.0,-11640735.17,-78289235.24,-4607760.68,-4554750.59,-4458120.18,-759410.47,58551689.26,-605705350.18,-3023445.68,3023445.68,664257039.44,608728795.86,1000000000.0,150000000.0,608728795.86,0.0,0.608729,391271204.14,241271204.14,False,False,13141359.422,1007278629.016589,920871233.60599,1000000000.0,1.007279,True,1616007424.876589,0.214196,-0.214196,hist60,58136710.042751,92684686.467839,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
