date,scope,trade_id,in_window,buyer_id,supplier_id,mtm_inr,cum_pnl_inr,cash_balance_inr,mcx_im_inr,lme_delta_inr_per_usd_t,lme_delta_mt,lme_delta_usd,lme_delta_physical_mt,lme_delta_mcx_mt,hedge_ratio_lme_frac,mcx_lots_open,mcx_basis_delta_inr_per_inr_kg,fx_delta_usd,fx_delta_physical_usd,fx_delta_forwards_usd,fx_delta_mcx_usd,hedge_ratio_fx_frac,customs_fx_delta_usd,freight_delta_inr_per_usd_t_jea_nsa,freight_delta_inr_per_usd_t_usec_mun,freight_open_mt_jea_nsa,freight_open_mt_usec_mun,freight_open_boxes,grade_delta_inr_per_0p01_zorba,grade_delta_inr_per_0p01_taint_tabor,grade_delta_inr_per_0p01_tense,grade_exposure_mt_zorba,grade_exposure_mt_taint_tabor,grade_exposure_mt_tense,spread_delta_inr_per_usd_t,inr_rate_delta_inr_per_bp,usd_rate_delta_inr_per_bp,wc_rate_delta_inr_per_bp,lme_fx_cross_inr,phys_purchased_mt,phys_sold_mt,unsold_mt,purchase_priced_frac,sale_priced_frac,buyer_receivable_inr,buyer_presettlement_inr,supplier_exposure_inr,days_past_due
2022-03-16,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,34017720.0,39368120.79,-4744841.98,10106342.67,-558.29,-7.3261,-24219.94,393.8211,-401.1472,1.018602,-74,729200.0,33043.09,1359235.58,0.0,-1326192.49,-0.0,-69977.54,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40636.81,-2802.24,1511.07,-1.3,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,238860582.67,0.0,0
2022-03-17,book,BOOK,True,BOOK,BOOK,-307718.27,39385295.13,-10926537.7,50692266.3,11018.24,145.226,477502.97,2177.3121,-2032.0861,0.9333,-374,-770800.0,-5757321.96,924177.13,0.0,-6681499.09,-0.0,-81208.97,0.0,-197742.83,0.0,2520.0,120,6543346.16,0.0,0.0,2520.0,0.0,0.0,-95525.37,-7112.12,995.71,-2.99,1.18,0.0,1200.0,2520.0,0.677419,0.0,0.0,235869311.97,0.0,0
2022-03-17,trade,T01,True,,SUP_USEC_01,-33009050.49,330889.28,-7285994.3,40686314.41,11583.33,152.6741,501992.54,1783.6545,-1630.9804,0.914404,-300,-1500000.0,-5786116.88,-423453.25,0.0,-5362663.62,0.0,-11504.52,0.0,-197742.83,0.0,2520.0,120,6543346.16,0.0,0.0,2520.0,0.0,0.0,-135325.16,-4328.59,-451.78,-2.0,1.05,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-17,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,32701332.22,39054405.85,-3640543.4,10005951.89,-565.09,-7.4482,-24489.57,393.6575,-401.1057,1.01892,-74,729200.0,28794.92,1347630.38,0.0,-1318835.46,-0.0,-69704.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39799.79,-2783.53,1447.48,-1.0,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,235869311.97,0.0,0
2022-03-18,book,BOOK,True,BOOK,BOOK,15271103.6,39098612.42,-28375464.45,52278532.37,11460.48,150.5766,509024.35,2182.4531,-2031.8765,0.931006,-374,-770800.0,-5482891.35,1124053.79,261813.27,-6868758.41,-0.232919,-78742.06,0.0,0.0,0.0,0.0,0,6728342.97,0.0,0.0,2520.0,0.0,0.0,-96890.92,-6677.41,419.95,-7.77,1.24,0.0,1200.0,2520.0,0.677419,0.0,0.0,245199040.6,0.0,0
2022-03-18,trade,T01,True,,SUP_USEC_01,-20889317.59,-282890.76,-21290772.54,41959476.06,12027.9,158.0318,534226.64,1788.8441,-1630.8123,0.911657,-300,-1500000.0,-5517966.2,-266818.59,261813.27,-5512960.88,0.981241,-7224.38,0.0,0.0,0.0,0.0,0,6728342.97,0.0,0.0,2520.0,0.0,0.0,-136150.0,-3816.12,-1009.85,-5.83,1.1,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-18,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,36160421.19,39381503.18,-7084691.91,10319056.3,-567.42,-7.4552,-25202.29,393.609,-401.0642,1.018941,-74,729200.0,35074.85,1390872.37,0.0,-1355797.52,-0.0,-71517.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39259.08,-2861.29,1429.8,-1.94,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,245199040.6,0.0,0
2022-03-21,book,BOOK,True,BOOK,BOOK,41447067.81,42677525.36,-53171684.09,54499856.92,12591.97,165.1038,580835.03,2196.3514,-2031.2476,0.924828,-374,-770800.0,-5429181.23,1455062.52,261685.27,-7145929.03,-0.179845,-74030.96,0.0,0.0,0.0,0.0,0,6988848.03,0.0,0.0,2520.0,0.0,0.0,-100253.16,-6090.54,-259.85,-14.57,1.38,0.0,1200.0,2520.0,0.677419,0.0,0.0,258263940.87,0.0,0
2022-03-21,trade,T01,True,,SUP_USEC_01,459262.77,3220325.85,-40902385.92,43742350.01,13257.36,173.8282,611527.67,1804.136,-1630.3078,0.90365,-300,-1500000.0,-5467994.37,5743.28,261685.27,-5735422.92,,209.28,0.0,0.0,0.0,0.0,0,6988848.03,0.0,0.0,2520.0,0.0,0.0,-137596.04,-3116.74,-1566.27,-11.21,1.25,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-21,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,40987805.04,39457199.51,-12269298.16,10757506.91,-665.39,-8.7245,-30692.64,392.2153,-400.9398,1.022244,-74,729200.0,38813.13,1449319.24,0.0,-1410506.1,-0.0,-74240.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37342.88,-2973.79,1306.42,-3.36,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,258263940.87,0.0,0
2022-03-22,book,BOOK,True,BOOK,BOOK,47361946.59,44522903.34,-57651509.23,54924020.48,-17541.25,-230.4427,-818186.9,2202.9373,-2433.38,1.104607,-374,-1141022.0,-6838329.81,1539707.75,261678.08,-8639715.64,-0.169953,-72904.78,0.0,0.0,0.0,0.0,0,7026416.61,0.0,0.0,2520.0,0.0,0.0,-101145.57,-6987.86,-476.46,-15.79,-2.58,0.0,1200.0,2520.0,0.677419,0.0,0.0,260567504.31,0.0,0
2022-03-22,trade,T01,True,,SUP_USEC_01,5373724.45,4980632.63,-44360245.9,44056700.92,13652.05,179.3495,636780.27,1809.4891,-1630.1397,0.900884,-300,-1500000.0,-5457041.03,69091.8,261678.08,-5787810.91,,1929.68,0.0,0.0,0.0,0.0,0,7026416.61,0.0,0.0,2520.0,0.0,0.0,-137737.95,-2869.72,-1729.85,-12.15,1.31,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-22,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,41988222.14,39542270.71,-13291263.33,10867319.56,-31193.3,-409.7922,-1454967.17,393.4481,-803.2403,2.041541,-74,358978.0,-1381288.78,1470615.95,0.0,-2851904.72,-0.0,-74834.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36592.38,-4118.15,1253.39,-3.64,-3.88,0.0,1200.0,0.0,0.0,0.0,0.0,260567504.31,0.0,0
2022-03-23,book,BOOK,True,BOOK,BOOK,52080886.91,45375108.75,-83017395.95,76438177.47,20088.62,262.8083,935597.7,3072.0257,-2809.2173,0.914451,-517,-1486014.5,-8146450.12,1592704.89,261658.74,-10000813.76,-0.164286,-71660.76,0.0,0.0,0.0,0.0,0,7073959.57,3368552.18,0.0,2520.0,1200.0,0.0,-168670.3,-8725.82,-596.15,-22.74,2.12,0.0,1200.0,3720.0,0.756098,0.0,0.0,262752281.14,0.0,0
2022-03-23,trade,T01,True,,SUP_USEC_01,8249888.42,4863841.36,-47639796.27,44354841.86,14105.04,184.5285,656921.46,1814.5,-1629.9715,0.898303,-300,-1500000.0,-5436638.15,104401.73,261658.74,-5802698.63,-2.506268,2882.35,0.0,0.0,0.0,0.0,0,7073959.57,0.0,0.0,2520.0,0.0,0.0,-138697.3,-2626.72,-1885.84,-13.05,1.36,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-23,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,42726394.43,39541569.3,-14100219.08,10940860.99,-655.96,-8.5816,-30550.53,393.478,-402.0596,1.02181,-74,729200.0,43014.46,1474346.79,0.0,-1431332.33,-0.0,-75034.69,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36073.33,-3878.7,1203.15,-3.86,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,262752281.14,0.0,0
2022-03-23,trade,T03,True,,SUP_JEA_01,1104604.06,969698.08,-21277380.59,21142474.62,6639.54,86.8615,309226.77,864.0476,-777.1862,0.899471,-143,-715214.5,-2752826.42,13956.37,0.0,-2766782.8,,491.58,0.0,0.0,0.0,0.0,0,0.0,3368552.18,0.0,0.0,1200.0,0.0,-66046.33,-2220.4,86.54,-5.83,0.64,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-24,book,BOOK,True,BOOK,BOOK,80580628.88,51932431.99,-107130288.57,78630258.62,20704.08,270.9732,992845.68,3079.6676,-2808.6945,0.912012,-517,-1485800.0,-8069635.79,1959785.35,261635.45,-10291056.59,-0.133502,-64984.82,0.0,0.0,0.0,0.0,0,7300499.72,3476428.44,0.0,2520.0,1200.0,0.0,-169856.49,-8456.29,-1020.04,-29.35,2.2,0.0,1200.0,3720.0,0.756098,0.0,0.0,272073502.02,0.0,0
2022-03-24,trade,T01,True,,SUP_USEC_01,25751780.39,9633327.28,-61631803.59,45626842.52,14510.81,189.9162,695852.91,1819.7196,-1629.8034,0.895634,-300,-1500000.0,-5382465.54,327498.57,261635.45,-5971599.57,-0.79889,8985.38,0.0,0.0,0.0,0.0,0,7300499.72,0.0,0.0,2520.0,0.0,0.0,-139038.22,-2364.26,-2157.19,-16.89,1.41,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-24,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,45383817.81,39057721.13,-17551580.89,11254621.16,-657.34,-8.6032,-31522.14,393.415,-402.0182,1.021868,-74,729200.0,39096.25,1512090.81,0.0,-1472994.56,-0.0,-77367.98,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35390.41,-4000.95,1183.75,-4.81,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,272073502.02,0.0,0
2022-03-24,trade,T03,True,,SUP_JEA_01,9445030.68,3241383.58,-27946904.08,21748794.94,6850.61,89.6602,328514.91,866.5331,-776.8729,0.89653,-143,-715000.0,-2726266.49,120195.97,0.0,-2846462.46,-0.0,3397.78,0.0,0.0,0.0,0.0,0,0.0,3476428.44,0.0,0.0,1200.0,0.0,-66208.68,-2091.08,-46.6,-7.66,0.66,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-25,book,BOOK,True,BOOK,BOOK,62561338.21,53531941.5,-85518936.81,76665590.28,21254.87,278.9745,999565.55,3087.3792,-2808.4047,0.90964,-517,-1485800.0,-8067636.61,1733276.48,261600.98,-10062514.06,-0.150929,-68584.83,0.0,0.0,0.0,0.0,0,7111771.75,3386557.98,0.0,2520.0,1200.0,0.0,-170634.51,-7957.69,-1165.06,-23.43,2.28,0.0,1200.0,3720.0,0.756098,0.0,0.0,263719291.42,0.0,0
2022-03-25,trade,T01,True,,SUP_USEC_01,15294541.01,10560443.3,-49091367.37,44486802.87,14885.71,195.378,700039.24,1825.0132,-1629.6352,0.892944,-300,-1500000.0,-5381760.1,195621.94,261600.98,-5838983.02,-1.337278,5355.68,0.0,0.0,0.0,0.0,0,7111771.75,0.0,0.0,2520.0,0.0,0.0,-139046.48,-2099.39,-2189.5,-13.45,1.46,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-25,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,42762635.81,39244068.72,-14458273.29,10973411.37,-660.15,-8.6646,-31045.24,393.3121,-401.9767,1.02203,-74,729200.0,39938.96,1480221.44,0.0,-1440282.48,-0.0,-75609.87,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34624.58,-3899.5,1092.8,-3.96,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,263719291.42,0.0,0
2022-03-25,trade,T03,True,,SUP_JEA_01,4504161.4,3727429.48,-21969296.15,21205376.03,7029.31,92.2611,330571.55,869.0539,-776.7928,0.893837,-143,-715000.0,-2725815.47,57433.1,0.0,-2783248.57,,1669.36,0.0,0.0,0.0,0.0,0,0.0,3386557.98,0.0,0.0,1200.0,0.0,-66212.61,-1958.79,-68.35,-6.02,0.69,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-28,book,BOOK,True,BOOK,BOOK,74752092.24,61588978.13,-89992573.39,77072284.51,23037.47,302.6129,1091222.22,3110.1483,-2807.5354,0.902701,-517,-1485800.0,-7970951.13,1891514.23,261507.2,-10123972.56,-0.138253,-65037.64,0.0,0.0,0.0,0.0,0,7156304.9,3407764.24,0.0,2520.0,1200.0,0.0,-174243.22,-6830.09,-1996.25,-24.66,2.51,0.0,1200.0,3720.0,0.756098,0.0,0.0,265448646.55,0.0,0
2022-03-28,trade,T01,True,,SUP_USEC_01,23205334.0,16072976.82,-51687288.01,44722795.65,16094.63,211.414,762359.05,1840.5448,-1629.1308,0.885135,-300,-1500000.0,-5315918.75,297219.63,261507.2,-5874645.59,-0.879845,8102.77,0.0,0.0,0.0,0.0,0,7156304.9,0.0,0.0,2520.0,0.0,0.0,-140117.92,-1324.58,-2628.74,-14.16,1.62,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-28,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,43255974.39,39144002.43,-15098600.38,11031622.93,-662.22,-8.6987,-31367.5,393.1536,-401.8523,1.022125,-74,729200.0,39317.9,1488397.14,0.0,-1449079.24,-0.0,-76117.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32597.52,-3926.52,921.42,-4.14,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,265448646.55,0.0,0
2022-03-28,trade,T03,True,,SUP_JEA_01,8290783.85,6371998.88,-23206684.99,21317865.93,7605.05,99.8976,360230.67,876.4499,-776.5523,0.88602,-143,-715000.0,-2694350.27,105897.46,0.0,-2800247.73,-0.0,2977.5,0.0,0.0,0.0,0.0,0,0.0,3407764.24,0.0,0.0,1200.0,0.0,-66722.82,-1578.99,-288.93,-6.36,0.76,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-29,book,BOOK,True,BOOK,BOOK,73259306.54,68706772.91,-80478068.32,76191782.64,23547.55,310.8599,1113811.15,3118.1055,-2807.2456,0.900305,-517,-1485800.0,-5947618.93,1882433.85,2228308.19,-10058360.98,-1.183738,-64558.71,0.0,0.0,0.0,0.0,0,7106135.04,3383873.83,0.0,2520.0,1200.0,0.0,-174647.88,-6093.8,-2524.24,-22.05,2.58,840.0,1200.0,3720.0,0.756098,0.0,0.0,261704555.02,0.0,0
2022-03-29,trade,T01,True,,SUP_USEC_01,23323482.01,21115951.64,-46238078.84,44211866.13,16444.59,217.0912,777837.75,1846.0538,-1628.9626,0.882403,-300,-1500000.0,-3306454.78,301810.13,2228308.19,-5836573.1,-7.383146,8210.45,0.0,0.0,0.0,0.0,0,7106135.04,0.0,0.0,2520.0,0.0,0.0,-139838.02,-761.67,-3032.72,-12.67,1.67,840.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-29,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,41518673.68,38663064.77,-13712278.28,10905593.65,-669.05,-8.8323,-31646.21,392.9785,-401.8108,1.022475,-74,729200.0,32892.51,1472580.54,0.0,-1439688.03,-0.0,-75797.93,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31779.67,-3893.23,860.03,-3.76,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,261704555.02,0.0,0
2022-03-29,trade,T03,True,,SUP_JEA_01,8417150.85,8927756.5,-20527711.2,21074322.86,7772.0,102.6011,367619.61,879.0732,-776.4722,0.883285,-143,-715000.0,-2674056.66,108043.18,0.0,-2782099.84,-0.0,3028.77,0.0,0.0,0.0,0.0,0,0.0,3383873.83,0.0,0.0,1200.0,0.0,-66589.53,-1438.89,-351.55,-5.62,0.79,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-30,book,BOOK,True,BOOK,BOOK,56947559.25,67128929.02,-64209968.7,74678532.78,24172.42,318.7275,1118096.0,3125.6833,-2806.9558,0.89803,-517,-1485800.0,-5955215.17,1663466.71,2228119.13,-9846801.02,-1.339443,-68074.07,0.0,0.0,0.0,0.0,0,6954751.49,3311786.42,0.0,2520.0,1200.0,0.0,-176097.42,-5703.5,-2628.94,-17.59,2.66,840.0,1200.0,3720.0,0.756098,0.0,0.0,255269877.11,0.0,0
2022-03-30,trade,T01,True,,SUP_USEC_01,13633322.83,20194704.82,-36579037.21,43333771.44,16868.03,222.4149,780231.37,1851.2094,-1628.7945,0.879854,-300,-1500000.0,-3308684.68,177007.22,2228119.13,-5713811.03,-12.58773,4710.0,0.0,0.0,0.0,0.0,0,6954751.49,0.0,0.0,2520.0,0.0,0.0,-140396.46,-565.82,-3036.32,-10.02,1.72,840.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-30,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,39604785.12,38911574.16,-11329714.68,10688996.95,-669.19,-8.8236,-30953.25,392.9457,-401.7693,1.022455,-74,729200.0,34501.92,1443908.64,0.0,-1409406.72,-0.0,-74145.96,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31154.49,-3813.58,782.56,-3.1,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,255269877.11,0.0,0
2022-03-30,trade,T03,True,,SUP_JEA_01,3709451.3,8022650.04,-16301216.81,20655764.39,7973.57,105.1362,368817.88,881.5283,-776.392,0.880734,-143,-715000.0,-2681032.41,42550.85,0.0,-2723583.26,,1361.89,0.0,0.0,0.0,0.0,0,0.0,3311786.42,0.0,0.0,1200.0,0.0,-66855.46,-1324.1,-375.18,-4.47,0.81,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0
