date,in_window,trade_id,new_deal,lme_flat,cross_exchange_basis,grade_spread,freight,fx,demurrage_penalty,roll_term_structure,residual,daily_pnl_inr,cum_pnl_inr
2022-04-04,True,T03,0.0,-554570.79,0.0,-2173706.03,0.0,1127535.12,0.0,176943.69,0.0,-1423798.01,27615148.83
2022-04-05,True,BOOK,-124190.0,-1199909.96,0.0,-2214512.0,0.0,630117.31,0.0,1858852.01,0.0,-1049642.63,125878188.8
2022-04-05,True,T01,0.0,-827595.67,0.0,-1500153.29,0.0,165704.24,0.0,1414777.88,0.0,-747266.84,59589334.97
2022-04-05,True,T02,-124190.0,20080.77,0.0,0.0,0.0,-6528.98,0.0,-241721.35,-0.0,-352359.56,38623721.22
2022-04-05,True,T03,0.0,-392395.05,0.0,-714358.71,0.0,470942.05,0.0,685795.49,-0.0,49983.77,27665132.6
2022-04-06,True,BOOK,14959244.78,1168271.79,0.0,-2233193.79,0.0,-1004599.98,0.0,-444892.36,-0.0,12444830.43,138323019.22
2022-04-06,True,T01,0.0,799569.61,0.0,-1512808.7,0.0,-425145.88,0.0,-369933.65,-0.0,-1508318.62,58081016.35
2022-04-06,True,T02,0.0,-10380.84,0.0,0.0,0.0,641334.01,0.0,67144.3,-0.0,698097.47,39321818.69
2022-04-06,True,T03,0.0,379083.02,0.0,-720385.09,0.0,-1220788.11,0.0,-142103.01,-0.0,-1704193.2,25960939.39
2022-04-06,True,T04,14959244.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14959244.78,14959244.78
2022-04-07,True,BOOK,-196560.0,-7839736.79,0.0,-2922121.35,5911.97,-556063.14,0.0,1299560.03,0.0,-10209009.28,128114009.94
2022-04-07,True,T01,-196560.0,-2709130.93,0.0,-1478663.81,0.0,-140242.64,0.0,687782.61,0.0,-3836814.76,54244201.59
2022-04-07,True,T02,0.0,34705.24,0.0,0.0,0.0,199789.3,0.0,-119181.6,-0.0,115312.95,39437131.64
2022-04-07,True,T03,0.0,-1284331.14,0.0,-704125.63,0.0,-383742.49,0.0,361038.58,0.0,-2011160.67,23949778.73
2022-04-07,True,T04,0.0,-3880979.97,0.0,-739331.91,5911.97,-231867.31,0.0,369920.43,0.0,-4476346.8,10482897.98
2022-04-08,True,BOOK,0.0,3906346.55,0.0,-2974416.63,0.0,214977.55,0.0,70799.48,-0.0,1217706.95,129331716.89
2022-04-08,True,T01,0.0,1342938.09,0.0,-1505126.49,0.0,-143056.72,0.0,-2334.85,-0.0,-307579.97,53936621.62
2022-04-08,True,T02,0.0,-17348.51,0.0,0.0,0.0,-163094.93,0.0,2391.59,0.0,-178051.85,39259079.79
2022-04-08,True,T03,0.0,636608.43,0.0,-716726.9,0.0,326418.37,0.0,38893.6,-0.0,285193.5,24234972.23
2022-04-08,True,T04,0.0,1944148.54,0.0,-752563.24,0.0,194710.83,0.0,31849.13,-0.0,1418145.26,11901043.25
2022-04-11,True,BOOK,0.0,-12637443.85,0.0,-8490043.74,0.0,-39932.66,0.0,-2969288.25,0.0,-24136708.5,105195008.38
2022-04-11,True,T01,0.0,-4322904.21,0.0,-4296166.71,0.0,21036.51,0.0,-1754316.01,0.0,-10352350.42,43584271.2
2022-04-11,True,T02,0.0,56957.04,0.0,0.0,0.0,27808.71,0.0,263186.37,0.0,347952.12,39607031.91
2022-04-11,True,T03,0.0,-2049090.55,0.0,-2045793.67,0.0,-54549.42,0.0,-711497.52,-0.0,-4860931.15,19374041.08
2022-04-11,True,T04,0.0,-6322406.13,0.0,-2148083.36,0.0,-34228.46,0.0,-766661.1,-0.0,-9271379.05,2629664.2
2022-04-12,True,BOOK,-407085.24,-1524107.55,0.0,-2803268.66,0.0,-561413.39,0.0,3867636.94,0.0,-1428237.89,103766770.49
2022-04-12,True,T01,0.0,-513046.99,0.0,-1418521.49,0.0,268926.52,0.0,2070519.97,-0.0,407878.02,43992149.21
2022-04-12,True,T02,0.0,7075.63,0.0,0.0,0.0,373563.28,0.0,-319710.41,-0.0,60928.5,39667960.41
2022-04-12,True,T03,0.0,-243132.4,0.0,-675486.42,0.0,-736931.8,0.0,1039272.82,0.0,-616277.79,18757763.28
2022-04-12,True,T04,-407085.24,-775003.8,0.0,-709260.75,0.0,-466971.39,0.0,1077554.56,0.0,-1280766.61,1348897.59
2022-04-13,True,BOOK,-264800.0,-567238.24,0.0,-2819472.49,0.0,-28695.72,0.0,306588.72,-0.0,-3373617.73,100393152.76
2022-04-13,True,T01,0.0,-189844.73,0.0,-1426721.02,0.0,13920.62,0.0,110398.97,-0.0,-1492246.16,42499903.06
2022-04-13,True,T02,-116600.0,2642.88,0.0,0.0,0.0,19079.06,0.0,-20473.26,-0.0,-115351.33,39552609.08
2022-04-13,True,T03,-148200.0,-89959.73,0.0,-679390.96,0.0,-37705.02,0.0,110309.69,0.0,-844946.02,17912817.26
2022-04-13,True,T04,0.0,-290076.66,0.0,-713360.51,0.0,-23990.38,0.0,106353.33,-0.0,-921074.23,427823.36
2022-04-14,True,BOOK,-188557.73,2292209.41,0.0,-2847424.26,-8901.78,-40709.34,0.0,-813994.17,0.0,-1607377.86,98785774.9
2022-04-14,True,T01,0.0,759088.18,0.0,-1440865.29,0.0,-51243.03,0.0,-490331.68,0.0,-1223351.82,41276551.24
2022-04-14,True,T02,0.0,208.83,0.0,0.0,0.0,-135962.14,0.0,52784.1,-0.0,-82969.21,39469639.87
2022-04-14,True,T03,0.0,359670.79,0.0,-686126.33,0.0,58121.89,0.0,-185150.62,0.0,-453484.26,17459333.0
2022-04-14,True,T04,-188557.73,1173241.6,0.0,-720432.64,-8901.78,88373.94,0.0,-191295.97,-0.0,152427.43,580250.79
2022-04-19,True,BOOK,0.0,5531754.09,0.0,-2210883.38,0.0,296759.53,0.0,-4114475.11,-0.0,-496844.87,98288930.03
2022-04-19,True,T01,0.0,1820948.45,0.0,-1118760.27,0.0,309643.81,0.0,-2532654.13,-0.0,-1520822.14,39755729.11
2022-04-19,True,T02,0.0,517.06,0.0,0.0,0.0,822733.72,0.0,218095.16,0.0,1041345.94,40510985.81
2022-04-19,True,T03,0.0,862725.82,0.0,-532742.98,0.0,-349998.23,0.0,-877068.45,-0.0,-897083.84,16562249.16
2022-04-19,True,T04,0.0,2847562.75,0.0,-559380.13,0.0,-485619.77,0.0,-922847.69,-0.0,879715.17,1459965.96
2022-04-20,True,BOOK,-0.0,-4598618.5,0.0,170382.55,0.0,-57690.43,0.0,-2237458.65,0.0,-6723385.02,91565545.01
2022-04-20,True,T01,0.0,-1746551.89,0.0,86217.67,0.0,-143647.32,0.0,-1212704.18,0.0,-3016685.71,36739043.39
2022-04-20,True,T02,-0.0,727928.65,0.0,0.0,0.0,-329842.32,0.0,-83088.49,-0.0,314997.83,40825983.64
2022-04-20,True,T03,-0.0,-827429.95,0.0,41056.04,0.0,172940.05,0.0,-518047.46,0.0,-1131481.33,15430767.83
2022-04-20,True,T04,-0.0,-2752565.31,0.0,43108.84,0.0,242859.16,0.0,-423618.51,0.0,-2890215.82,-1430249.86
2022-04-21,True,BOOK,47622722.62,-4333265.28,0.0,170971.8,0.0,1037705.9,0.0,5502240.34,-0.0,50000375.37,141565920.38
2022-04-21,True,T01,0.0,-2205751.23,0.0,86515.85,0.0,426796.38,0.0,2736866.42,-0.0,1044427.41,37783470.81
2022-04-21,True,T02,0.0,-1119889.65,0.0,0.0,0.0,-27866.59,0.0,460645.06,-0.0,-687111.18,40138872.47
2022-04-21,True,T03,0.0,-1052961.39,0.0,41198.02,0.0,346786.04,0.0,1334033.77,-0.0,669056.45,16099824.28
2022-04-21,True,T04,0.0,45336.98,0.0,43257.92,0.0,291990.07,0.0,970695.09,0.0,1351280.07,-78969.8
2022-04-21,True,T05,47622722.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,47622722.62,47622722.62
2022-04-22,True,BOOK,-148200.0,-764353.87,0.0,170031.39,0.0,-135185.82,0.0,556858.46,0.0,-320849.84,141245070.54
2022-04-22,True,T01,0.0,-429170.11,0.0,86039.98,0.0,211886.44,0.0,369901.76,0.0,238658.07,38022128.88
2022-04-22,True,T02,0.0,546388.35,0.0,0.0,0.0,285378.17,0.0,-61845.76,0.0,769920.75,40908793.22
2022-04-22,True,T03,-148200.0,-203301.54,0.0,40971.42,0.0,-246505.9,0.0,206052.56,0.0,-350983.45,15748840.83
2022-04-22,True,T04,0.0,-684330.03,0.0,43019.99,0.0,-365317.36,0.0,253552.52,-0.0,-753074.88,-832044.68
2022-04-22,True,T05,0.0,6059.46,0.0,0.0,0.0,-20627.17,0.0,-210802.62,-0.0,-225370.33,47397352.29
2022-04-25,True,BOOK,24464732.84,-5017969.35,0.0,488021.05,0.0,93208.54,0.0,-661444.74,-0.0,19366548.35,160611618.89
2022-04-25,True,T01,24658767.09,-3690468.86,0.0,246950.41,0.0,132807.23,0.0,-575413.45,-0.0,20772642.42,58794771.3
2022-04-25,True,T02,-194034.25,6246177.34,0.0,0.0,0.0,129862.52,0.0,5592.35,-0.0,6187597.96,47096391.18
2022-04-25,True,T03,0.0,-1748224.84,0.0,117595.43,0.0,62511.4,0.0,-212813.11,-0.0,-1780931.11,13967909.72
2022-04-25,True,T04,0.0,-5876541.97,0.0,123475.21,0.0,-247360.98,0.0,-71167.33,-0.0,-6071595.07,-6903639.75
2022-04-25,True,T05,0.0,51088.98,0.0,0.0,0.0,15388.37,0.0,192356.81,-0.0,258834.15,47656186.44
2022-04-26,True,BOOK,17642961.57,-203616.07,0.0,108366.82,0.0,52382.29,0.0,1211869.4,0.0,18811964.01,179423582.89
2022-04-26,True,T01,0.0,-940441.75,0.0,27584.28,0.0,124266.13,0.0,849563.07,0.0,60971.73,58855743.03
2022-04-26,True,T02,0.0,119646.9,0.0,0.0,0.0,-114589.58,0.0,291333.97,0.0,296391.29,47392782.47
2022-04-26,True,T03,17642961.57,142773.03,0.0,39406.11,0.0,-16078.85,0.0,39009.41,0.0,17848071.27,31815980.99
2022-04-26,True,T04,0.0,478478.28,0.0,41376.42,0.0,62829.57,0.0,79532.98,0.0,662217.25,-6241422.5
2022-04-26,True,T05,0.0,-4072.53,0.0,0.0,0.0,-4044.98,0.0,-47570.03,0.0,-55687.54,47600498.9
2022-04-27,True,BOOK,-151830.0,-41832.15,0.0,68886.77,0.0,3689.51,0.0,-101833.18,0.0,-222919.05,179200663.84
2022-04-27,True,T01,0.0,-20126.66,0.0,27554.71,0.0,10859.44,0.0,-16168.73,0.0,2118.76,58857861.79
2022-04-27,True,T02,0.0,-75598.51,0.0,0.0,0.0,141960.4,0.0,-52699.12,-0.0,13662.77,47406445.24
2022-04-27,True,T03,0.0,148755.1,0.0,0.0,0.0,-92819.43,0.0,-85256.24,-0.0,-29320.56,31786660.43
2022-04-27,True,T04,-151830.0,-95705.8,0.0,41332.06,0.0,-60158.48,0.0,145717.26,-0.0,-120644.96,-6362067.46
2022-04-27,True,T05,0.0,843.71,0.0,0.0,0.0,3847.58,0.0,-93426.35,0.0,-88735.06,47511763.83
2022-04-28,True,BOOK,-1192701.52,-2282724.81,0.0,68191.55,0.0,161369.44,0.0,-68708.86,0.0,-3314574.2,175886089.64
2022-04-28,True,T01,0.0,-278351.01,0.0,27276.62,0.0,12624.19,0.0,-42380.01,0.0,-280830.21,58577031.57
2022-04-28,True,T02,0.0,-694113.18,0.0,0.0,0.0,147016.95,0.0,-41029.41,0.0,-588125.64,46818319.6
2022-04-28,True,T03,0.0,0.0,0.0,0.0,0.0,-80.04,0.0,-29251.88,0.0,-29331.92,31757328.51
2022-04-28,True,T04,0.0,-1322002.41,0.0,40914.93,0.0,-2579.74,0.0,98832.02,0.0,-1184835.2,-7546902.65
2022-04-28,True,T05,-1192701.52,11741.8,0.0,0.0,0.0,4388.08,0.0,-54879.59,-0.0,-1231451.23,46280312.6
2022-04-29,True,BOOK,0.0,-1476198.65,0.0,67666.63,0.0,-458584.08,0.0,-778589.6,-0.0,-2645705.7,173240383.94
2022-04-29,True,T01,0.0,-214273.99,0.0,27066.65,0.0,-39922.44,0.0,-740804.43,0.0,-967934.2,57609097.38
2022-04-29,True,T02,0.0,-264808.36,0.0,0.0,0.0,-408313.14,0.0,126623.86,-0.0,-546497.63,46271821.97
2022-04-29,True,T03,0.0,0.0,0.0,0.0,0.0,254.15,0.0,-35963.27,0.0,-35709.11,31721619.4
2022-04-29,True,T04,0.0,-1016486.95,0.0,40599.98,0.0,893.11,0.0,-950529.25,0.0,-1925523.11,-9472425.77
2022-04-29,True,T05,0.0,19370.64,0.0,0.0,0.0,-11495.77,0.0,822083.49,-0.0,829958.36,47110270.96
2022-05-03,True,BOOK,0.0,-5851976.53,0.0,257754.08,0.0,211762.69,0.0,1198084.59,0.0,-4184375.17,169056008.77
2022-05-03,True,T01,0.0,-1030930.02,0.0,103101.63,0.0,20204.19,0.0,1059489.78,-0.0,151865.58,57760962.95
2022-05-03,True,T02,0.0,18490.02,0.0,0.0,0.0,189761.78,0.0,-319492.34,0.0,-111240.55,46160581.42
2022-05-03,True,T03,0.0,0.0,0.0,0.0,0.0,-137.47,0.0,-263326.03,0.0,-263463.5,31458155.9
2022-05-03,True,T04,0.0,-4884036.01,0.0,154652.45,0.0,-5940.62,0.0,2243697.99,0.0,-2491626.19,-11964051.96
2022-05-03,True,T05,0.0,44499.48,0.0,0.0,0.0,7874.82,0.0,-1522284.8,0.0,-1469910.51,45640360.46
2022-05-04,True,BOOK,-151830.0,857299.4,0.0,65542.86,0.0,-651833.78,0.0,93869.04,-0.0,213047.53,169269056.3
2022-05-04,True,T01,0.0,142637.41,0.0,26217.15,0.0,-66192.01,0.0,-74878.53,-0.0,27784.02,57788746.97
2022-05-04,True,T02,0.0,47738.94,0.0,0.0,0.0,-575359.7,0.0,38967.87,0.0,-488652.9,45671928.53
2022-05-04,True,T03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65865.87,0.0,-65865.87,31392290.03
2022-05-04,True,T04,-151830.0,672473.27,0.0,39325.72,0.0,9253.35,0.0,59341.62,0.0,628563.97,-11335487.99
2022-05-04,True,T05,0.0,-5550.22,0.0,0.0,0.0,-19535.42,0.0,136303.95,-0.0,111218.31,45751578.77
2022-05-05,True,BOOK,0.0,-621382.01,0.0,65105.29,0.0,-273960.12,0.0,-364086.18,0.0,-1194323.01,168074733.29
2022-05-05,True,T01,0.0,-97781.93,0.0,26042.12,0.0,-17978.87,0.0,-257887.45,0.0,-347606.14,57441140.83
2022-05-05,True,T02,0.0,-66944.99,0.0,0.0,0.0,-156445.34,0.0,7287.36,-0.0,-216102.97,45455825.56
2022-05-05,True,T03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65865.87,0.0,-65865.87,31326424.15
2022-05-05,True,T04,0.0,-460176.86,0.0,39063.18,0.0,-94138.87,0.0,-267269.01,0.0,-782521.57,-12118009.56
2022-05-05,True,T05,0.0,3521.77,0.0,0.0,0.0,-5397.03,0.0,219648.8,0.0,217773.54,45969352.3
2022-05-06,True,BOOK,0.0,-4616510.82,0.0,63114.22,0.0,2648063.49,0.0,315475.36,-0.0,-1589857.75,166484875.53
2022-05-06,True,T01,0.0,-689402.78,0.0,25245.69,0.0,183303.06,0.0,285588.63,-0.0,-195265.4,57245875.43
2022-05-06,True,T02,0.0,-712944.07,0.0,0.0,0.0,1534256.21,0.0,-77147.59,0.0,744164.55,46199990.11
2022-05-06,True,T03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65865.87,-0.0,-65865.87,31260558.28
2022-05-06,True,T04,0.0,-3239564.78,0.0,37868.53,0.0,866006.5,0.0,544495.45,-0.0,-1791194.3,-13909203.86
2022-05-06,True,T05,0.0,25400.81,0.0,0.0,0.0,64497.73,0.0,-371595.26,-0.0,-281696.73,45687655.57
2022-05-09,True,BOOK,10897020.8,-7222351.29,0.0,183052.85,0.0,2044776.64,0.0,-157889.83,-0.0,5744609.18,172229484.71
2022-05-09,True,T01,10897020.8,-1024306.0,0.0,73221.14,0.0,133721.85,0.0,-50300.17,-0.0,10029357.62,67275233.06
2022-05-09,True,T02,0.0,-1420165.59,0.0,0.0,0.0,1210565.81,0.0,-88758.91,-0.0,-298358.7,45901631.41
2022-05-09,True,T03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-197597.62,0.0,-197597.62,31062960.65
2022-05-09,True,T04,0.0,-4812268.51,0.0,109831.71,0.0,663008.85,0.0,272717.62,-0.0,-3766710.32,-17675914.18
2022-05-09,True,T05,0.0,34388.8,0.0,0.0,0.0,37480.13,0.0,-93950.74,-0.0,-22081.8,45665573.77
2022-05-10,True,BOOK,-10988114.64,-342138.67,0.0,36484.28,0.0,-356702.78,0.0,-1786724.45,-0.0,-13437196.26,158792288.46
2022-05-10,True,T01,0.0,1303009.13,0.0,0.0,0.0,220777.91,0.0,-1647898.2,-0.0,-124111.16,67151121.89
2022-05-10,True,T02,0.0,-446185.17,0.0,0.0,0.0,-366597.13,0.0,19.9,-0.0,-812762.4,45088869.01
2022-05-10,True,T03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66181.49,-0.0,-66181.49,30996779.16
2022-05-10,True,T04,0.0,-1207157.12,0.0,36484.28,0.0,-199862.06,0.0,-313207.4,0.0,-1683742.3,-19359656.49
2022-05-10,True,T05,-187450.0,8194.49,0.0,0.0,0.0,-11021.5,0.0,240542.75,-0.0,50265.74,45715839.51
2022-05-10,True,T06,-10800664.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-10800664.64,-10800664.64
2022-05-11,True,BOOK,0.0,3615425.32,0.0,75510.86,0.0,-122410.54,0.0,-452589.67,0.0,3115935.97,161908224.43
2022-05-11,True,T01,0.0,0.0,0.0,0.0,0.0,-3395.66,0.0,-110958.08,0.0,-114353.74,67036768.15
2022-05-11,True,T02,0.0,1035649.84,0.0,0.0,0.0,-94932.49,0.0,-11203.32,0.0,929514.03,46018383.05
2022-05-11,True,T03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66181.49,-0.0,-66181.49,30930597.67
2022-05-11,True,T04,0.0,2333283.51,0.0,37165.5,0.0,-52444.41,0.0,-243897.98,0.0,2074106.62,-17285549.86
2022-05-11,True,T05,0.0,10149.58,0.0,0.0,0.0,-76823.84,0.0,168254.65,0.0,101580.39,45817419.9
2022-05-11,True,T06,0.0,236342.39,0.0,38345.36,0.0,105185.86,0.0,-188603.45,-0.0,191270.16,-10609394.48
2022-05-12,True,BOOK,0.0,-3096042.43,0.0,74058.78,0.0,870893.43,0.0,-208554.75,0.0,-2359644.98,159548579.45
2022-05-12,True,T01,0.0,0.0,0.0,0.0,0.0,24461.81,0.0,-110984.74,0.0,-86522.93,66950245.22
