sample,method,date,position_date,var_inr,pnl_inr,shortfall_inr,loss_to_var_frac,sigma_lme_frac,sigma_fx_frac,lme_ret_frac,fx_ret_frac,pnl_lme_flat_inr,pnl_fx_inr,pnl_freight_inr,pnl_cross_exchange_basis_inr,largest_loss_bucket,label
book_window,hist250,2022-06-13,2022-06-10,4754648.33,-5110200.45,355552.12,1.0747799,0.02043286,0.00286074,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window,hist60,2022-04-11,2022-04-08,10237920.28,-10646507.82,408587.54,1.03990923,0.02771353,0.00346567,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window,hist60,2022-06-13,2022-06-10,5082772.4,-5110200.45,27428.05,1.00539628,0.02187938,0.00278356,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-04-07,2022-04-06,5891620.8,-6927543.01,1035922.21,1.17582975,0.01534372,0.00391782,-0.02872279,0.00204841,-6280990.54,-652464.44,5911.97,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-04-11,2022-04-08,6471056.32,-10646507.82,4175451.5,1.64525037,0.01741401,0.00362629,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-04-25,2022-04-22,3351623.13,-5455268.56,2103645.43,1.62764976,0.01717187,0.00326435,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-05-03,2022-04-29,4676291.5,-6085707.6,1409416.1,1.30139612,0.01820856,0.00293312,-0.0428601,0.00100986,-6311154.83,225447.23,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-06-01,2022-05-31,2030485.96,-2728631.44,698145.48,1.34383172,0.01728248,0.00282637,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-06-13,2022-06-10,4349813.26,-5110200.45,760387.19,1.17480916,0.01868004,0.00270985,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-07-28,2022-07-27,138756.49,-174693.98,35937.49,1.2589968,0.01508594,0.00277752,0.02784546,-0.00299245,-154371.72,-20322.26,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-09-22,2022-09-21,16116.4,-38470.89,22354.49,2.38706481,0.01720321,0.00295815,0.00205175,0.01154788,0.0,-38470.89,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-10-06,2022-10-05,8863.83,-11247.71,2383.88,1.2689448,0.03038775,0.00358084,0.02842569,0.00744623,0.0,-11247.71,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,garch,2022-10-19,2022-10-18,3898.3,-7115.63,3217.33,1.82531476,0.03040571,0.00308428,-0.01441838,0.00921756,0.0,-7115.63,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-04-11,2022-04-08,7141857.49,-10646507.82,3504650.33,1.49071972,0.01929727,0.00291546,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-04-25,2022-04-22,3817726.21,-5455268.56,1637542.35,1.42893132,0.01961746,0.00283668,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-05-03,2022-04-29,5060227.66,-6085707.6,1025479.94,1.2026549,0.01984488,0.00281759,-0.0428601,0.00100986,-6311154.83,225447.23,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-06-01,2022-05-31,2363037.95,-2728631.44,365593.49,1.15471334,0.02017686,0.0028652,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-06-13,2022-06-10,4754648.33,-5110200.45,355552.12,1.0747799,0.02043286,0.00286074,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-09-22,2022-09-21,15436.55,-38470.89,23034.34,2.49219482,0.02112351,0.00283337,0.00205175,0.01154788,0.0,-38470.89,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-09-26,2022-09-23,16194.47,-21871.66,5677.19,1.3505636,0.02114561,0.00293031,-0.01285515,0.00648852,0.0,-21871.66,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-10-06,2022-10-05,7303.38,-11247.71,3944.33,1.5400697,0.02207687,0.00295044,0.02842569,0.00744623,0.0,-11247.71,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist250,2022-10-19,2022-10-18,3696.77,-7115.63,3418.86,1.92482508,0.02250198,0.00292483,-0.01441838,0.00921756,0.0,-7115.63,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist60,2022-04-11,2022-04-08,10237920.28,-10646507.82,408587.54,1.03990923,0.02771353,0.00346567,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist60,2022-06-13,2022-06-10,5082772.4,-5110200.45,27428.05,1.00539628,0.02187938,0.00278356,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist60,2022-09-22,2022-09-21,14189.23,-38470.89,24281.66,2.71127376,0.0168775,0.00260442,0.00205175,0.01154788,0.0,-38470.89,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist60,2022-09-26,2022-09-23,16683.23,-21871.66,5188.43,1.3109966,0.01662669,0.00301875,-0.01285515,0.00648852,0.0,-21871.66,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist60,2022-10-06,2022-10-05,7775.73,-11247.71,3471.98,1.44651463,0.0204325,0.00314127,0.02842569,0.00744623,0.0,-11247.71,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_to_horizon_memo,hist60,2022-10-19,2022-10-18,4093.13,-7115.63,3022.5,1.73843273,0.02301035,0.00323842,-0.01441838,0.00921756,0.0,-7115.63,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-04-11,2022-04-08,6337711.13,-13370425.75,7032714.62,2.10966159,0.01741401,0.00362629,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-04-20,2022-04-19,6788924.15,-6889533.06,100608.91,1.01481957,0.01977367,0.0033993,-0.02197891,-0.0021209,-4713603.15,-73059.9,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-04-25,2022-04-22,3849936.37,-5611416.24,1761479.87,1.4575348,0.01717187,0.00326435,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-05-10,2022-05-09,2017986.84,-2424115.76,406128.92,1.20125449,0.02559472,0.00406041,-0.01151359,-0.0019641,-465056.75,-378218.73,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-06-01,2022-05-31,3105157.9,-3566739.64,461581.74,1.14865001,0.01728248,0.00282637,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-06-10,2022-06-09,3823712.53,-5610821.62,1787109.09,1.46737538,0.0184027,0.002742,-0.02111139,0.00112221,-2630364.35,176528.02,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-06-13,2022-06-10,4207597.55,-4723002.21,515404.66,1.12249381,0.01868004,0.00270985,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,garch,2022-07-20,2022-07-19,4543987.55,-4865785.08,321797.53,1.07081831,0.01608618,0.00310985,0.01828129,0.00084278,-659143.5,37617.63,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-03-14,2022-03-11,2961771.63,-2985181.02,23409.39,1.00790385,0.01860086,0.00307673,-0.02124953,0.00206142,-888147.55,-911082.07,0.0,0.0,fx,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-04-11,2022-04-08,6814916.33,-13370425.75,6555509.42,1.96193542,0.01929727,0.00291546,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-04-20,2022-04-19,6734091.73,-6889533.06,155441.33,1.02308275,0.01956415,0.00283584,-0.02197891,-0.0021209,-4713603.15,-73059.9,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-04-25,2022-04-22,4102644.38,-5611416.24,1508771.86,1.36775595,0.01961746,0.00283668,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-05-10,2022-05-09,1513977.37,-2424115.76,910138.39,1.60115719,0.02015119,0.00288864,-0.01151359,-0.0019641,-465056.75,-378218.73,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-06-01,2022-05-31,3191677.56,-3566739.64,375062.08,1.11751252,0.02017686,0.0028652,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-06-10,2022-06-09,4114275.29,-5610821.62,1496546.33,1.36374482,0.02039227,0.00286125,-0.02111139,0.00112221,-2630364.35,176528.02,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-06-13,2022-06-10,4511923.74,-4723002.21,211078.47,1.04678237,0.02043286,0.00286074,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist250,2022-07-20,2022-07-19,4706086.91,-4865785.08,159698.17,1.03393439,0.02079378,0.0027883,0.01828129,0.00084278,-659143.5,37617.63,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist60,2022-04-11,2022-04-08,9428369.42,-13370425.75,3942056.33,1.41810584,0.02771353,0.00346567,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist60,2022-04-25,2022-04-22,5269161.45,-5611416.24,342254.79,1.06495432,0.0284317,0.00348516,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist60,2022-05-10,2022-05-09,2191735.45,-2424115.76,232380.31,1.10602571,0.0300579,0.00368953,-0.01151359,-0.0019641,-465056.75,-378218.73,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist60,2022-06-01,2022-05-31,3546774.29,-3566739.64,19965.35,1.00562916,0.02745913,0.0031206,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist60,2022-06-10,2022-06-09,4332269.44,-5610821.62,1278552.18,1.29512296,0.02183274,0.00278387,-0.02111139,0.00112221,-2630364.35,176528.02,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_broad_memo,hist60,2022-07-20,2022-07-19,4682290.7,-4865785.08,183494.38,1.03918902,0.02009095,0.00253404,0.01828129,0.00084278,-659143.5,37617.63,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-04-07,2022-04-06,5891620.8,-6927543.01,1035922.21,1.17582975,0.01534372,0.00391782,-0.02872279,0.00204841,-6280990.54,-652464.44,5911.97,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-04-11,2022-04-08,6471056.32,-10646507.82,4175451.5,1.64525037,0.01741401,0.00362629,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-04-25,2022-04-22,3351623.13,-5455268.56,2103645.43,1.62764976,0.01717187,0.00326435,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-05-03,2022-04-29,4676291.5,-6085707.6,1409416.1,1.30139612,0.01820856,0.00293312,-0.0428601,0.00100986,-6311154.83,225447.23,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-06-01,2022-05-31,2030485.96,-2728631.44,698145.48,1.34383172,0.01728248,0.00282637,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-06-13,2022-06-10,4349813.26,-5110200.45,760387.19,1.17480916,0.01868004,0.00270985,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,garch,2022-07-28,2022-07-27,138756.49,-174693.98,35937.49,1.2589968,0.01508594,0.00277752,0.02784546,-0.00299245,-154371.72,-20322.26,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist250,2022-04-11,2022-04-08,7141857.49,-10646507.82,3504650.33,1.49071972,0.01929727,0.00291546,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist250,2022-04-25,2022-04-22,3817726.21,-5455268.56,1637542.35,1.42893132,0.01961746,0.00283668,-0.04863605,0.0020607,-5584395.25,129126.69,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist250,2022-05-03,2022-04-29,5060227.66,-6085707.6,1025479.94,1.2026549,0.01984488,0.00281759,-0.0428601,0.00100986,-6311154.83,225447.23,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist250,2022-06-01,2022-05-31,2363037.95,-2728631.44,365593.49,1.15471334,0.02017686,0.0028652,-0.04168781,-0.00207187,-2880317.91,151686.47,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist250,2022-06-13,2022-06-10,4754648.33,-5110200.45,355552.12,1.0747799,0.02043286,0.00286074,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist60,2022-04-11,2022-04-08,10237920.28,-10646507.82,408587.54,1.03990923,0.02771353,0.00346567,-0.0484294,0.00028602,-10599531.64,-46976.18,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
book_window_ex_mcx_exit_roll_days_memo,hist60,2022-06-13,2022-06-10,5082772.4,-5110200.45,27428.05,1.00539628,0.02187938,0.00278356,-0.0399334,0.00279683,-5481666.79,371466.34,0.0,0.0,lme_flat,ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2019-05-01,,2216931.08,-2331127.65,114196.57,1.05151111,0.01070693,,-0.01869213,0.0,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2019-10-22,,1871259.88,-1985522.0,114262.12,1.0610616,0.00925118,,-0.01626524,0.00076321,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2019-11-12,,2272387.79,-2831841.9,559454.11,1.24619658,0.01069822,,-0.02212666,0.00208469,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2019-12-04,,2001449.95,-2217405.2,215955.25,1.1078994,0.00941163,,-0.0173528,-0.00302635,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-01-02,,1722384.12,-1998911.6,276527.48,1.16054925,0.00815006,,-0.01567781,0.00015269,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-01-23,,1698330.64,-1854213.4,155882.76,1.09178587,0.00803114,,-0.01448897,0.00264104,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-02-17,,1748423.82,-1855921.6,107497.78,1.06148268,0.00872812,,-0.01537128,-0.00095637,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-03-09,,2411959.5,-3226047.0,814087.5,1.33752122,0.01178838,,-0.02612369,0.0057743,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-03-23,,2633009.41,-3389209.0,756199.59,1.28719973,0.01347694,,-0.02855962,0.01335258,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-04-06,,2004330.76,-2092406.25,88075.49,1.04394259,0.01100878,,-0.01912104,-0.0018947,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-04-20,,2233934.49,-2373341.4,139406.91,1.06240421,0.01197856,,-0.02113235,0.00104679,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-08-21,,2020330.4,-2473049.7,452719.3,1.22408181,0.0093167,,-0.01897699,-0.00210345,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-09-03,,2131135.54,-2573564.0,442428.46,1.20760222,0.00995219,,-0.01987573,0.00450351,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-09-23,,1787857.63,-1875303.15,87445.52,1.04891078,0.00848219,,-0.01472951,0.00087472,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2020-12-21,,2442396.68,-2702606.0,260209.32,1.10653852,0.00985815,,-0.01797414,0.00722582,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-01-07,,3132210.59,-3997618.6,865408.01,1.27629305,0.01262841,,-0.02677964,0.00327868,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-05-12,,3711689.45,-5542749.45,1831060.0,1.49332252,0.01206374,,-0.03006099,0.00062405,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-05-19,,3814431.61,-4791226.75,976795.14,1.25607882,0.01287016,,-0.02689824,0.00191575,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-05-24,,3779847.0,-7146307.0,3366460.0,1.89063393,0.01312511,,-0.04163728,0.00084098,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-06-15,,3231238.65,-3337083.75,105845.1,1.03275682,0.01071254,,-0.01833805,0.00147499,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-06-18,,3380362.58,-3958304.5,577941.92,1.17097039,0.01142147,,-0.02228562,-0.00184052,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-07-08,,3625238.77,-5501467.65,1876228.88,1.51754629,0.0117745,,-0.02973821,0.00308157,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-07-19,,3581407.75,-5098905.2,1517497.45,1.42371535,0.01170912,,-0.02765528,0.00526831,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-08-09,,3926447.35,-5308517.5,1382070.15,1.35198999,0.01230141,,-0.02768544,0.00184695,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-09-14,,5612244.9,-7588298.4,1976053.5,1.35209681,0.0156889,,-0.03553936,-0.00066217,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-09-30,,4185551.42,-4608987.0,423435.58,1.10116602,0.01177361,,-0.02151367,0.00193088,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-10-20,,5233294.44,-8309349.0,3076054.56,1.5877855,0.01334355,,-0.03557497,-0.0028826,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-10-26,,6053605.14,-6446078.4,392473.26,1.06483298,0.01678512,,-0.02992568,-0.00282972,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-10-27,,6514604.34,-9533039.1,3018434.76,1.46333355,0.01866482,,-0.04589785,0.00145183,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-11-05,,5681732.22,-11324833.0,5643100.78,1.99320076,0.01756192,,-0.05943114,-0.00212402,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2021-11-26,,4973897.63,-9134554.8,4160657.17,1.83649835,0.01481167,,-0.04553875,0.00504654,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-02-11,,6128173.52,-8497374.0,2369200.48,1.38660793,0.01496886,,-0.03470331,0.00094994,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-02-25,,11884720.56,-12295592.4,410871.84,1.03457143,0.02719043,,-0.04757607,-0.00413228,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-03-08,,14558754.83,-37292684.0,22733929.17,2.56152978,0.0288763,,-0.12950602,0.00160412,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-04-07,,6590625.29,-7409054.25,818428.96,1.12418078,0.01534372,,-0.02872279,0.00204841,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-04-11,,7376756.31,-12178643.7,4801887.39,1.65094836,0.01741401,,-0.0484294,0.00028602,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-04-25,,7004781.74,-11797354.8,4792573.06,1.68418592,0.01717187,,-0.04863605,0.0020607,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-05-03,,6963577.03,-9764447.25,2800870.22,1.40221717,0.01820856,,-0.0428601,0.00100986,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-05-09,,7639837.6,-9638055.45,1998217.85,1.2615524,0.02131975,,-0.04494936,0.00648232,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-06-01,,6220382.83,-8916042.0,2695659.17,1.43335905,0.01728248,,-0.04168781,-0.00207187,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-06-13,,6445360.38,-8234749.75,1789389.37,1.27762441,0.01868004,,-0.0399334,0.00279683,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-08-15,,5100765.04,-6281329.5,1180564.46,1.23144851,0.01575796,,-0.03252654,-0.00264897,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
