trade_id,instrument,hedge_id,decision_date,contract_month,direct_expiry,panel_expiry_slot,roll_deadline,direction,lots,lot_mt,position_mt,entry_date,exit_date,exit_reason,roll_to,entry_price_inr_kg,entry_price_src,exit_price_inr_kg,exit_price_src,contract_value_at_entry_inr,im_required_at_entry_inr,hedge_ratio_target,hedge_ratio_actual,open_lots_after_entry,exposure_inr_per_usd_t_at_entry,lme_eq_mt_at_entry,sizing_basis,notional_usd,booking_date,value_date,cancel_date,matched_leg,forward_mid_inr,bank_margin_inr,rate_inr,index_usd_box_at_fixture,fixture_vs_index_frac,basis_risk_note,weakest_input_flag
T02,MCX_ALUMINIUM_FUTURE,T02-MCX-2,2022-03-22,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,74,5.0,370.0,2022-03-22,2022-04-20,ROLL,T02-MCX-3,293.7113,PANEL_M2,267.8723,PANEL_M1,108673181.0,10867318.1,1.0,,74,30806.41,372.4,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Both legs float, but against different exchanges, different references and different months: the purchase settles on the LME official cash average for the month after shipment, the sale on the MCX near-month average over nine days in April. Until the sale prices, the desk is net long roughly a third of a tonne of LME-equivalent metal per tonne of scrap — the sale's recovery factor grossed up by duty parity (0.916 x 1.0825) less the purchase factor 0.638 — so the hedge starts short. Once the sale's average is behind us and the purchase's is not, the position is short the full purchase factor and the hedge flips long. What no hedge can cover here is the gap between MCX duty-paid primary parity and an LME-priced scrap cargo, nor the fact that the two averaging windows do not overlap at all; the desk treats an averaging leg as fully open before its window and closed after its midpoint trading day, which is an approximation and is the reason the flip is one decision rather than nine. In base runs the panel MCX series is a parity proxy, so the reported basis is zero by construction.",PROXY
T02,MCX_ALUMINIUM_FUTURE,T02-MCX-3,2022-04-20,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,74,5.0,370.0,2022-04-20,2022-04-25,UNWIND,,268.7933,PANEL_M2,257.2341,PANEL_M2,99453521.0,9945352.1,1.0,,74,30629.84,369.208,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Both legs float, but against different exchanges, different references and different months: the purchase settles on the LME official cash average for the month after shipment, the sale on the MCX near-month average over nine days in April. Until the sale prices, the desk is net long roughly a third of a tonne of LME-equivalent metal per tonne of scrap — the sale's recovery factor grossed up by duty parity (0.916 x 1.0825) less the purchase factor 0.638 — so the hedge starts short. Once the sale's average is behind us and the purchase's is not, the position is short the full purchase factor and the hedge flips long. What no hedge can cover here is the gap between MCX duty-paid primary parity and an LME-priced scrap cargo, nor the fact that the two averaging windows do not overlap at all; the desk treats an averaging leg as fully open before its window and closed after its midpoint trading day, which is an approximation and is the reason the flip is one decision rather than nine. In base runs the panel MCX series is a parity proxy, so the reported basis is zero by construction.",PROXY
T02,MCX_ALUMINIUM_FUTURE,T02-MCX-4,2022-04-25,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,725.0,2022-04-25,2022-05-17,UNWIND,,257.2341,PANEL_M2,238.2345,PANEL_M1,186494722.5,18649472.25,1.0,0.997859,-145,-60483.8,-726.556,"purchase leg floating x factor 0.638; k = 79.0018 ₹/t per USD/t, one lot = 420.29 ₹ per USD/t",,,,,,,,,,,"Both legs float, but against different exchanges, different references and different months: the purchase settles on the LME official cash average for the month after shipment, the sale on the MCX near-month average over nine days in April. Until the sale prices, the desk is net long roughly a third of a tonne of LME-equivalent metal per tonne of scrap — the sale's recovery factor grossed up by duty parity (0.916 x 1.0825) less the purchase factor 0.638 — so the hedge starts short. Once the sale's average is behind us and the purchase's is not, the position is short the full purchase factor and the hedge flips long. What no hedge can cover here is the gap between MCX duty-paid primary parity and an LME-priced scrap cargo, nor the fact that the two averaging windows do not overlap at all; the desk treats an averaging leg as fully open before its window and closed after its midpoint trading day, which is an approximation and is the reason the flip is one decision rather than nine. In base runs the panel MCX series is a parity proxy, so the reported basis is zero by construction.",PROXY
T02,USDINR_FORWARD,T02-FX-1,2022-04-05,,,,,BUY_USD,,,,2022-04-05,2022-07-04,SETTLED_AT_VALUE_DATE,,,,,,94434818.5,,1.0,,,,,matched to PURCHASE_PROVISIONAL; tenor 90 days from booking,1241900.0,2022-04-05,2022-07-04,,PURCHASE_PROVISIONAL,75.940598,0.1,76.040598,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T02,USDINR_FORWARD,T02-FX-2,2022-04-13,,,,,BUY_USD,,,,2022-04-13,2022-07-12,SETTLED_AT_VALUE_DATE,,,,,,89640490.07,,1.0,,,,,matched to PURCHASE_PROVISIONAL; tenor 90 days from booking,1166000.0,2022-04-13,2022-07-12,,PURCHASE_PROVISIONAL,76.778636,0.1,76.878636,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T02,USDINR_FORWARD,T02-FX-3,2022-06-01,,,,,SELL_USD,,,,2022-06-01,2022-07-04,SETTLED_AT_VALUE_DATE,,,,,,18642227.14,,1.0,,,,,matched to PURCHASE_FINAL; tenor 33 days from booking,240000.0,2022-06-01,2022-07-04,,PURCHASE_FINAL,77.775946,0.1,77.675946,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T03,MCX_ALUMINIUM_FUTURE,T03-MCX-1,2022-03-23,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,143,5.0,715.0,2022-03-23,2022-04-20,ROLL,T03-MCX-2,295.6989,PANEL_M2,267.8723,PANEL_M1,211424713.5,21142471.35,0.9,0.899202,143,66046.34,795.15,"unsold 1,200 MT at replacement value x grade factor 0.698000; k = 78.8519 ₹/t per USD/t, one lot = 420.58 ₹ per USD/t",,,,,,,,,,,"A fixed-price cargo with no buyer is a naked long in LME-equivalent metal, marked at what it would cost to replace it, so the MCX short is the entire risk management on this ticket until a sale is contracted. It leaves three exposures open and the desk is taking all three deliberately: the Taint/Tabor discount to LME, which is where most of this grade's volatility actually lives; one roll from the April into the May contract; and the divergence between MCX duty-paid primary parity and the scrap the desk owns. In base runs the panel MCX series is a parity proxy, so the reported cross-exchange basis is zero by construction and only the mirror run carries evidence of it.",PROXY
T03,MCX_ALUMINIUM_FUTURE,T03-MCX-2,2022-04-20,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,143,5.0,715.0,2022-04-20,2022-04-26,UNWIND,,268.7933,PANEL_M2,258.1115,PANEL_M2,192187209.5,19218720.95,0.9,,143,71155.36,857.697,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"A fixed-price cargo with no buyer is a naked long in LME-equivalent metal, marked at what it would cost to replace it, so the MCX short is the entire risk management on this ticket until a sale is contracted. It leaves three exposures open and the desk is taking all three deliberately: the Taint/Tabor discount to LME, which is where most of this grade's volatility actually lives; one roll from the April into the May contract; and the divergence between MCX duty-paid primary parity and the scrap the desk owns. In base runs the panel MCX series is a parity proxy, so the reported cross-exchange basis is zero by construction and only the mirror run carries evidence of it.",PROXY
T03,USDINR_FORWARD,T03-FX-1,2022-03-23,,,,,BUY_USD,,,,2022-03-23,2022-04-20,SETTLED_AT_VALUE_DATE,,,,,,113713799.32,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 28 days from booking,1482000.0,2022-03-23,2022-04-20,,PURCHASE_INVOICE,76.629959,0.1,76.729959,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T03,USDINR_FORWARD,T03-FX-2,2022-03-23,,,,,BUY_USD,,,,2022-03-23,2022-04-29,SETTLED_AT_VALUE_DATE,,,,,,113805050.31,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 37 days from booking,1482000.0,2022-03-23,2022-04-29,,PURCHASE_INVOICE,76.691532,0.1,76.791532,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T04,MCX_ALUMINIUM_FUTURE,T04-MCX-1,2022-04-06,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,87,5.0,435.0,2022-04-06,2022-04-20,ROLL,T04-MCX-2,283.3802,PANEL_M1,267.8723,PANEL_M1,123270387.0,12327038.7,0.5,0.500191,87,71568.64,869.668,"unsold 1,260 MT at replacement value x grade factor 0.726000; k = 78.2376 ₹/t per USD/t, one lot = 416.90 ₹ per USD/t",,,,,,,,,,,"Same cross-exchange mismatch as every other ticket in this book — MCX prices duty-paid primary ingot, the desk owns LME-linked Taint/Tabor scrap, so the hedge covers the metal leg and leaves the grade spread in its own bucket. What is different here is the size: 0.50 of the LME-equivalent delta rather than the desk's usual 0.90. The reason is written down on the trade date, not after it. First, the March variation-margin call on the short book was the largest cash outflow the desk had taken and the line has not been rebuilt; a smaller short is a smaller margin commitment through a market that has already shown it can move 12 % in a session. Second, on this grade the point-in-time screen says the scrap discount, not the flat price, is where the risk lives, and the MCX contract does not hedge the discount at any ratio. This is a deliberate decision to carry roughly 435 tonnes of LME-equivalent length unhedged, and if the market keeps falling it will cost money.",PROXY
T04,MCX_ALUMINIUM_FUTURE,T04-MCX-2,2022-04-20,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,87,5.0,435.0,2022-04-20,2022-05-20,ROLL,T04-MCX-3,268.7933,PANEL_M2,246.8141,PANEL_M1,116925085.5,11692508.55,0.5,,87,74713.13,900.582,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Same cross-exchange mismatch as every other ticket in this book — MCX prices duty-paid primary ingot, the desk owns LME-linked Taint/Tabor scrap, so the hedge covers the metal leg and leaves the grade spread in its own bucket. What is different here is the size: 0.50 of the LME-equivalent delta rather than the desk's usual 0.90. The reason is written down on the trade date, not after it. First, the March variation-margin call on the short book was the largest cash outflow the desk had taken and the line has not been rebuilt; a smaller short is a smaller margin commitment through a market that has already shown it can move 12 % in a session. Second, on this grade the point-in-time screen says the scrap discount, not the flat price, is where the risk lives, and the MCX contract does not hedge the discount at any ratio. This is a deliberate decision to carry roughly 435 tonnes of LME-equivalent length unhedged, and if the market keeps falling it will cost money.",PROXY
T04,MCX_ALUMINIUM_FUTURE,T04-MCX-3,2022-05-20,2022-06,2022-06-30,2022-06-30,2022-06-21,SELL,87,5.0,435.0,2022-05-20,2022-05-24,UNWIND,,247.7731,PANEL_M2,243.1646,PANEL_M2,107781298.5,10778129.85,0.5,,87,81649.0,965.856,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Same cross-exchange mismatch as every other ticket in this book — MCX prices duty-paid primary ingot, the desk owns LME-linked Taint/Tabor scrap, so the hedge covers the metal leg and leaves the grade spread in its own bucket. What is different here is the size: 0.50 of the LME-equivalent delta rather than the desk's usual 0.90. The reason is written down on the trade date, not after it. First, the March variation-margin call on the short book was the largest cash outflow the desk had taken and the line has not been rebuilt; a smaller short is a smaller margin commitment through a market that has already shown it can move 12 % in a session. Second, on this grade the point-in-time screen says the scrap discount, not the flat price, is where the risk lives, and the MCX contract does not hedge the discount at any ratio. This is a deliberate decision to carry roughly 435 tonnes of LME-equivalent length unhedged, and if the market keeps falling it will cost money.",PROXY
T04,USDINR_FORWARD,T04-FX-1,2022-04-06,,,,,BUY_USD,,,,2022-04-06,2022-05-04,SETTLED_AT_VALUE_DATE,,,,,,115578319.87,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 28 days from booking,1518300.0,2022-04-06,2022-05-04,,PURCHASE_INVOICE,76.023506,0.1,76.123506,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T04,USDINR_FORWARD,T04-FX-2,2022-04-06,,,,,BUY_USD,,,,2022-04-06,2022-05-11,SETTLED_AT_VALUE_DATE,,,,,,115649901.45,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 35 days from booking,1518300.0,2022-04-06,2022-05-11,,PURCHASE_INVOICE,76.070652,0.1,76.170652,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T04,USDINR_FORWARD,T04-FX-3,2022-04-14,,,,,BUY_USD,,,,2022-04-14,2022-05-04,SETTLED_AT_VALUE_DATE,,,,,,9186172.93,,1.0,,,,,matched to FREIGHT; tenor 20 days from booking,120300.0,2022-04-14,2022-05-04,,FREIGHT,76.26054,0.1,76.36054,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T04,FREIGHT_FIXTURE,T04-FRT-1,2022-04-14,,,,,BUY_SPACE,60,21.0,1260.0,2022-04-14,2022-05-04,PREPAID_AT_BL,,,,,,9158414.94,,0.0,0.0,,,,"60 boxes fixed all-in; stop-loss 2,260 USD/FEU, book-by 2022-04-14",120300.0,2022-04-14,2022-05-04,,FREIGHT,,,,1967.49,0.019065,"Table 4 row 2.7(d): no accessible India-lane container derivative existed in 2022, so the freight layer is UNHEDGED with a stated stop-loss rather than a hedge. Once fixed, the box rate is a fixed payable and the only live freight exposure left is the difference against the later market, which is a competitiveness memo and not a loss on this cargo (a CFR-basis grade factor does not fall when freight falls). The lane index itself is an ASSUMPTION-level reconstruction and the fixture spread over it is an ASSUMPTION.",ASSUMPTION
T05,MCX_ALUMINIUM_FUTURE,T05-MCX-1,2022-04-21,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,105,5.0,525.0,2022-04-21,2022-05-20,ROLL,T05-MCX-2,270.2483,PANEL_M2,246.8141,PANEL_M1,141880357.5,14188035.75,1.0,0.988327,105,44008.64,531.201,"S1 MCX-average leg 2,100 MT x 0.916; purchase leg floating x factor 0.702; k = 78.5977 ₹/t per USD/t, one lot = 418.27 ₹ per USD/t",,,,,,,,,,,"Two floating legs against two exchanges: the purchase on the LME official cash average of the month after shipment, the sale on the MCX near-month average over eight days at the turn of June and July. Because the sale's recovery factor grossed up by duty parity (0.916 x 1.0825 = 0.99) is larger than the purchase factor 0.702, the margin itself is LME-linked and the residual is a net long of about a quarter of a tonne per tonne of scrap — 105 lots at inception. When the purchase quotational period closes first the long becomes the whole cargo, so the hedge is increased by 279 lots rather than lifted, and both lines come off together when the sale's window passes its midpoint. The unhedgeable parts are the same as elsewhere: MCX prices duty-paid primary metal, the desk owns Tense scrap, and the two averaging windows do not overlap. In base runs the panel MCX series is a parity proxy, so the measured cross-exchange basis is zero by construction.",PROXY
T05,MCX_ALUMINIUM_FUTURE,T05-MCX-2,2022-05-20,2022-06,2022-06-30,2022-06-30,2022-06-21,SELL,105,5.0,525.0,2022-05-20,2022-06-21,ROLL,T05-MCX-4,247.7731,PANEL_M2,213.348,PANEL_M1,130080877.5,13008087.75,1.0,,105,44420.57,525.467,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Two floating legs against two exchanges: the purchase on the LME official cash average of the month after shipment, the sale on the MCX near-month average over eight days at the turn of June and July. Because the sale's recovery factor grossed up by duty parity (0.916 x 1.0825 = 0.99) is larger than the purchase factor 0.702, the margin itself is LME-linked and the residual is a net long of about a quarter of a tonne per tonne of scrap — 105 lots at inception. When the purchase quotational period closes first the long becomes the whole cargo, so the hedge is increased by 279 lots rather than lifted, and both lines come off together when the sale's window passes its midpoint. The unhedgeable parts are the same as elsewhere: MCX prices duty-paid primary metal, the desk owns Tense scrap, and the two averaging windows do not overlap. In base runs the panel MCX series is a parity proxy, so the measured cross-exchange basis is zero by construction.",PROXY
T05,MCX_ALUMINIUM_FUTURE,T05-MCX-3,2022-06-16,2022-07,2022-07-29,2022-07-29,2022-07-20,SELL,279,5.0,1395.0,2022-06-16,2022-07-04,UNWIND,,212.6034,PANEL_M2,208.4704,PANEL_M1,296581743.0,29658174.3,1.0,1.002197,384,162888.82,1915.79,"S1 MCX-average leg 2,100 MT x 0.916; k = 80.5478 ₹/t per USD/t, one lot = 427.03 ₹ per USD/t",,,,,,,,,,,"Two floating legs against two exchanges: the purchase on the LME official cash average of the month after shipment, the sale on the MCX near-month average over eight days at the turn of June and July. Because the sale's recovery factor grossed up by duty parity (0.916 x 1.0825 = 0.99) is larger than the purchase factor 0.702, the margin itself is LME-linked and the residual is a net long of about a quarter of a tonne per tonne of scrap — 105 lots at inception. When the purchase quotational period closes first the long becomes the whole cargo, so the hedge is increased by 279 lots rather than lifted, and both lines come off together when the sale's window passes its midpoint. The unhedgeable parts are the same as elsewhere: MCX prices duty-paid primary metal, the desk owns Tense scrap, and the two averaging windows do not overlap. In base runs the panel MCX series is a parity proxy, so the measured cross-exchange basis is zero by construction.",PROXY
