date,trade_id,buyer_id,receivable_inr,presettlement_inr,contracted_inr,credit_limit_inr,receivable_share_of_limit_frac
2022-04-13,T02,BUY_JNPT_01,0.0,228939400.8514,228939400.8514,560000000.0,0.0
2022-04-14,T02,BUY_JNPT_01,0.0,231464090.5482,231464090.5482,560000000.0,0.0
2022-04-19,T02,BUY_JNPT_01,0.0,239379949.4189,239379949.4189,560000000.0,0.0
2022-04-20,T02,BUY_JNPT_01,0.0,232966901.1078,232966901.1078,560000000.0,0.0
2022-04-21,T02,BUY_JNPT_01,0.0,234206489.4689,234206489.4689,560000000.0,0.0
2022-04-21,T05,BUY_MUN_01,0.0,436210598.9531,436210598.9531,650000000.0,0.0
2022-04-22,T02,BUY_JNPT_01,0.0,233721883.659,233721883.659,560000000.0,0.0
2022-04-22,T05,BUY_MUN_01,0.0,434927560.4698,434927560.4698,650000000.0,0.0
2022-04-25,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-04-25,T02,BUY_JNPT_01,0.0,226205355.7747,226205355.7747,560000000.0,0.0
2022-04-25,T05,BUY_MUN_01,0.0,411038826.7946,411038826.7946,650000000.0,0.0
2022-04-26,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-04-26,T02,BUY_JNPT_01,0.0,226632480.6087,226632480.6087,560000000.0,0.0
2022-04-26,T03,BUY_JNPT_01,0.0,241500000.0,241500000.0,560000000.0,0.0
2022-04-26,T05,BUY_MUN_01,0.0,412736251.5124,412736251.5124,650000000.0,0.0
2022-04-27,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-04-27,T02,BUY_JNPT_01,0.0,226593758.5759,226593758.5759,560000000.0,0.0
2022-04-27,T03,BUY_JNPT_01,0.0,241500000.0,241500000.0,560000000.0,0.0
2022-04-27,T05,BUY_MUN_01,0.0,412531609.2223,412531609.2223,650000000.0,0.0
2022-04-28,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-04-28,T02,BUY_JNPT_01,0.0,225924589.7655,225924589.7655,560000000.0,0.0
2022-04-28,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-04-28,T05,BUY_MUN_01,0.0,407214923.9395,407214923.9395,650000000.0,0.0
2022-04-29,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-04-29,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-04-29,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-04-29,T05,BUY_MUN_01,0.0,401982190.1729,401982190.1729,650000000.0,0.0
2022-05-03,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-03,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-03,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-03,T05,BUY_MUN_01,0.0,382175115.4462,382175115.4462,650000000.0,0.0
2022-05-04,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-04,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-04,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-04,T05,BUY_MUN_01,0.0,383894462.9936,383894462.9936,650000000.0,0.0
2022-05-05,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-05,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-05,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-05,T05,BUY_MUN_01,0.0,381515608.3756,381515608.3756,650000000.0,0.0
2022-05-06,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-06,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-06,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-06,T05,BUY_MUN_01,0.0,371642404.2639,371642404.2639,650000000.0,0.0
2022-05-09,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-09,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-09,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-09,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-09,T05,BUY_MUN_01,0.0,354183061.0564,354183061.0564,650000000.0,0.0
2022-05-10,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-10,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-10,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-10,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-10,T05,BUY_MUN_01,0.0,348227385.177,348227385.177,650000000.0,0.0
2022-05-11,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-11,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-11,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-11,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-11,T05,BUY_MUN_01,0.0,357689414.0665,357689414.0665,650000000.0,0.0
2022-05-12,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-12,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-12,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-12,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-12,T05,BUY_MUN_01,0.0,351271956.718,351271956.718,650000000.0,0.0
2022-05-13,T01,BUY_MUN_01,0.0,337680000.0,337680000.0,650000000.0,0.0
2022-05-13,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-13,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-13,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-13,T05,BUY_MUN_01,0.0,356600123.1864,356600123.1864,650000000.0,0.0
2022-05-16,T01,BUY_MUN_01,168840000.0,168840000.0,337680000.0,650000000.0,0.2598
2022-05-16,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-16,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-16,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-16,T05,BUY_MUN_01,0.0,369531924.0836,369531924.0836,650000000.0,0.0
2022-05-17,T01,BUY_MUN_01,168840000.0,168840000.0,337680000.0,650000000.0,0.2598
2022-05-17,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-17,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-17,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-17,T05,BUY_MUN_01,0.0,374818283.8656,374818283.8656,650000000.0,0.0
2022-05-18,T01,BUY_MUN_01,168840000.0,168840000.0,337680000.0,650000000.0,0.2598
2022-05-18,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-18,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-18,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-18,T05,BUY_MUN_01,0.0,376980301.5181,376980301.5181,650000000.0,0.0
2022-05-19,T01,BUY_MUN_01,168840000.0,168840000.0,337680000.0,650000000.0,0.2598
2022-05-19,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-19,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-19,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-19,T05,BUY_MUN_01,0.0,374109850.3266,374109850.3266,650000000.0,0.0
2022-05-20,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-20,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-20,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-20,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-20,T05,BUY_MUN_01,0.0,391433816.0112,391433816.0112,650000000.0,0.0
2022-05-23,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-23,T01,BUY_RJK_01,0.0,151620000.0,151620000.0,120000000.0,0.0
2022-05-23,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-23,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-23,T05,BUY_MUN_01,0.0,395770379.5787,395770379.5787,650000000.0,0.0
2022-05-24,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-24,T01,BUY_RJK_01,0.0,0.0,0.0,120000000.0,0.0
2022-05-24,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-24,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-24,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-05-24,T05,BUY_MUN_01,0.0,382544751.6476,382544751.6476,650000000.0,0.0
2022-05-25,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-25,T01,BUY_RJK_01,0.0,0.0,0.0,120000000.0,0.0
2022-05-25,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-25,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-25,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-05-25,T05,BUY_MUN_01,0.0,373979477.5403,373979477.5403,650000000.0,0.0
2022-05-26,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-26,T01,BUY_RJK_01,0.0,0.0,0.0,120000000.0,0.0
2022-05-26,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-26,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-26,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-05-26,T05,BUY_MUN_01,0.0,373390185.3248,373390185.3248,650000000.0,0.0
2022-05-27,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-27,T02,BUY_JNPT_01,225595288.6695,0.0,225595288.6695,560000000.0,0.4028
2022-05-27,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-27,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-05-27,T05,BUY_MUN_01,0.0,372874356.9861,372874356.9861,650000000.0,0.0
2022-05-30,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-30,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-30,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-05-30,T05,BUY_MUN_01,0.0,378967778.5081,378967778.5081,650000000.0,0.0
2022-05-31,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-05-31,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-05-31,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-05-31,T05,BUY_MUN_01,0.0,372183318.5045,372183318.5045,650000000.0,0.0
2022-06-01,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-01,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-06-01,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-01,T05,BUY_MUN_01,0.0,352430254.2897,352430254.2897,650000000.0,0.0
2022-06-01,T06,BUY_JNPT_01,0.0,240825000.0,240825000.0,560000000.0,0.0
2022-06-06,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-06,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-06-06,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-06,T05,BUY_MUN_01,0.0,359187133.3899,359187133.3899,650000000.0,0.0
2022-06-06,T06,BUY_JNPT_01,0.0,240825000.0,240825000.0,560000000.0,0.0
2022-06-07,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-07,T03,BUY_JNPT_01,241500000.0,0.0,241500000.0,560000000.0,0.4312
2022-06-07,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-07,T05,BUY_MUN_01,0.0,355407191.1668,355407191.1668,650000000.0,0.0
2022-06-07,T06,BUY_JNPT_01,0.0,240825000.0,240825000.0,560000000.0,0.0
2022-06-08,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-08,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-08,T05,BUY_MUN_01,0.0,363528558.7731,363528558.7731,650000000.0,0.0
2022-06-08,T06,BUY_JNPT_01,0.0,240825000.0,240825000.0,560000000.0,0.0
2022-06-09,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-09,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-09,T05,BUY_MUN_01,0.0,361784459.5088,361784459.5088,650000000.0,0.0
2022-06-09,T06,BUY_JNPT_01,0.0,240825000.0,240825000.0,560000000.0,0.0
2022-06-10,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-10,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-10,T05,BUY_MUN_01,0.0,352850671.6173,352850671.6173,650000000.0,0.0
2022-06-10,T06,BUY_JNPT_01,0.0,240825000.0,240825000.0,560000000.0,0.0
2022-06-13,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-13,T04,BUY_RJK_01,0.0,245070000.0,245070000.0,120000000.0,0.0
2022-06-13,T05,BUY_MUN_01,0.0,336655371.8524,336655371.8524,650000000.0,0.0
2022-06-13,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-14,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-14,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-14,T05,BUY_MUN_01,0.0,336229100.4925,336229100.4925,650000000.0,0.0
2022-06-14,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-15,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-15,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-15,T05,BUY_MUN_01,0.0,335479413.1801,335479413.1801,650000000.0,0.0
2022-06-15,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-16,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-16,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-16,T05,BUY_MUN_01,0.0,322028775.2621,322028775.2621,650000000.0,0.0
2022-06-16,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-17,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-17,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-17,T05,BUY_MUN_01,0.0,317667742.9678,317667742.9678,650000000.0,0.0
2022-06-17,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-20,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-20,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-20,T05,BUY_MUN_01,0.0,314955195.4784,314955195.4784,650000000.0,0.0
2022-06-20,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-21,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-21,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-21,T05,BUY_MUN_01,0.0,325131842.1098,325131842.1098,650000000.0,0.0
2022-06-21,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-22,T01,BUY_MUN_01,168840000.0,0.0,168840000.0,650000000.0,0.2598
2022-06-22,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-22,T05,BUY_MUN_01,0.0,315648835.8351,315648835.8351,650000000.0,0.0
2022-06-22,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-23,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-23,T05,BUY_MUN_01,0.0,319410107.7871,319410107.7871,650000000.0,0.0
2022-06-23,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-24,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-24,T05,BUY_MUN_01,0.0,312185798.1931,312185798.1931,650000000.0,0.0
2022-06-24,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-27,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-27,T05,BUY_MUN_01,0.0,315566045.3475,315566045.3475,650000000.0,0.0
2022-06-27,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-28,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-28,T05,BUY_MUN_01,0.0,325991301.3133,325991301.3133,650000000.0,0.0
2022-06-28,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-29,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-29,T05,BUY_MUN_01,0.0,317899552.8291,317899552.8291,650000000.0,0.0
2022-06-29,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-06-30,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-06-30,T05,BUY_MUN_01,0.0,310342176.0225,310342176.0225,650000000.0,0.0
2022-06-30,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-01,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-01,T05,BUY_MUN_01,0.0,308589128.1826,308589128.1826,650000000.0,0.0
2022-07-01,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-04,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-04,T05,BUY_MUN_01,0.0,313065337.2852,313065337.2852,650000000.0,0.0
2022-07-04,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-05,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-05,T05,BUY_MUN_01,0.0,309424414.2194,309424414.2194,650000000.0,0.0
2022-07-05,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-06,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-06,T05,BUY_MUN_01,0.0,307965205.1404,307965205.1404,650000000.0,0.0
2022-07-06,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-07,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-07,T05,BUY_MUN_01,0.0,310464741.898,310464741.898,650000000.0,0.0
2022-07-07,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-08,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-08,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-08,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-11,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-11,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-11,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-12,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-12,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-12,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-13,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-13,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-13,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-14,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-14,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-14,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-15,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-15,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-15,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-18,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-18,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-18,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-19,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-19,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-19,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-20,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-20,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-20,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-21,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-21,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-21,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-22,T04,BUY_RJK_01,61267500.0,0.0,61267500.0,120000000.0,0.5106
2022-07-22,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-22,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-25,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-25,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-26,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-26,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-26,T07,BUY_RJK_01,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437
2022-07-27,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-27,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-27,T07,BUY_RJK_01,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437
2022-07-28,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-28,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-28,T07,BUY_RJK_01,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437
2022-07-29,T05,BUY_MUN_01,310123937.6734,0.0,310123937.6734,650000000.0,0.4771
2022-07-29,T06,BUY_JNPT_01,240825000.0,0.0,240825000.0,560000000.0,0.43
2022-07-29,T07,BUY_RJK_01,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437
