date,in_window,position_date,lme_cash_usd_t_prev,usdinr_prev,exp_lme_inr,exp_lme_physical_inr,exp_lme_mcx_inr,exp_fx_inr,exp_fx_physical_forwards_inr,exp_fx_mcx_inr,exp_freight_inr,exp_spread_inr_per_usd_t,memo_customs_fx_delta_usd,lme_ret_frac,fx_ret_frac,position_held,position_date_mcx_exit_or_roll,sigma_lme_garch_frac,sigma_lme_hist250_frac,sigma_lme_hist60_frac,sigma_fx_garch_frac,sigma_fx_hist250_frac,sigma_fx_hist60_frac,sigma_freight_hist250_frac,sigma_spread_hist250_usd_t,corr_lme_fx,corr_lme_freight,corr_fx_freight,corr_lme_spread,corr_fx_spread,corr_freight_spread,var_garch_inr,var_garch_incl_spread_memo_inr,var_hist250_inr,var_hist250_incl_spread_memo_inr,var_hist60_inr,var_hist60_incl_spread_memo_inr,var_garch_lme_inr,var_garch_lme_physical_inr,var_garch_lme_mcx_inr,var_garch_fx_inr,var_garch_fx_physical_forwards_inr,var_garch_fx_mcx_inr,var_garch_mcx_beta_sensitivity_inr,var_garch_mcx_beta_weekly_sensitivity_inr,var_hist250_lme_inr,var_hist250_lme_physical_inr,var_hist250_lme_mcx_inr,var_hist250_fx_inr,var_hist250_fx_physical_forwards_inr,var_hist250_fx_mcx_inr,var_hist250_mcx_beta_sensitivity_inr,var_hist250_mcx_beta_weekly_sensitivity_inr,var_freight_hist250_inr,pnl_lme_flat_inr,pnl_cross_exchange_basis_inr,pnl_freight_inr,pnl_fx_inr,pnl_market_inr,memo_pnl_grade_spread_inr,memo_pnl_roll_term_structure_inr,memo_pnl_funding_carry_inr,memo_pnl_roll_ex_funding_inr,memo_pnl_broad_inr,memo_pnl_new_deal_inr,memo_pnl_demurrage_penalty_inr,daily_pnl_inr,exception_garch,exception_hist250,exception_hist60
2022-03-15,True,2022-03-14,3399.0,76.5794,36563688.81,565665930.61,-529102259.15,-444599761.06,84502491.58,-529102252.64,-21009818.18,-94074.84,-79486.56,-0.05487661,-0.00253261,True,False,0.04025805,0.01863179,0.02622901,0.00383675,0.00307882,0.00339364,0.0150509,10.379,-0.01369799,-0.0231806,0.02188437,0.39553761,0.12480896,0.0715578,3783346.79,3880895.48,2596734.71,2986792.98,3019919.12,3287796.16,2421196.34,37457606.89,35036411.7,2805817.69,533285.45,3339103.14,32808384.91,14275426.63,1120551.27,17335714.66,16215163.93,2251546.79,427938.41,2679485.2,15281257.66,6781775.84,520130.22,-1952429.45,0.0,0.0,1132480.14,-819949.31,-1584157.93,2382498.41,-9193.94,2391692.35,1571743.04,0.0,0.0,-21608.84,False,False,False
2022-03-16,True,2022-03-15,3217.5,76.3857,33002122.72,532532967.76,-499530839.25,-443203012.52,56327838.75,-499530851.26,-20955913.62,-94022.67,-84021.33,0.02713434,-0.00235924,True,False,0.04219227,0.01894988,0.02712,0.00372625,0.00308116,0.00339635,0.0150118,10.4902,-0.0021297,-0.02266824,0.02505564,0.41175934,0.13250211,0.07029837,3611540.37,3728424.72,2542329.43,2967293.26,2946127.09,3244581.43,2290351.07,36957848.44,34667496.98,2716449.07,345240.67,3061689.74,32397224.86,14028142.67,1028668.72,16598932.44,15570263.54,2246176.84,285472.53,2531649.37,14655823.95,6491330.05,517448.0,907750.82,0.0,0.0,1039627.21,1947378.03,1327392.81,-1368390.64,-727.61,-1367663.03,579715.0,0.0,0.0,1906380.19,False,False,False
2022-03-17,True,2022-03-16,3306.0,76.2057,35201560.68,547210126.72,-512008539.3,-441470470.27,70538074.81,-512008545.08,-20907004.13,-94872.08,-81743.89,-0.00545952,-0.00442019,True,False,0.03988115,0.01902708,0.02716856,0.00362166,0.00307966,0.00338208,0.0150118,10.5358,-0.00731413,-0.02360943,0.0249714,0.41639719,0.12691512,0.06897868,3567636.4,3672061.31,2569406.88,2974375.25,2988446.54,3259150.41,2309174.9,35896246.23,33587069.57,2629887.27,420202.93,3050090.2,31444948.85,13665516.84,1101694.58,17125900.6,16024205.18,2236305.87,357316.56,2593622.43,15101469.77,6698020.92,516240.31,-191660.09,0.0,790442.44,1938739.77,2537522.12,1311107.93,852828.36,-4299.99,857128.35,3394650.47,0.0,0.0,4701458.42,False,False,False
2022-03-18,True,2022-03-17,3288.0,75.8696,36227973.12,543150632.16,-506922663.87,-436805714.18,70116949.18,-506922663.36,-20029371.25,-95525.37,-81208.97,0.02774415,0.00317147,True,False,0.0365084,0.01893716,0.02707632,0.00370477,0.00308952,0.00342439,0.01520841,10.54,-0.00068816,-0.01833901,0.04034953,0.41543287,0.13280392,0.07661333,3496394.69,3643064.99,2562371.89,2976441.66,3007045.46,3282414.02,2175524.87,32616721.49,30441196.91,2661811.61,427279.46,3089091.07,28579203.1,12478644.27,1128459.97,16918521.6,15790061.78,2219761.28,356320.63,2576081.92,14914540.31,6629583.94,501046.97,1019186.8,0.0,0.0,-1400287.39,-381100.59,1345163.63,-819409.12,-2843.89,-816565.23,-1197665.82,-431336.63,0.0,-286682.71,False,False,False
2022-03-21,True,2022-03-18,3380.5,76.1106,38742152.64,561527468.31,-522785331.32,-417306150.38,105479173.46,-522785323.84,0.0,-96890.92,-78742.06,0.03986902,0.0020528,True,False,0.03478755,0.01896741,0.02720288,0.00365331,0.00309468,0.00341799,0.01520841,10.557,0.00667154,-0.01995279,0.03994182,0.41919506,0.13593077,0.07590456,3335950.49,3461114.05,2436999.19,2834851.72,2907768.47,3148612.75,2216842.4,32130839.82,29913998.31,2507658.43,633840.98,3141499.4,28134201.55,12279708.96,1208701.56,17518880.07,16310179.0,2124209.13,536919.53,2661128.66,15416732.68,6805311.34,0.0,1575815.85,0.0,0.0,-846466.73,729349.12,4200267.04,-989053.65,-22156.18,-966897.47,-237548.35,-361649.58,0.0,3578912.94,False,False,False
2022-03-22,True,2022-03-21,3518.0,76.267,44298550.46,589297127.16,-544998571.37,-414067364.87,130931203.7,-544998569.33,0.0,-100253.16,-74030.96,0.00919579,-0.00193193,True,False,0.03515156,0.01912916,0.02715527,0.0035419,0.00309467,0.00342824,0.01520841,10.5865,0.01076772,-0.02086218,0.03994215,0.42409821,0.13828052,0.0749944,3499499.32,3558957.38,2514359.53,2885018.02,3044238.78,3242289.54,2561305.12,34072666.76,31511361.33,2412316.75,762792.64,3175109.39,29780504.98,13083078.85,1393838.88,18542034.41,17148195.36,2107720.17,666476.91,2774197.09,16288267.8,7222842.54,0.0,409238.98,0.0,0.0,795866.81,1205105.79,1410656.84,-770384.64,-13839.21,-756545.43,448560.36,0.0,0.0,1845377.98,False,False,False
2022-03-23,True,2022-03-22,3550.5,76.1198,-62280208.12,595373214.32,-657653430.38,-520532297.47,137121129.1,-657653426.57,0.0,-101145.57,-72904.78,0.00267211,0.00417546,True,True,0.0323233,0.01913466,0.02717931,0.00344069,0.00309666,0.00338423,0.01518114,10.5956,0.01001524,-0.02291811,0.04132349,0.42488781,0.13618817,0.07508654,4454015.07,5414823.32,3313030.37,4277024.43,4038549.0,4997935.31,3311257.83,31654265.1,34965523.35,2945917.61,776027.83,3721945.45,29328652.19,10396943.94,1960189.94,18738610.86,20698801.05,2651362.62,698434.73,3349797.35,17467756.77,6335561.43,0.0,-166641.92,0.0,0.0,-2173051.7,-2339693.62,1409043.41,813157.53,-15005.19,828162.72,-1511530.9,969698.08,0.0,852205.41,False,False,False
2022-03-24,True,2022-03-23,3560.0,76.4383,71515487.2,835960702.55,-764445189.28,-622700798.21,141744403.46,-764445202.43,0.0,-168670.3,-71660.76,0.0287949,-0.00041742,True,False,0.02958881,0.01907761,0.0271471,0.00353205,0.0031064,0.0034066,0.01518114,10.5939,0.01277034,-0.02228119,0.04004456,0.4248041,0.13640151,0.07527755,4988067.67,5265798.42,3870050.03,4534659.5,4699755.13,5054673.43,3480606.52,40685596.67,37204988.89,3617706.56,823492.86,4441199.42,35520896.79,15898507.3,2244146.92,26232340.89,23988193.14,3181738.47,724254.12,3905992.59,22993304.21,10377266.55,0.0,2089216.78,0.0,0.0,258295.13,2347511.91,2149514.78,2060296.55,-21607.27,2081903.82,4429415.73,0.0,0.0,6557323.24,False,False,False
2022-03-25,True,2022-03-24,3664.0,76.4064,75859749.12,862162336.37,-786302590.67,-616571820.03,169730766.21,-786302586.24,0.0,-169856.49,-64984.82,-0.02235501,-0.00284543,True,False,0.02916772,0.01916382,0.02739407,0.00338575,0.00310651,0.00335408,0.01540998,10.6187,0.01153859,-0.03829117,0.04167141,0.41606685,0.136965,0.08650266,4974737.59,5230216.22,3933188.83,4574779.21,4794432.98,5110185.31,3639495.27,41363645.17,37724150.06,3433727.51,945241.39,4378968.9,36076742.84,16178964.19,2391227.02,27176808.51,24785581.59,3150533.75,867283.41,4017817.16,23798450.77,10754311.48,0.0,-1677030.81,0.0,0.0,1749958.82,72928.01,2107885.64,-581304.13,-27883.22,-553420.91,-480492.9,0.0,0.0,1599509.51,False,False,False
2022-03-28,True,2022-03-25,3583.0,76.1893,76156199.21,842812106.88,-766655900.96,-614667585.97,151988317.26,-766655902.47,0.0,-170634.51,-68584.83,0.00639869,-0.00079833,True,False,0.02766447,0.01919043,0.02754453,0.00336088,0.00301142,0.00332846,0.01540998,10.6209,0.03192622,-0.038028,0.04588207,0.41274105,0.14277437,0.08615751,4775298.38,5104366.49,3818554.09,4488180.79,4742187.68,5074297.28,3465412.08,38351326.47,34885914.08,3397982.08,840216.06,4238198.14,33474441.24,15043683.95,2403905.05,26603747.3,24199842.04,3044656.96,752849.67,3797506.63,23299061.4,10528593.84,0.0,488862.01,0.0,0.0,485271.29,974133.3,6339347.92,743555.41,-66775.07,810330.48,1784463.78,0.0,0.0,8057036.63,False,False,False
2022-03-29,True,2022-03-28,3606.0,76.1285,83073116.82,853795955.03,-770722852.07,-606816553.1,163906291.93,-770722845.03,0.0,-174243.22,-65037.64,-0.00639869,-0.00498822,True,False,0.02541373,0.01919334,0.02753587,0.00324369,0.00300243,0.00332971,0.01540998,10.6204,0.03021843,-0.03833442,0.04545544,0.41287651,0.14498681,0.08646122,4675642.4,5025536.24,3922248.23,4549972.73,4944365.71,5214218.03,3472610.69,35690257.86,32217647.75,3237606.41,874504.92,4112111.33,31111352.1,14124837.59,2622638.21,26954543.0,24331905.22,2996799.08,809460.82,3806259.9,23560174.38,10740871.28,0.0,-529861.77,0.0,0.0,3011415.68,2481553.91,2099375.02,2733425.85,-23422.73,2756848.58,5238402.49,-196560.0,0.0,7117794.77,False,False,False
2022-03-30,True,2022-03-29,3583.0,75.7497,84370871.65,846288677.84,-761917827.09,-450530349.66,311387476.31,-761917826.73,0.0,-174647.88,-64558.71,-0.02115436,0.00119665,True,False,0.0233912,0.01919761,0.02754481,0.00347167,0.00301288,0.00335427,0.01540798,10.6623,0.03345351,-0.03802151,0.04582533,0.41350524,0.15399387,0.08699877,4074028.72,4492602.89,3418329.7,4052680.35,4489466.3,4711566.73,3246177.77,32561041.99,29314865.02,2572704.98,1778144.61,4350849.59,28426625.79,12875784.25,2664200.66,26723474.71,24059274.71,2232711.78,1543155.72,3775867.51,23349464.86,10579172.48,0.0,-1766066.02,0.0,0.0,-538813.85,-2304879.87,2054390.32,-949705.55,-20946.35,-928759.2,-3233639.07,-377648.79,0.0,-1577843.88,False,False,False
2022-03-31,True,2022-03-30,3508.0,75.8404,84796849.36,831582175.68,-746785322.5,-451645900.58,295139426.74,-746785328.08,0.0,-176097.42,-68074.07,-0.00142633,-0.00067005,True,False,0.02287572,0.01921928,0.02758455,0.00334938,0.00301381,0.00331647,0.01540798,10.6678,0.03192851,-0.0368472,0.04555893,0.40914201,0.15475807,0.08676427,3983046.21,4441268.32,3437381.22,4089852.83,4501972.96,4737502.29,3190669.12,31290119.76,28099450.49,2488223.2,1625992.33,4114215.53,27292906.77,12409100.46,2680673.97,26288720.79,23608046.69,2238936.7,1463089.76,3702026.47,22953013.04,10440280.92,0.0,-120862.1,0.0,0.0,301256.28,180394.18,2050396.74,-661918.89,-16712.18,-645206.71,-464812.53,0.0,0.0,1568872.03,False,False,False
2022-04-01,True,2022-03-31,3503.0,75.7896,86687094.59,831831577.7,-745144475.44,-449699202.13,295445284.07,-745144486.96,0.0,-176878.69,-67859.05,-0.00572575,0.00264725,True,False,0.02098476,0.01921832,0.0275068,0.00323123,0.00290027,0.0033128,0.01557978,10.6697,0.0381004,-0.03485744,0.05183084,0.40910694,0.15615551,0.08205372,3757753.21,4298168.64,3415194.78,4052098.17,4544822.65,4765020.71,2992166.62,28712217.13,25720050.25,2390105.7,1570261.75,3960367.46,25059836.05,11423957.49,2740294.42,26295303.18,23555008.51,2145298.88,1409427.53,3554726.42,22943494.64,10458097.88,0.0,-494930.57,0.0,0.0,-1187895.96,-1682826.53,2034988.51,202754.72,-16242.4,218997.12,-1463829.41,0.0,0.0,554916.69,False,False,False
2022-04-04,True,2022-04-01,3483.0,75.9905,88430722.92,831290909.1,-742860162.68,-449108187.98,293751981.77,-742860169.75,0.0,-178603.64,-68117.25,-0.0112604,-0.0061115,True,False,0.01841984,0.01920567,0.02751499,0.00322016,0.00289702,0.00332314,0.01557781,10.6619,0.03418457,-0.03493184,0.05085681,0.40831984,0.15328704,0.08186698,3521556.1,4200378.02,3460524.79,4086006.64,4623019.49,4827341.27,2679268.11,25186396.22,22507127.4,2378786.26,1555912.8,3934699.06,22011012.88,10078991.29,2793571.5,26260902.48,23467330.24,2140077.63,1399778.63,3539856.27,22894736.93,10473437.49,0.0,-990180.52,0.0,0.0,2705539.28,1715358.76,6054873.9,452655.75,-46765.22,499420.97,2214779.73,-196560.0,0.0,8026328.42,False,False,False
2022-04-05,True,2022-04-04,3444.0,75.5275,93094729.56,822926605.35,-729831875.31,-292301863.66,437530007.66,-729831871.32,0.0,-181267.7,-67953.73,-0.00845609,-0.00255199,True,False,0.01742008,0.01921262,0.02755293,0.00361026,0.00292156,0.00337839,0.01557781,10.6574,0.04043232,-0.03482005,0.05175392,0.40764277,0.15360752,0.08170366,3123146.61,3825596.37,3208446.78,3760442.77,4459264.68,4542868.45,2667488.82,23579718.49,20912229.66,1735790.21,2598205.47,4333995.68,20693904.0,9482827.08,2941974.37,26006079.93,23064105.55,1404667.32,2102566.49,3507233.81,22673582.21,10415646.86,0.0,-783898.75,0.0,0.0,741765.24,-42133.51,1989851.36,1740344.51,-11902.76,1752247.27,1710113.76,-124190.0,0.0,3563872.36,False,False,False
2022-04-06,True,2022-04-05,3415.0,75.335,95292672.25,817057120.46,-721764442.06,-194101868.27,527662582.98,-721764451.25,0.0,-182064.29,-68199.35,0.0083109,0.00661246,True,False,0.01631362,0.01921973,0.02754899,0.00353297,0.00291434,0.00338242,0.01557781,10.6709,0.04235495,-0.03451885,0.0530856,0.40867877,0.15516889,0.08219379,2750713.09,3495445.46,3115085.24,3601363.5,4406487.99,4406967.49,2557036.79,21924509.7,19367472.74,1127967.29,3066359.64,4194326.93,19295023.08,8857830.66,3012548.67,25830153.41,22817604.54,930458.35,2529435.0,3459893.35,22532704.04,10391802.38,0.0,795268.24,0.0,0.0,-1270288.26,-475020.02,2006637.9,-414375.43,-48514.47,-365860.96,-840880.98,935440.23,0.0,2052682.68,False,False,False
2022-04-07,True,2022-04-06,3443.5,75.8348,221831716.27,1077676862.04,-855845149.53,-315063852.35,540781295.53,-855845147.88,-9228578.3,-256053.28,-65668.37,-0.02872279,0.00204841,True,False,0.01534372,0.01921524,0.02747387,0.00391782,0.00292462,0.00348819,0.01557781,10.6721,0.0419406,-0.03446275,0.05267367,0.40912459,0.15706931,0.08203661,5891620.8,6112643.35,7125424.1,6892217.29,10124540.53,9410997.88,5598628.19,27198599.75,21599971.65,2030346.01,3484922.62,5515268.63,23571249.96,12287163.65,7011272.07,34061340.78,27050068.83,1515636.43,2601465.79,4117102.23,29174079.42,15308616.93,236465.9,-6280990.54,0.0,5911.97,-652464.44,-6927543.01,2625674.25,1235283.31,-54828.23,1290111.54,-5637431.47,-196560.0,0.0,-3263145.46,True,False,False
2022-04-08,True,2022-04-07,3346.0,75.9903,218668461.2,1051860845.66,-833192392.73,-168094156.18,665098233.51,-833192389.69,-9240210.72,-258009.99,-71978.72,0.01453816,-0.00174648,True,False,0.01795921,0.01929339,0.02766038,0.00376678,0.00291388,0.0034982,0.01557786,10.6747,0.03977382,-0.03301795,0.05158108,0.41006422,0.15504863,0.08218266,6515939.63,6373401.91,6967343.73,6677759.01,9969165.66,9191231.96,6459524.52,31072249.21,24612724.94,1041477.08,4120812.89,5162289.97,26826330.36,14053811.55,6939401.55,33380601.59,26441200.3,805658.36,3187748.83,3993407.18,28617571.6,15057007.13,236764.76,3202257.59,0.0,0.0,290427.85,3492685.44,2672664.22,71148.16,-48397.96,119546.12,3612231.56,0.0,0.0,6236497.82,False,False,False
2022-04-11,True,2022-04-08,3395.0,75.8577,224208176.5,1068036393.48,-843828226.73,-162013766.25,681814459.49,-843828226.5,-9223349.62,-259006.07,-67175.77,-0.0484294,0.00028602,True,False,0.01741401,0.01929727,0.02771353,0.00362629,0.00291546,0.00346567,0.01557772,10.6743,0.03883137,-0.03288284,0.05162932,0.4096673,0.15513687,0.0823039,6471056.32,6337711.13,7141857.49,6814916.33,10237920.28,9428369.42,6422105.48,30592293.63,24170188.44,966366.84,4066832.71,5033199.55,26398952.8,13872606.43,7116634.37,33900746.27,26784112.21,776938.79,3269648.71,4046587.5,29054630.2,15331762.72,236330.51,-10599531.64,0.0,0.0,-46976.18,-10646507.82,7628734.95,-2878246.97,-154329.04,-2723917.93,-13370425.75,0.0,0.0,-5896019.83,True,True,True
2022-04-12,True,2022-04-11,3234.5,75.8794,221392241.98,1025299230.38,-803906999.42,-166907365.69,636999640.43,-803907006.12,-9223111.87,-263396.47,-78218.63,-0.00620253,0.00382507,True,False,0.02451372,0.0195316,0.02837753,0.00346752,0.00287507,0.0034617,0.01557772,10.699,0.03266205,-0.03138288,0.05090985,0.39251825,0.15735148,0.08154562,8958301.91,8415510.52,7143213.06,6925306.02,10357757.37,9629661.25,8926863.6,41341585.86,32414722.7,951966.01,3633165.06,4585131.07,35337873.75,18820943.14,7112584.87,32939400.81,25826816.29,789316.27,3012414.59,3801730.86,28172598.38,15000813.84,236324.42,-1368942.53,0.0,0.0,-635039.15,-2003981.68,2518879.09,3781126.24,-84332.37,3865458.61,1861476.93,-407085.24,0.0,3888938.41,False,False,False
2022-04-13,True,2022-04-12,3214.5,76.1702,223400485.23,1025312421.65,-801911924.21,-162801000.57,639110931.9,-801911933.24,-9256913.64,-265836.72,-43622.63,-0.0023359,0.0001956,True,False,0.02244344,0.0195259,0.02838853,0.00351737,0.00286642,0.00345551,0.01557772,10.7318,0.02766101,-0.03095457,0.05131434,0.39263711,0.14750022,0.08220785,8286870.97,7860619.42,7207327.96,6983694.45,10458210.74,9716899.6,8247090.97,37850610.76,29603519.34,941895.36,3697616.22,4639511.58,32378077.11,17281464.42,7175010.3,32930220.25,25755209.56,767580.63,3013305.63,3780886.27,28143354.81,15031059.33,237190.52,-521233.08,0.0,0.0,-31456.94,-552690.02,2533439.05,302223.69,-83918.85,386142.54,-166547.48,-264800.0,0.0,2018172.72,False,False,False
