date,in_window,trade_id,new_deal,lme_flat,cross_exchange_basis,grade_spread,freight,fx,demurrage_penalty,roll_term_structure,residual,daily_pnl_inr,cum_pnl_inr,vm_inr,im_required_inr,net_margin_cash_inr,cum_vm_inr,lme_cash_usd_t,event
2022-03-24,True,BOOK,0.0,2089216.78,13641619.7,2149514.78,0.0,-24942.79,0.0,1992659.68,0.0,19848068.16,42568809.37,1809500.0,76632325.0,1990450.0,-21776500.0,3664.0,E1_LME_CRASH
2022-03-25,True,BOOK,0.0,-1677030.81,-7503682.81,2107885.64,0.0,-177485.05,0.0,-651601.59,-0.0,-7901914.63,34666894.74,6591750.0,75973150.0,7250925.0,-15184750.0,3583.0,E1_LME_CRASH
2022-03-28,True,BOOK,0.0,488862.01,5309187.21,6339347.92,0.0,-54462.04,0.0,534921.85,0.0,12617856.94,47284751.68,5170000.0,75456150.0,5687000.0,-10014750.0,3606.0,E1_LME_CRASH
2022-03-29,True,BOOK,0.0,-529861.77,11060002.78,2099375.02,0.0,-350256.76,0.0,2688210.88,-0.0,14967470.15,62252221.84,28047250.0,72651425.0,30851975.0,18032500.0,3583.0,E1_LME_CRASH
2022-03-30,True,BOOK,-377648.79,-1766066.02,-18949840.64,2054390.32,0.0,87661.57,0.0,-986822.68,0.0,-19938326.23,42313895.61,-17836500.0,74435075.0,-19620150.0,196000.0,3508.0,E1_LME_CRASH
2022-03-31,True,BOOK,0.0,-120862.1,4628631.38,2050396.74,0.0,-49596.22,0.0,-701162.52,0.0,5807407.28,48121302.88,9693750.0,73465700.0,10663125.0,9889750.0,3503.0,E1_LME_CRASH
2022-04-01,True,BOOK,0.0,-494930.57,4035905.84,2034988.51,0.0,199533.69,0.0,187456.43,-0.0,5962953.9,54084256.78,9306000.0,72535100.0,10236600.0,19195750.0,3483.0,E1_LME_CRASH
2022-04-04,True,BOOK,0.0,-990180.52,-876563.64,6054873.9,0.0,-491884.32,0.0,281193.67,-0.0,3977439.1,58061695.88,11503250.0,71384775.0,12653575.0,30699000.0,3444.0,E1_LME_CRASH
2022-04-05,True,BOOK,-124190.0,-783898.75,-10208721.82,1989851.36,0.0,-208558.76,0.0,1711053.37,0.0,-7624464.6,50437231.28,-9693750.0,72354150.0,-10663125.0,21005250.0,3415.0,E1_LME_CRASH
2022-04-06,True,BOOK,632103.89,795268.24,4706470.43,2006637.9,0.0,1196900.15,0.0,-455969.31,-0.0,8881411.31,59318642.59,-2585000.0,84831800.0,-15142794.4,18420250.0,3443.5,E1_LME_CRASH
2022-04-07,True,BOOK,0.0,-6280990.54,-6221256.03,2625674.25,5911.97,588576.72,0.0,1175778.43,0.0,-8106305.2,51212337.39,12835000.0,83548300.0,14118500.0,31255250.0,3346.0,E1_LME_CRASH
2022-04-08,True,BOOK,0.0,3202257.59,6668633.73,2672664.22,0.0,-506949.2,0.0,22276.58,-0.0,12058882.92,63271220.3,-151000.0,83563400.0,-166100.0,31104250.0,3395.0,E1_LME_CRASH
2022-04-11,True,BOOK,0.0,-10599531.64,-8103753.55,7628734.95,0.0,83502.28,0.0,-3029426.45,0.0,-14020474.41,49250745.9,27180000.0,80845400.0,29898000.0,58284250.0,3234.5,E1_LME_CRASH
2022-04-12,True,BOOK,-407085.24,-1368942.53,-4726359.2,2518879.09,0.0,1112943.61,0.0,3744288.24,-0.0,873723.98,50124469.88,-5436000.0,81389000.0,-5979600.0,52848250.0,3214.5,E1_LME_CRASH
2022-04-13,True,BOOK,-116600.0,-521233.08,967774.1,2533439.05,0.0,58100.34,0.0,250888.13,-0.0,3172368.52,53296838.4,3322000.0,81056800.0,3654200.0,56170250.0,3207.0,E1_LME_CRASH
2022-04-14,True,BOOK,-188557.73,2155525.82,-198144.19,2558555.13,-8901.78,-284529.0,0.0,-849850.96,0.0,3184097.3,56480935.7,-7248000.0,81781600.0,-7972800.0,48922250.0,3237.5,E1_LME_CRASH
2022-04-19,True,BOOK,0.0,5321242.9,16521708.9,12540512.62,0.0,1831334.74,0.0,-4340161.66,-0.0,31874637.5,88355573.2,4228000.0,81358800.0,4650800.0,53150250.0,3312.0,E1_LME_CRASH
2022-04-20,True,BOOK,-0.0,-4713603.15,-13204648.56,2427951.28,0.0,-806048.15,0.0,-2281598.65,0.0,-18577947.23,69777625.97,302000.0,81932600.0,-1365583.6,53452250.0,3240.0,E1_LME_CRASH
2022-04-21,True,BOOK,50971933.22,-4282971.78,656166.03,2436348.12,0.0,590517.7,0.0,7742079.29,0.0,58114072.59,127891698.55,-2114000.0,96424000.0,-16700724.25,51338250.0,3262.0,E1_LME_CRASH
2022-04-22,True,BOOK,0.0,-817899.67,187569.53,2422947.26,0.0,1051112.96,0.0,529804.08,0.0,3373534.17,131265232.72,3545000.0,96069500.0,3899500.0,54883250.0,3244.0,E1_LME_CRASH
2022-04-25,True,BOOK,19260042.36,-5584395.25,-865609.65,6954300.03,0.0,640400.03,0.0,-772921.09,-0.0,19631816.43,150897049.15,46085000.0,74820000.0,66962784.15,100968250.0,3090.0,E1_LME_CRASH
2022-04-26,True,BOOK,12787774.35,-155819.96,1159667.77,1544227.12,0.0,-84728.71,0.0,-1785133.04,0.0,13465987.53,164363036.68,1885000.0,56088950.0,20489466.4,102853250.0,3102.5,E1_LME_CRASH
2022-04-27,True,BOOK,0.0,-48645.1,2270852.69,981636.49,0.0,133066.6,0.0,2171481.22,-0.0,5508391.9,169871428.58,-2278500.0,56766300.0,-2955850.0,100574750.0,3100.0,E1_LME_CRASH
2022-04-28,True,BOOK,-1192701.52,-2386903.58,-1192428.2,971729.62,0.0,244673.92,0.0,-81995.52,0.0,-3637625.27,166233803.3,3307500.0,55783050.0,4290750.0,103882250.0,3065.5,E1_LME_CRASH
2022-04-29,True,BOOK,0.0,-1564038.55,1085869.09,964249.53,0.0,-724576.12,0.0,-844030.89,-0.0,-1082526.95,165151276.35,1139250.0,55444375.0,1477925.0,105021500.0,3039.0,E1_LME_CRASH
2022-05-03,True,BOOK,0.0,-6311154.83,7503896.84,3672995.57,0.0,358495.2,0.0,1289441.65,0.0,6513674.42,171664950.78,7497000.0,53215675.0,9725700.0,112518500.0,2911.5,E1_LME_CRASH
2022-05-04,True,BOOK,0.0,940928.77,-6147846.0,933985.82,0.0,-1100339.23,0.0,102996.66,0.0,-5270273.98,166394676.8,-2499000.0,53958575.0,-3241900.0,110019500.0,2929.0,E1_LME_CRASH
2022-05-05,True,BOOK,0.0,-682085.16,7425335.17,927750.44,0.0,-299658.16,0.0,-389299.37,0.0,6982042.91,173376719.71,2205000.0,53303075.0,2860500.0,112224500.0,2917.0,E1_LME_CRASH
2022-05-06,True,BOOK,0.0,-5068314.95,2992930.64,899377.66,0.0,2903545.69,0.0,350255.88,-0.0,2077794.93,175454514.64,3050250.0,52396300.0,3957025.0,115274750.0,2832.5,E1_LME_CRASH
2022-05-09,True,BOOK,4466776.61,-7930001.74,6432817.98,2608503.13,0.0,2259719.23,0.0,-156032.57,-0.0,7681782.65,183136297.29,4593750.0,39353175.0,17551827.5,119868500.0,2708.0,E1_LME_CRASH
2022-05-10,True,BOOK,426295.22,-465056.75,-6050781.52,519901.0,0.0,-408819.98,0.0,-1047693.07,-0.0,-7026155.11,176110142.18,364250.0,59508000.0,-19939796.6,120232750.0,2677.0,E1_LME_CRASH
2022-05-11,True,BOOK,0.0,4119511.35,-3253108.36,1076029.8,0.0,-207662.76,0.0,-503993.55,0.0,1230776.48,177340918.66,-613250.0,59649075.0,-754325.0,119619500.0,2737.0,E1_LME_CRASH
2022-05-12,True,BOOK,0.0,-3525164.5,2983118.73,1055337.57,0.0,1486908.66,0.0,-238003.32,0.0,1762197.14,179103115.81,278750.0,59584950.0,342875.0,119898250.0,2688.0,E1_LME_CRASH
2022-05-13,True,BOOK,0.0,2642893.64,-7530633.3,1072644.55,0.0,-293571.3,0.0,-1155061.01,-0.0,-5263727.42,173839388.39,-4515750.0,60623775.0,-5554575.0,115382500.0,2723.0,E1_LME_CRASH
2022-05-16,True,BOOK,0.0,5355753.47,304333.73,3027049.09,0.0,1888542.72,0.0,-220148.01,-0.0,10355531.0,184194919.38,-1170750.0,60893100.0,-1440075.0,114211750.0,2791.0,E1_LME_CRASH
2022-05-17,True,BOOK,-503662.39,3740867.75,-3153010.66,854947.16,0.0,-1849971.42,0.0,-1268002.95,0.0,-2178832.51,182016086.88,-3233500.0,44215200.0,13319656.5,110978250.0,2836.0,E1_LME_CRASH
2022-05-18,True,BOOK,-199220.0,773677.88,4741561.75,851348.71,0.0,674304.14,0.0,2262382.27,-0.0,9104054.75,191120141.63,3772000.0,43838000.0,4149200.0,114750250.0,2845.0,E1_LME_CRASH
2022-05-19,True,BOOK,0.0,-547947.21,-3269375.1,849461.74,0.0,248964.63,0.0,-2269912.56,-0.0,-4988808.5,186131333.13,-11868000.0,45024800.0,-13054800.0,102882250.0,2826.0,E1_LME_CRASH
2022-05-20,True,BOOK,0.0,3368577.67,-2140708.16,876445.04,0.0,52111.6,0.0,-2171692.1,0.0,-15265.95,186116067.18,-6808000.0,45889600.0,-8315585.6,96074250.0,2931.0,E1_LME_CRASH
2022-05-23,True,BOOK,0.0,-3849236.72,6174381.92,2651915.72,0.0,75590.26,0.0,-1516309.12,-0.0,3536342.07,189652409.25,-4784000.0,46368000.0,-5262400.0,91290250.0,2963.0,E1_LME_CRASH
2022-05-24,True,BOOK,4027230.84,-3160253.89,-32913.58,860675.06,0.0,157180.81,0.0,1819082.83,-0.0,3671002.07,193323411.32,13340000.0,34387375.0,25245172.08,104630250.0,2881.0,E1_LME_CRASH
2022-05-25,True,BOOK,1041970.44,2079833.76,228735.73,431717.39,0.0,-46583.11,0.0,-815636.01,0.0,2920038.19,196243449.51,2388500.0,64165200.0,-27602837.98,107018750.0,2829.5,E1_LME_CRASH
2022-05-26,True,BOOK,0.0,-44105.78,282710.77,1058170.15,152641.53,77727.99,0.0,374714.15,-0.0,1901858.81,198145308.32,1848000.0,63980400.0,2032800.0,108866750.0,2825.5,E1_LME_CRASH
2022-05-27,True,BOOK,-249253.56,-35902.77,-263271.95,1058617.55,0.0,-32229.73,0.0,-1437455.89,0.0,-959496.35,197185811.97,-264000.0,64006800.0,-290400.0,108602750.0,2823.0,E1_LME_CRASH
2022-05-30,True,BOOK,0.0,706404.98,650909.05,3211673.11,0.0,-158698.65,0.0,290779.9,-0.0,4701068.38,201886880.35,-5940000.0,64600800.0,-6534000.0,102662750.0,2863.0,E1_LME_CRASH
2022-05-31,True,BOOK,0.0,-1010476.76,2996584.01,1054278.02,0.0,572820.29,0.0,830089.34,-0.0,4443294.9,206330175.24,20328000.0,62568000.0,22360800.0,122990750.0,2816.5,E1_LME_CRASH
2022-06-01,True,BOOK,3198504.19,-2880317.91,6550668.91,1015336.36,0.0,-650005.31,0.0,-1039164.03,0.0,6195022.21,212525197.45,15180000.0,40700000.0,36898923.6,138170750.0,2701.5,E1_LME_CRASH
2022-06-06,True,BOOK,0.0,-2212190.63,-15082937.35,3040517.68,0.0,91298.14,0.0,4955984.08,-0.0,-9207328.08,203317869.37,-10208000.0,41720800.0,-11228800.0,127962750.0,2742.0,E1_LME_CRASH
2022-06-07,True,BOOK,0.0,-717826.03,7513868.2,603474.73,0.0,472271.96,0.0,-336646.7,0.0,7535142.16,210853011.53,3432000.0,41377600.0,3775200.0,131394750.0,2715.0,E1_LME_CRASH
2022-06-08,True,BOOK,3251747.41,1654274.02,-5702793.99,615024.63,0.0,-217552.54,0.0,400320.5,-0.0,1020.03,210854031.56,-5808000.0,41958400.0,-6388800.0,125586750.0,2765.5,E1_LME_CRASH
2022-06-09,True,BOOK,0.0,-511767.82,9609422.37,1157026.06,0.0,310596.69,0.0,170767.2,0.0,10736044.51,221590076.07,9240000.0,41034400.0,10164000.0,134826750.0,2752.5,E1_LME_CRASH
2022-06-10,True,BOOK,0.0,-2630364.35,1409227.53,1134613.37,0.0,366390.98,0.0,-3277029.63,-0.0,-2997162.1,218592913.97,8800000.0,40154400.0,9680000.0,143626750.0,2695.0,E1_LME_CRASH
2022-06-13,True,BOOK,0.0,-5500654.15,646409.35,3252490.59,0.0,846821.32,0.0,50377.04,0.0,-704555.85,217888358.12,7568000.0,39397600.0,8324800.0,151194750.0,2589.5,E1_LME_CRASH
2022-06-14,True,BOOK,-467305.84,-89229.06,1298557.09,1086805.76,0.0,-87774.17,0.0,1128720.08,0.0,2869773.86,220758131.99,11264000.0,38271200.0,12390400.0,162458750.0,2588.0,E1_LME_CRASH
2022-06-15,True,BOOK,0.0,-525093.55,-14505609.64,1085797.06,0.0,446973.21,0.0,-1523963.6,-0.0,-15021896.52,205736235.47,-8536000.0,39124800.0,-9389600.0,153922750.0,2580.0,E1_LME_CRASH
2022-06-16,True,BOOK,-233704.35,-5746412.66,15410528.16,217135.93,0.0,-327277.14,0.0,1864783.36,-0.0,11185053.29,216921288.76,11440000.0,69396200.0,-19065104.35,165362750.0,2500.5,E1_LME_CRASH
2022-06-17,True,BOOK,0.0,1070340.57,-2534496.2,215537.06,0.0,-47544.4,0.0,620033.0,-0.0,-676129.96,216245158.8,10417500.0,68354450.0,11459250.0,175780250.0,2474.0,E1_LME_CRASH
2022-06-20,True,BOOK,0.0,411703.22,-2262827.44,644529.3,0.0,-65447.15,0.0,-1849365.59,0.0,-3121407.66,213123751.14,3796500.0,67974800.0,4176150.0,179576750.0,2462.0,E1_LME_CRASH
2022-06-21,True,BOOK,-0.0,-1609578.49,5295157.0,218718.8,0.0,88039.34,0.0,-1951530.13,-0.0,2040806.51,215164557.65,-2160250.0,68006025.0,-2771650.2,177416500.0,2519.5,E1_LME_CRASH
2022-06-22,True,BOOK,-153230.0,10992293.03,-13754310.79,213062.9,0.0,-834108.27,0.0,1302976.15,0.0,-2233316.97,212931240.68,2997250.0,67706300.0,3296975.0,180413750.0,2455.5,E1_LME_CRASH
2022-06-23,True,BOOK,0.0,-408787.52,5491210.98,215904.2,0.0,-77452.38,0.0,-222695.71,-0.0,4998179.56,217929420.24,12935500.0,66412750.0,14229050.0,193349250.0,2480.0,E1_LME_CRASH
2022-06-24,True,BOOK,0.0,467483.97,-3565892.14,211950.45,0.0,13721.99,0.0,14880.38,0.0,-2857855.35,215071564.89,2681750.0,66144575.0,2949925.0,196031000.0,2436.0,E1_LME_CRASH
2022-06-27,True,BOOK,0.0,-77860.09,-1749549.95,640409.9,0.0,312252.57,0.0,2400075.74,-0.0,1525328.17,216596893.07,-10411500.0,67185725.0,-11452650.0,185619500.0,2453.0,E1_LME_CRASH
2022-06-28,True,BOOK,0.0,79150.93,6520759.49,219008.19,0.0,1129861.62,0.0,-1526003.55,0.0,6422776.68,223019669.75,-2839500.0,67469675.0,-3123450.0,182780000.0,2500.0,E1_LME_CRASH
2022-06-29,True,BOOK,-153010.0,-373233.72,-3936836.46,215655.41,0.0,-47183.13,0.0,-377234.35,0.0,-4671842.25,218347827.5,4574750.0,67012200.0,5032225.0,187354750.0,2452.0,E1_LME_CRASH
2022-06-30,True,BOOK,0.0,369534.0,-2611128.61,210671.58,0.0,296369.16,0.0,1113522.11,-0.0,-621031.76,217726795.74,8045250.0,66207675.0,8849775.0,195400000.0,2397.0,E1_LME_CRASH
2022-07-01,True,BOOK,0.0,275549.9,-4563478.11,210284.5,0.0,-89332.41,0.0,-1727283.23,0.0,-5894259.36,211832536.38,-4574750.0,66665150.0,-5032225.0,190825250.0,2384.0,E1_LME_CRASH
2022-07-04,True,BOOK,-314083.2,-1738661.92,6196453.15,641057.82,0.0,-175813.66,0.0,753392.29,0.0,5362344.48,217194880.86,-1735250.0,26163475.0,38452341.8,189090000.0,2431.5,E1_LME_CRASH
2022-07-05,True,BOOK,0.0,2976431.49,3761162.43,208799.81,0.0,441745.54,0.0,-12189085.83,-0.0,-4800946.56,212393934.3,6792500.0,25484225.0,7471750.0,195882500.0,2374.0,E1_LME_CRASH
2022-07-06,True,BOOK,0.0,-1567928.27,-1912260.58,207920.86,0.0,-1322212.86,0.0,1738475.43,0.0,-2856005.42,209537928.87,-2099500.0,25694175.0,-2309450.0,193783000.0,2358.0,E1_LME_CRASH
2022-07-07,True,BOOK,0.0,4893858.95,1355587.28,213255.74,0.0,216368.55,0.0,-1198122.83,0.0,5480947.69,215018876.57,-4199000.0,26114075.0,-4618900.0,189584000.0,2417.5,E1_LME_CRASH
2022-07-08,True,BOOK,0.0,-1202769.74,-1359907.94,211392.9,0.0,257590.65,0.0,-744029.24,0.0,-2837723.37,212181153.2,61750.0,26107900.0,67925.0,189645750.0,2399.5,E1_LME_CRASH
2022-07-11,True,BOOK,0.0,900267.59,7983036.91,638790.74,0.0,828544.35,0.0,-2643221.15,-0.0,7707418.44,219888571.63,5495750.0,25558325.0,6045325.0,195141500.0,2417.0,E1_LME_CRASH
2022-07-12,True,BOOK,0.0,-3363005.57,-4468579.14,207519.24,0.0,348255.53,0.0,1263405.29,-0.0,-6012404.65,213876166.98,1543750.0,25403950.0,1698125.0,196685250.0,2358.0,E1_LME_CRASH
2022-07-13,True,BOOK,0.0,-934436.51,-2149910.84,207015.1,0.0,118068.08,0.0,-326510.88,-0.0,-3085775.05,210790391.93,-617500.0,25465700.0,-679250.0,196067750.0,2343.0,E1_LME_CRASH
2022-07-14,True,BOOK,0.0,-945400.71,2375455.49,205836.95,0.0,1578769.82,0.0,-593257.09,0.0,2621404.45,213411796.38,2531750.0,25212525.0,2784925.0,198599500.0,2329.0,E1_LME_CRASH
2022-07-15,True,BOOK,-185863.0,-621682.72,-2218413.99,206060.51,0.0,-681215.79,0.0,819212.67,-0.0,-2681902.32,210729894.06,-679250.0,48912950.0,-24565538.0,197920250.0,2320.5,E1_LME_CRASH
