date,in_window,trade_id,leg_id,leg_type,instrument,lot_id,counterparty_id,currency,status,fixed_frac,pnl_class,qty_mt,lots,notional_usd,px_usd_t,px_inr_t,px_inr_kg,fx_rate_used,settle_date,mtm_ccy,mtm_inr,mtm_fixed_inr,mtm_floating_inr,realised_cum_inr,leg_cum_pnl_inr,leg_daily_pnl_inr,fixture_vs_market_inr,weakest_input_flag
2022-03-09,True,T01,DUTY:L2,DUTY,physical,L2,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.5965,2022-05-16,-4336415.06,-4336415.06,0.0,-4336415.06,0.0,-4336415.06,0.0,,DIRECT
2022-03-09,True,T01,DUTY:L3,DUTY,physical,L3,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.5965,2022-05-18,-4336415.06,-4336415.06,0.0,-4336415.06,0.0,-4336415.06,0.0,,DIRECT
2022-03-09,True,T01,FREIGHT:L1,FREIGHT,physical,L1,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2234.61,,,77.0301,2022-05-09,-89384.4,-6885293.03,0.0,-6885293.03,0.0,-6885293.03,41730.03,,ASSUMPTION
2022-03-09,True,T01,FREIGHT:L2,FREIGHT,physical,L2,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2234.61,,,77.0799,2022-05-16,-89384.4,-6889737.77,0.0,-6889737.77,0.0,-6889737.77,41783.11,,ASSUMPTION
2022-03-09,True,T01,FREIGHT:L3,FREIGHT,physical,L3,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2234.61,,,77.087,2022-05-17,-89384.4,-6890372.68,0.0,-6890372.68,0.0,-6890372.68,41790.7,,ASSUMPTION
2022-03-09,True,T01,FUNDING,FUNDING,funding,,,INR,settled,1.0,PNL,0.0,0,0.0,,,,76.5965,2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ASSUMPTION
2022-03-09,True,T01,FX:T01-FX-1,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.5965,2022-04-05,-1108559.45,-1108559.45,0.0,-1108559.45,0.0,-1108559.45,-911999.45,,PROXY
2022-03-09,True,T01,FX:T01-FX-2,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.5965,2022-04-11,-1109557.48,-1109557.48,0.0,-1109557.48,0.0,-1109557.48,-912997.48,,PROXY
2022-03-09,True,T01,FX:T01-FX-3,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.5965,2022-04-14,-1110056.66,-1110056.66,0.0,-1110056.66,0.0,-1110056.66,-913496.66,,PROXY
2022-03-09,True,T01,IGST:L1,IGST,physical,L1,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.5965,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-09,True,T01,IGST:L2,IGST,physical,L2,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.5965,2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-09,True,T01,IGST:L3,IGST,physical,L3,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.5965,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-09,True,T01,INSURANCE:L1,INSURANCE,physical,L1,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.7387,2022-03-29,-2260.48,-173466.6,0.0,-173466.6,0.0,-173466.6,1047.48,,ASSUMPTION
2022-03-09,True,T01,INSURANCE:L2,INSURANCE,physical,L2,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.7814,2022-04-04,-2260.48,-173563.04,0.0,-173563.04,0.0,-173563.04,1048.63,,ASSUMPTION
2022-03-09,True,T01,INSURANCE:L3,INSURANCE,physical,L3,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.8027,2022-04-07,-2260.48,-173611.25,0.0,-173611.25,0.0,-173611.25,1049.2,,ASSUMPTION
2022-03-09,True,T01,INVENTORY:L1,INVENTORY,physical,L1,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,197266.5295,,76.5965,,165703884.82,165703884.82,165703884.82,0.0,0.0,165703884.82,-641481.53,,ASSUMPTION
2022-03-09,True,T01,INVENTORY:L2,INVENTORY,physical,L2,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,197266.5295,,76.5965,,165703884.82,165703884.82,165703884.82,0.0,0.0,165703884.82,-641481.53,,ASSUMPTION
2022-03-09,True,T01,INVENTORY:L3,INVENTORY,physical,L3,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,197266.5295,,76.5965,,165703884.82,165703884.82,165703884.82,0.0,0.0,165703884.82,-641481.53,,ASSUMPTION
2022-03-09,True,T01,MCX:T01-MCX-1,MCX,mcx,,,INR,partially_fixed,1.0,PNL,0.0,-200,0.0,,,294.405,76.5965,2022-04-20,0.0,0.0,0.0,0.0,-188291.5,-188291.5,-188291.5,,PROXY
2022-03-09,True,T01,MCX:T01-MCX-2,MCX,mcx,,,INR,partially_fixed,1.0,PNL,0.0,-100,0.0,,,294.405,76.5965,2022-04-20,0.0,0.0,0.0,0.0,-94145.75,-94145.75,-94145.75,,PROXY
2022-03-09,True,T01,PORT:L1,PORT,physical,L1,,INR,fixed_unsettled,1.0,PNL,0.0,0,0.0,,,,76.5965,2022-05-18,-2226000.0,-2226000.0,-2226000.0,0.0,0.0,-2226000.0,0.0,,ASSUMPTION
2022-03-09,True,T01,PORT:L2,PORT,physical,L2,,INR,fixed_unsettled,1.0,PNL,0.0,0,0.0,,,,76.5965,2022-05-24,-2226000.0,-2226000.0,-2226000.0,0.0,0.0,-2226000.0,0.0,,ASSUMPTION
2022-03-09,True,T01,PORT:L3,PORT,physical,L3,,INR,fixed_unsettled,1.0,PNL,0.0,0,0.0,,,,76.5965,2022-05-27,-2226000.0,-2226000.0,-2226000.0,0.0,0.0,-2226000.0,0.0,,ASSUMPTION
2022-03-09,True,T01,PURCHASE:L1,PURCHASE,physical,L1,SUP_USEC_01,USD,fixed_unsettled,1.0,PNL,840.0,0,0.0,2340.0,,,76.7885,2022-04-05,-1965600.0,-150935494.6,-150935494.6,0.0,0.0,-150935494.6,911999.45,,SIM
2022-03-09,True,T01,PURCHASE:L2,PURCHASE,physical,L2,SUP_USEC_01,USD,fixed_unsettled,1.0,PNL,840.0,0,0.0,2340.0,,,76.8312,2022-04-11,-1965600.0,-151019334.86,-151019334.86,0.0,0.0,-151019334.86,912997.48,,SIM
2022-03-09,True,T01,PURCHASE:L3,PURCHASE,physical,L3,SUP_USEC_01,USD,fixed_unsettled,1.0,PNL,840.0,0,0.0,2340.0,,,76.8525,2022-04-14,-1965600.0,-151061250.96,-151061250.96,0.0,0.0,-151061250.96,913496.66,,SIM
2022-03-10,True,T01,BILL_COMMISSION:L1,BILL_COMMISSION,physical,L1,,USD,floating,0.0,PNL,0.0,0,0.0,,,,76.5169,2022-04-05,-2358.72,-180481.86,0.0,-180481.86,0.0,-180481.86,640.74,,DIRECT
2022-03-10,True,T01,BILL_COMMISSION:L2,BILL_COMMISSION,physical,L2,,USD,floating,0.0,PNL,0.0,0,0.0,,,,76.5594,2022-04-11,-2358.72,-180582.12,0.0,-180582.12,0.0,-180582.12,641.08,,DIRECT
2022-03-10,True,T01,BILL_COMMISSION:L3,BILL_COMMISSION,physical,L3,,USD,floating,0.0,PNL,0.0,0,0.0,,,,76.5806,2022-04-14,-2358.72,-180632.25,0.0,-180632.25,0.0,-180632.25,641.25,,DIRECT
2022-03-10,True,T01,DUTY:L1,DUTY,physical,L1,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.3326,2022-05-09,-4334394.34,-4334394.34,0.0,-4334394.34,0.0,-4334394.34,2020.72,,DIRECT
2022-03-10,True,T01,DUTY:L2,DUTY,physical,L2,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.3326,2022-05-16,-4334394.34,-4334394.34,0.0,-4334394.34,0.0,-4334394.34,2020.72,,DIRECT
2022-03-10,True,T01,DUTY:L3,DUTY,physical,L3,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.3326,2022-05-18,-4334394.34,-4334394.34,0.0,-4334394.34,0.0,-4334394.34,2020.72,,DIRECT
2022-03-10,True,T01,FREIGHT:L1,FREIGHT,physical,L1,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2210.67,,,76.7577,2022-05-09,-88426.8,-6787434.98,0.0,-6787434.98,0.0,-6787434.98,97858.06,,ASSUMPTION
2022-03-10,True,T01,FREIGHT:L2,FREIGHT,physical,L2,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2210.67,,,76.8072,2022-05-16,-88426.8,-6791817.04,0.0,-6791817.04,0.0,-6791817.04,97920.73,,ASSUMPTION
2022-03-10,True,T01,FREIGHT:L3,FREIGHT,physical,L3,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2210.67,,,76.8143,2022-05-17,-88426.8,-6792442.99,0.0,-6792442.99,0.0,-6792442.99,97929.68,,ASSUMPTION
2022-03-10,True,T01,FUNDING,FUNDING,funding,,,INR,settled,1.0,PNL,0.0,0,0.0,,,,76.3326,2022-03-10,0.0,0.0,0.0,0.0,-11567.4,-11567.4,-11567.4,,ASSUMPTION
2022-03-10,True,T01,FX:T01-FX-1,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.3326,2022-04-05,-1642507.88,-1642507.88,0.0,-1642507.88,0.0,-1642507.88,-533948.43,,PROXY
2022-03-10,True,T01,FX:T01-FX-2,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.3326,2022-04-11,-1643792.99,-1643792.99,0.0,-1643792.99,0.0,-1643792.99,-534235.5,,PROXY
2022-03-10,True,T01,FX:T01-FX-3,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.3326,2022-04-14,-1644435.69,-1644435.69,0.0,-1644435.69,0.0,-1644435.69,-534379.02,,PROXY
2022-03-10,True,T01,IGST:L1,IGST,physical,L1,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.3326,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-10,True,T01,IGST:L2,IGST,physical,L2,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.3326,2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-10,True,T01,IGST:L3,IGST,physical,L3,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.3326,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-10,True,T01,INSURANCE:L1,INSURANCE,physical,L1,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.4673,2022-03-29,-2259.43,-172772.39,0.0,-172772.39,0.0,-172772.39,694.21,,ASSUMPTION
2022-03-10,True,T01,INSURANCE:L2,INSURANCE,physical,L2,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.5098,2022-04-04,-2259.43,-172868.45,0.0,-172868.45,0.0,-172868.45,694.59,,ASSUMPTION
2022-03-10,True,T01,INSURANCE:L3,INSURANCE,physical,L3,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.531,2022-04-07,-2259.43,-172916.47,0.0,-172916.47,0.0,-172916.47,694.78,,ASSUMPTION
2022-03-10,True,T01,INVENTORY:L1,INVENTORY,physical,L1,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,195709.2356,,76.3326,,164395757.88,164395757.88,164395757.88,0.0,0.0,164395757.88,-1308126.94,,ASSUMPTION
2022-03-10,True,T01,INVENTORY:L2,INVENTORY,physical,L2,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,195709.2356,,76.3326,,164395757.88,164395757.88,164395757.88,0.0,0.0,164395757.88,-1308126.94,,ASSUMPTION
2022-03-10,True,T01,INVENTORY:L3,INVENTORY,physical,L3,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,195709.2356,,76.3326,,164395757.88,164395757.88,164395757.88,0.0,0.0,164395757.88,-1308126.94,,ASSUMPTION
2022-03-10,True,T01,MCX:T01-MCX-1,MCX,mcx,,,INR,partially_fixed,1.0,PNL,0.0,-200,0.0,,,293.6096,76.3326,2022-04-20,0.0,0.0,0.0,0.0,607079.13,607079.13,795370.63,,PROXY
2022-03-10,True,T01,MCX:T01-MCX-2,MCX,mcx,,,INR,partially_fixed,1.0,PNL,0.0,-100,0.0,,,293.6096,76.3326,2022-04-20,0.0,0.0,0.0,0.0,303539.57,303539.57,397685.31,,PROXY
2022-03-10,True,T01,PORT:L1,PORT,physical,L1,,INR,fixed_unsettled,1.0,PNL,0.0,0,0.0,,,,76.3326,2022-05-18,-2226000.0,-2226000.0,-2226000.0,0.0,0.0,-2226000.0,0.0,,ASSUMPTION
2022-03-10,True,T01,PORT:L2,PORT,physical,L2,,INR,fixed_unsettled,1.0,PNL,0.0,0,0.0,,,,76.3326,2022-05-24,-2226000.0,-2226000.0,-2226000.0,0.0,0.0,-2226000.0,0.0,,ASSUMPTION
2022-03-10,True,T01,PORT:L3,PORT,physical,L3,,INR,fixed_unsettled,1.0,PNL,0.0,0,0.0,,,,76.3326,2022-05-27,-2226000.0,-2226000.0,-2226000.0,0.0,0.0,-2226000.0,0.0,,ASSUMPTION
2022-03-10,True,T01,PURCHASE:L1,PURCHASE,physical,L1,SUP_USEC_01,USD,fixed_unsettled,1.0,PNL,840.0,0,0.0,2340.0,,,76.5169,2022-04-05,-1965600.0,-150401546.17,-150401546.17,0.0,0.0,-150401546.17,533948.43,,SIM
2022-03-10,True,T01,PURCHASE:L2,PURCHASE,physical,L2,SUP_USEC_01,USD,fixed_unsettled,1.0,PNL,840.0,0,0.0,2340.0,,,76.5594,2022-04-11,-1965600.0,-150485099.36,-150485099.36,0.0,0.0,-150485099.36,534235.5,,SIM
2022-03-10,True,T01,PURCHASE:L3,PURCHASE,physical,L3,SUP_USEC_01,USD,fixed_unsettled,1.0,PNL,840.0,0,0.0,2340.0,,,76.5806,2022-04-14,-1965600.0,-150526871.94,-150526871.94,0.0,0.0,-150526871.94,534379.02,,SIM
2022-03-11,True,T01,BILL_COMMISSION:L1,BILL_COMMISSION,physical,L1,,USD,floating,0.0,PNL,0.0,0,0.0,,,,76.5986,2022-04-05,-2358.72,-180674.56,0.0,-180674.56,0.0,-180674.56,-192.71,,DIRECT
2022-03-11,True,T01,BILL_COMMISSION:L2,BILL_COMMISSION,physical,L2,,USD,floating,0.0,PNL,0.0,0,0.0,,,,76.641,2022-04-11,-2358.72,-180774.65,0.0,-180774.65,0.0,-180774.65,-192.53,,DIRECT
2022-03-11,True,T01,BILL_COMMISSION:L3,BILL_COMMISSION,physical,L3,,USD,floating,0.0,PNL,0.0,0,0.0,,,,76.6622,2022-04-14,-2358.72,-180824.69,0.0,-180824.69,0.0,-180824.69,-192.44,,DIRECT
2022-03-11,True,T01,DUTY:L1,DUTY,physical,L1,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.4217,2022-05-09,-4334394.34,-4334394.34,0.0,-4334394.34,0.0,-4334394.34,0.0,,DIRECT
2022-03-11,True,T01,DUTY:L2,DUTY,physical,L2,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.4217,2022-05-16,-4334394.34,-4334394.34,0.0,-4334394.34,0.0,-4334394.34,0.0,,DIRECT
2022-03-11,True,T01,DUTY:L3,DUTY,physical,L3,,INR,floating,0.0,PNL,840.0,0,0.0,,,,76.4217,2022-05-18,-4334394.34,-4334394.34,0.0,-4334394.34,0.0,-4334394.34,0.0,,DIRECT
2022-03-11,True,T01,FREIGHT:L1,FREIGHT,physical,L1,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2210.67,,,76.8389,2022-05-09,-88426.8,-6794621.82,0.0,-6794621.82,0.0,-6794621.82,-7186.85,,ASSUMPTION
2022-03-11,True,T01,FREIGHT:L2,FREIGHT,physical,L2,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2210.67,,,76.8884,2022-05-16,-88426.8,-6798996.09,0.0,-6798996.09,0.0,-6798996.09,-7179.05,,ASSUMPTION
2022-03-11,True,T01,FREIGHT:L3,FREIGHT,physical,L3,Meridian Box Lines NVOCC (SIM),USD,floating,0.0,PNL,840.0,0,0.0,2210.67,,,76.8955,2022-05-17,-88426.8,-6799620.93,0.0,-6799620.93,0.0,-6799620.93,-7177.93,,ASSUMPTION
2022-03-11,True,T01,FUNDING,FUNDING,funding,,,INR,settled,1.0,PNL,0.0,0,0.0,,,,76.4217,2022-03-11,0.0,0.0,0.0,0.0,-22793.23,-22793.23,-11225.83,,ASSUMPTION
2022-03-11,True,T01,FX:T01-FX-1,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.4217,2022-04-05,-1481917.37,-1481917.37,0.0,-1481917.37,0.0,-1481917.37,160590.51,,PROXY
2022-03-11,True,T01,FX:T01-FX-2,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.4217,2022-04-11,-1483349.63,-1483349.63,0.0,-1483349.63,0.0,-1483349.63,160443.35,,PROXY
2022-03-11,True,T01,FX:T01-FX-3,FX,fx_forward,,,INR,floating,0.0,PNL,0.0,0,1965600.0,,,,76.4217,2022-04-14,-1484066.01,-1484066.01,0.0,-1484066.01,0.0,-1484066.01,160369.68,,PROXY
2022-03-11,True,T01,IGST:L1,IGST,physical,L1,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.4217,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-11,True,T01,IGST:L2,IGST,physical,L2,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.4217,2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-11,True,T01,IGST:L3,IGST,physical,L3,,INR,floating,1.0,BS,0.0,0,0.0,,,,76.4217,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DIRECT
2022-03-11,True,T01,INSURANCE:L1,INSURANCE,physical,L1,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.5491,2022-03-29,-2259.43,-172957.18,0.0,-172957.18,0.0,-172957.18,-184.79,,ASSUMPTION
2022-03-11,True,T01,INSURANCE:L2,INSURANCE,physical,L2,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.5915,2022-04-04,-2259.43,-173053.07,0.0,-173053.07,0.0,-173053.07,-184.62,,ASSUMPTION
2022-03-11,True,T01,INSURANCE:L3,INSURANCE,physical,L3,,USD,floating,0.0,PNL,840.0,0,0.0,,,,76.6127,2022-04-07,-2259.43,-173101.01,0.0,-173101.01,0.0,-173101.01,-184.54,,ASSUMPTION
2022-03-11,True,T01,INVENTORY:L1,INVENTORY,physical,L1,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,193550.1518,,76.4217,,162582127.48,162582127.48,162582127.48,0.0,0.0,162582127.48,-1813630.4,,ASSUMPTION
2022-03-11,True,T01,INVENTORY:L2,INVENTORY,physical,L2,,INR,fixed_unsettled,1.0,PNL,840.0,0,0.0,,193550.1518,,76.4217,,162582127.48,162582127.48,162582127.48,0.0,0.0,162582127.48,-1813630.4,,ASSUMPTION
