date,buyer_id,exposure_inr,receivable_inr,presettlement_inr,contracted_inr,credit_limit_inr,utilisation_frac,utilisation_incl_presettlement_frac,breach
2022-05-04,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-04,BUY_MUN_01,0.0,0.0,721574462.9936,721574462.9936,650000000.0,0.0,1.1101,False
2022-05-05,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-05,BUY_MUN_01,0.0,0.0,719195608.3756,719195608.3756,650000000.0,0.0,1.1065,False
2022-05-06,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-06,BUY_MUN_01,0.0,0.0,709322404.2639,709322404.2639,650000000.0,0.0,1.0913,False
2022-05-09,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-09,BUY_MUN_01,0.0,0.0,691863061.0564,691863061.0564,650000000.0,0.0,1.0644,False
2022-05-09,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-10,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-10,BUY_MUN_01,0.0,0.0,685907385.177,685907385.177,650000000.0,0.0,1.0552,False
2022-05-10,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-11,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-11,BUY_MUN_01,0.0,0.0,695369414.0665,695369414.0665,650000000.0,0.0,1.0698,False
2022-05-11,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-12,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-12,BUY_MUN_01,0.0,0.0,688951956.718,688951956.718,650000000.0,0.0,1.0599,False
2022-05-12,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-13,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-13,BUY_MUN_01,0.0,0.0,694280123.1864,694280123.1864,650000000.0,0.0,1.0681,False
2022-05-13,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-16,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-16,BUY_MUN_01,168840000.0,168840000.0,538371924.0836,707211924.0836,650000000.0,0.2598,1.088,False
2022-05-16,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-17,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-17,BUY_MUN_01,168840000.0,168840000.0,543658283.8656,712498283.8656,650000000.0,0.2598,1.0962,False
2022-05-17,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-18,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-18,BUY_MUN_01,168840000.0,168840000.0,545820301.5181,714660301.5181,650000000.0,0.2598,1.0995,False
2022-05-18,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-19,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-19,BUY_MUN_01,168840000.0,168840000.0,542949850.3266,711789850.3266,650000000.0,0.2598,1.0951,False
2022-05-19,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-20,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-20,BUY_MUN_01,168840000.0,168840000.0,391433816.0112,560273816.0112,650000000.0,0.2598,0.862,False
2022-05-20,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-23,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-23,BUY_MUN_01,168840000.0,168840000.0,395770379.5787,564610379.5787,650000000.0,0.2598,0.8686,False
2022-05-23,BUY_RJK_01,0.0,0.0,151620000.0,151620000.0,120000000.0,0.0,1.2635,False
2022-05-24,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-24,BUY_MUN_01,168840000.0,168840000.0,382544751.6476,551384751.6476,650000000.0,0.2598,0.8483,False
2022-05-24,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-05-25,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-25,BUY_MUN_01,168840000.0,168840000.0,373979477.5403,542819477.5403,650000000.0,0.2598,0.8351,False
2022-05-25,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-05-26,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-26,BUY_MUN_01,168840000.0,168840000.0,373390185.3248,542230185.3248,650000000.0,0.2598,0.8342,False
2022-05-26,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-05-27,BUY_JNPT_01,467095288.6695,467095288.6695,0.0,467095288.6695,560000000.0,0.8341,0.8341,False
2022-05-27,BUY_MUN_01,168840000.0,168840000.0,372874356.9861,541714356.9861,650000000.0,0.2598,0.8334,False
2022-05-27,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-05-30,BUY_JNPT_01,241500000.0,241500000.0,0.0,241500000.0,560000000.0,0.4312,0.4312,False
2022-05-30,BUY_MUN_01,168840000.0,168840000.0,378967778.5081,547807778.5081,650000000.0,0.2598,0.8428,False
2022-05-30,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-05-31,BUY_JNPT_01,241500000.0,241500000.0,0.0,241500000.0,560000000.0,0.4312,0.4312,False
2022-05-31,BUY_MUN_01,168840000.0,168840000.0,372183318.5045,541023318.5045,650000000.0,0.2598,0.8323,False
2022-05-31,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-01,BUY_JNPT_01,241500000.0,241500000.0,240825000.0,482325000.0,560000000.0,0.4312,0.8613,False
2022-06-01,BUY_MUN_01,168840000.0,168840000.0,352430254.2897,521270254.2897,650000000.0,0.2598,0.802,False
2022-06-01,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-06,BUY_JNPT_01,241500000.0,241500000.0,240825000.0,482325000.0,560000000.0,0.4312,0.8613,False
2022-06-06,BUY_MUN_01,168840000.0,168840000.0,359187133.3899,528027133.3899,650000000.0,0.2598,0.8123,False
2022-06-06,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-07,BUY_JNPT_01,241500000.0,241500000.0,240825000.0,482325000.0,560000000.0,0.4312,0.8613,False
2022-06-07,BUY_MUN_01,168840000.0,168840000.0,355407191.1668,524247191.1668,650000000.0,0.2598,0.8065,False
2022-06-07,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-08,BUY_JNPT_01,0.0,0.0,240825000.0,240825000.0,560000000.0,0.0,0.43,False
2022-06-08,BUY_MUN_01,168840000.0,168840000.0,363528558.7731,532368558.7731,650000000.0,0.2598,0.819,False
2022-06-08,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-09,BUY_JNPT_01,0.0,0.0,240825000.0,240825000.0,560000000.0,0.0,0.43,False
2022-06-09,BUY_MUN_01,168840000.0,168840000.0,361784459.5088,530624459.5088,650000000.0,0.2598,0.8163,False
2022-06-09,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-10,BUY_JNPT_01,0.0,0.0,240825000.0,240825000.0,560000000.0,0.0,0.43,False
2022-06-10,BUY_MUN_01,168840000.0,168840000.0,352850671.6173,521690671.6173,650000000.0,0.2598,0.8026,False
2022-06-10,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-13,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-13,BUY_MUN_01,168840000.0,168840000.0,336655371.8524,505495371.8524,650000000.0,0.2598,0.7777,False
2022-06-13,BUY_RJK_01,0.0,0.0,245070000.0,245070000.0,120000000.0,0.0,2.0422,False
2022-06-14,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-14,BUY_MUN_01,168840000.0,168840000.0,336229100.4925,505069100.4925,650000000.0,0.2598,0.777,False
2022-06-14,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-15,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-15,BUY_MUN_01,168840000.0,168840000.0,335479413.1801,504319413.1801,650000000.0,0.2598,0.7759,False
2022-06-15,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-16,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-16,BUY_MUN_01,168840000.0,168840000.0,322028775.2621,490868775.2621,650000000.0,0.2598,0.7552,False
2022-06-16,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-17,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-17,BUY_MUN_01,168840000.0,168840000.0,317667742.9678,486507742.9678,650000000.0,0.2598,0.7485,False
2022-06-17,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-20,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-20,BUY_MUN_01,168840000.0,168840000.0,314955195.4784,483795195.4784,650000000.0,0.2598,0.7443,False
2022-06-20,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-21,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-21,BUY_MUN_01,168840000.0,168840000.0,325131842.1098,493971842.1098,650000000.0,0.2598,0.76,False
2022-06-21,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-22,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-22,BUY_MUN_01,168840000.0,168840000.0,315648835.8351,484488835.8351,650000000.0,0.2598,0.7454,False
2022-06-22,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-23,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-23,BUY_MUN_01,0.0,0.0,319410107.7871,319410107.7871,650000000.0,0.0,0.4914,False
2022-06-23,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-24,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-24,BUY_MUN_01,0.0,0.0,312185798.1931,312185798.1931,650000000.0,0.0,0.4803,False
2022-06-24,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-27,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-27,BUY_MUN_01,0.0,0.0,315566045.3475,315566045.3475,650000000.0,0.0,0.4855,False
2022-06-27,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-28,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-28,BUY_MUN_01,0.0,0.0,325991301.3133,325991301.3133,650000000.0,0.0,0.5015,False
2022-06-28,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-29,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-29,BUY_MUN_01,0.0,0.0,317899552.8291,317899552.8291,650000000.0,0.0,0.4891,False
2022-06-29,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-06-30,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-06-30,BUY_MUN_01,0.0,0.0,310342176.0225,310342176.0225,650000000.0,0.0,0.4774,False
2022-06-30,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-01,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-01,BUY_MUN_01,0.0,0.0,308589128.1826,308589128.1826,650000000.0,0.0,0.4748,False
2022-07-01,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-04,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-04,BUY_MUN_01,0.0,0.0,313065337.2852,313065337.2852,650000000.0,0.0,0.4816,False
2022-07-04,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-05,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-05,BUY_MUN_01,0.0,0.0,309424414.2194,309424414.2194,650000000.0,0.0,0.476,False
2022-07-05,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-06,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-06,BUY_MUN_01,0.0,0.0,307965205.1404,307965205.1404,650000000.0,0.0,0.4738,False
2022-07-06,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-07,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-07,BUY_MUN_01,0.0,0.0,310464741.898,310464741.898,650000000.0,0.0,0.4776,False
2022-07-07,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-08,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-08,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-08,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-11,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-11,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-11,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-12,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-12,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-12,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-13,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-13,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-13,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-14,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-14,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-14,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-15,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-15,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-15,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-18,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-18,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-18,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-19,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-19,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-19,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-20,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-20,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-20,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-21,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-21,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-21,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-22,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-22,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-22,BUY_RJK_01,61267500.0,61267500.0,0.0,61267500.0,120000000.0,0.5106,0.5106,False
2022-07-25,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-25,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-26,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-26,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-26,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-07-27,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-27,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-27,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-07-28,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-28,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-28,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-07-29,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-07-29,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-07-29,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-01,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-08-01,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-08-01,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-02,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-08-02,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-08-02,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-03,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-08-03,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-08-03,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-04,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-08-04,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-08-04,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-05,BUY_JNPT_01,240825000.0,240825000.0,0.0,240825000.0,560000000.0,0.43,0.43,False
2022-08-05,BUY_MUN_01,310123937.6734,310123937.6734,0.0,310123937.6734,650000000.0,0.4771,0.4771,False
2022-08-05,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-08,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
2022-08-09,BUY_MUN_01,0.0,0.0,279058569.8167,279058569.8167,650000000.0,0.0,0.4293,False
2022-08-09,BUY_RJK_01,89239103.0213,89239103.0213,219287250.0,308526353.0212,120000000.0,0.7437,2.5711,False
