date,m1_close_inr_kg,m2_close_inr_kg
2018-12-10,140.65,140.75
2018-12-11,139.95,141.3
2018-12-12,138.35,140.95
2018-12-13,137.7,139.85
2018-12-14,137.6,138.7
2018-12-17,138.75,138.8
2018-12-18,135.5,138.8
2018-12-19,135.05,135.65
2018-12-20,134.0,134.35
2018-12-21,133.85,133.7
2018-12-24,131.9,133.75
2018-12-26,131.45,131.5
2018-12-27,130.45,131.05
2018-12-28,129.5,129.0
2018-12-31,129.1,128.9
2019-01-01,127.95,129.85
2019-01-02,125.55,129.85
2019-01-03,129.1,150.0
2019-01-04,130.15,144.2
2019-01-07,130.6,146.1
2019-01-08,130.15,145.45
2019-01-09,130.35,145.4
2019-01-10,130.1,145.35
2019-01-11,128.8,144.45
2019-01-14,128.8,143.9
2019-01-15,131.5,146.7
2019-01-16,131.2,146.65
2019-01-17,131.45,144.55
2019-01-18,133.1,145.4
2019-01-21,131.75,146.1
2019-01-22,135.2,149.15
2019-01-23,135.0,149.55
2019-01-24,133.35,147.1
2019-01-25,134.65,148.45
2019-01-28,131.35,146.2
2019-01-29,134.45,148.45
2019-01-30,134.45,148.9
2019-01-31,133.75,148.95
2019-02-01,134.15,153.0
2019-02-04,137.6,153.0
2019-02-05,137.8,154.0
2019-02-06,136.4,158.15
2019-02-07,134.7,158.15
2019-02-08,133.7,155.0
2019-02-11,133.4,154.0
2019-02-12,130.3,154.0
2019-02-13,131.3,146.05
2019-02-14,130.5,146.05
2019-02-15,131.15,151.0
2019-02-18,130.8,151.0
2019-02-19,130.85,151.0
2019-02-20,132.05,151.0
2019-02-21,134.6,150.0
2019-02-22,134.4,150.0
2019-02-25,133.4,152.0
2019-02-26,134.15,152.0
2019-02-27,135.2,154.0
2019-02-28,134.45,151.4
2019-03-01,149.4,148.9
2019-03-04,146.05,148.9
2019-03-05,145.65,146.8
2019-03-06,144.3,146.2
2019-03-07,144.65,146.35
2019-03-08,144.55,145.2
2019-03-11,143.4,145.1
2019-03-12,145.1,144.95
2019-03-13,147.1,145.35
2019-03-14,146.45,146.8
2019-03-15,145.4,146.5
2019-03-18,146.6,145.55
2019-03-19,148.1,146.2
2019-03-20,146.95,148.65
2019-03-21,144.9,141.95
2019-03-22,145.7,141.95
2019-03-25,147.8,144.8
2019-03-26,149.1,145.15
2019-03-27,149.05,145.15
2019-03-28,149.3,145.95
2019-03-29,150.15,148.3
2019-04-01,147.5,147.3
2019-04-02,147.05,148.8
2019-04-03,146.6,147.9
2019-04-04,148.4,146.85
2019-04-05,147.1,147.7
2019-04-08,146.95,147.35
2019-04-09,147.4,147.3
2019-04-10,147.0,146.7
2019-04-11,146.6,147.0
2019-04-12,147.5,146.5
2019-04-15,148.2,146.15
2019-04-16,148.05,146.75
2019-04-17,148.4,147.15
2019-04-18,149.45,147.15
2019-04-22,149.55,148.95
2019-04-23,151.25,148.4
2019-04-24,152.85,149.8
2019-04-25,153.05,150.6
2019-04-26,151.0,149.4
2019-04-30,154.0,146.15
2019-05-01,147.2,146.05
2019-05-02,146.9,146.65
2019-05-03,145.2,147.3
2019-05-06,145.2,145.85
2019-05-07,146.7,145.7
2019-05-08,146.05,147.55
2019-05-09,147.55,147.45
2019-05-10,147.3,148.05
2019-05-13,148.6,148.25
2019-05-14,150.2,149.45
2019-05-15,150.75,149.0
2019-05-16,150.4,149.0
2019-05-17,149.4,151.8
2019-05-20,145.45,148.0
2019-05-21,145.3,148.0
2019-05-22,144.3,146.25
2019-05-23,145.6,145.55
2019-05-24,145.65,145.55
2019-05-27,143.25,145.85
2019-05-28,143.65,148.8
2019-05-29,143.85,146.5
2019-05-30,142.25,146.1
2019-05-31,142.5,146.6
2019-06-03,142.6,147.7
2019-06-04,144.0,145.05
2019-06-05,142.5,146.1
2019-06-06,142.5,145.25
2019-06-07,141.9,145.05
2019-06-10,143.2,144.35
2019-06-11,142.9,145.35
2019-06-12,143.4,145.65
2019-06-13,143.55,146.35
2019-06-14,142.2,146.5
2019-06-17,142.15,145.35
2019-06-18,142.85,144.9
2019-06-19,143.05,145.7
2019-06-20,142.15,146.1
2019-06-21,140.95,146.4
2019-06-24,141.75,145.85
2019-06-25,142.6,146.7
2019-06-26,142.4,147.45
2019-06-27,140.6,145.9
2019-06-28,140.3,145.35
2019-07-01,142.55,147.55
2019-07-02,141.5,146.3
2019-07-03,141.9,145.05
2019-07-04,142.35,145.65
2019-07-05,141.85,146.1
2019-07-08,141.85,145.8
2019-07-09,142.5,145.6
2019-07-10,144.25,146.25
2019-07-11,142.0,148.0
2019-07-12,142.35,146.15
2019-07-15,143.4,146.7
2019-07-16,143.15,147.55
2019-07-17,143.05,147.4
2019-07-18,143.7,147.9
2019-07-19,143.0,148.15
2019-07-22,141.35,147.45
2019-07-23,141.85,145.3
2019-07-24,141.3,145.8
2019-07-25,141.05,145.55
2019-07-26,138.55,143.7
2019-07-29,138.5,143.05
2019-07-30,138.35,143.35
2019-07-31,137.75,142.25
2019-08-01,138.95,144.15
2019-08-02,139.65,142.75
2019-08-05,141.2,143.15
2019-08-06,141.0,144.9
2019-08-07,140.2,144.6
2019-08-08,140.1,144.0
2019-08-09,140.85,144.0
2019-08-12,140.45,144.15
2019-08-13,140.6,144.25
2019-08-14,141.1,144.8
2019-08-16,140.9,145.4
2019-08-19,140.35,145.5
2019-08-20,139.6,145.45
2019-08-21,139.55,144.6
2019-08-22,139.35,145.15
2019-08-23,138.35,143.75
2019-08-26,137.15,142.6
2019-08-27,136.65,142.0
2019-08-28,136.25,142.0
2019-08-29,136.75,141.1
2019-08-30,135.2,141.45
2019-09-02,139.4,143.55
2019-09-03,139.95,143.45
2019-09-04,140.85,144.85
2019-09-05,140.95,145.45
2019-09-06,139.8,145.65
2019-09-09,140.4,144.5
2019-09-10,140.85,144.9
2019-09-11,140.2,145.35
2019-09-12,139.75,145.4
2019-09-13,139.8,144.95
2019-09-16,139.65,144.9
2019-09-17,139.45,145.25
2019-09-18,139.05,144.35
2019-09-19,139.2,143.85
2019-09-20,138.75,143.9
2019-09-23,137.7,142.95
2019-09-24,136.2,141.75
2019-09-25,135.35,140.75
2019-09-26,133.9,139.7
2019-09-27,133.3,137.8
2019-09-30,132.9,136.8
2019-10-01,136.0,139.2
2019-10-03,134.3,140.7
2019-10-04,134.3,138.8
2019-10-07,135.35,138.8
2019-10-08,135.8,140.15
2019-10-09,135.3,140.5
2019-10-10,135.3,140.0
2019-10-11,133.7,140.1
2019-10-14,133.85,138.4
2019-10-15,134.4,138.55
2019-10-16,134.0,137.85
2019-10-17,133.55,137.85
2019-10-18,133.3,138.05
2019-10-21,132.5,138.1
2019-10-22,131.55,137.3
2019-10-23,131.25,136.55
2019-10-24,129.15,136.5
2019-10-25,129.05,133.75
2019-10-27,129.3,134.0
2019-10-28,129.0,133.85
2019-10-29,129.5,134.15
2019-10-30,130.2,134.4
2019-10-31,131.25,134.2
2019-11-01,132.65,
2019-11-04,133.6,
2019-11-05,134.0,
2019-11-06,134.7,
2019-11-07,134.95,
2019-11-08,135.65,
2019-11-11,134.0,
2019-11-12,133.45,
2019-11-13,133.0,
2019-11-14,131.65,
2019-11-15,131.4,
2019-11-18,131.25,
2019-11-19,131.0,
2019-11-20,130.9,
2019-11-21,130.45,
2019-11-22,129.75,
2019-11-25,129.15,
2019-11-26,130.2,
2019-11-27,132.05,
2019-11-28,132.15,
2019-11-29,132.2,134.6
2019-12-02,134.6,135.55
2019-12-03,133.55,136.3
2019-12-04,133.2,135.55
2019-12-05,132.6,134.95
2019-12-06,133.25,134.65
2019-12-09,132.5,135.0
2019-12-10,132.3,133.35
2019-12-11,132.65,133.4
2019-12-12,133.5,133.55
2019-12-13,132.95,134.0
2019-12-16,133.95,134.1
2019-12-17,133.15,134.4
2019-12-18,133.75,134.4
2019-12-19,134.45,134.75
2019-12-20,134.25,135.35
2019-12-23,134.35,136.2
2019-12-24,134.8,136.35
2019-12-26,136.5,137.4
2019-12-27,137.05,137.45
2019-12-30,136.55,138.2
2019-12-31,137.25,136.9
2020-01-01,137.2,137.75
2020-01-02,137.65,137.75
2020-01-03,139.9,136.65
2020-01-06,141.45,138.6
2020-01-07,141.3,139.5
2020-01-08,140.65,140.2
2020-01-09,141.1,140.0
2020-01-10,141.9,139.8
2020-01-13,140.55,141.1
2020-01-14,140.35,141.1
2020-01-15,139.7,141.65
2020-01-16,140.45,141.65
2020-01-17,140.55,142.25
2020-01-20,141.3,143.0
2020-01-21,142.05,143.0
2020-01-22,141.05,142.35
2020-01-23,140.05,141.9
2020-01-24,139.7,140.85
2020-01-27,146.25,140.2
2020-01-28,147.55,140.6
2020-01-29,147.95,140.3
2020-01-30,145.4,140.0
2020-01-31,139.95,139.9
2020-02-01,138.85,140.65
2020-02-03,135.8,137.8
2020-02-04,135.4,137.25
2020-02-05,137.35,137.25
2020-02-06,138.6,132.95
2020-02-07,137.85,132.95
2020-02-10,136.4,139.0
2020-02-11,138.3,138.2
2020-02-12,138.35,139.45
2020-02-13,139.2,139.0
2020-02-14,138.1,139.35
2020-02-17,137.85,138.95
2020-02-18,138.05,139.1
2020-02-19,138.45,137.15
2020-02-20,137.35,137.95
2020-02-21,137.95,138.35
2020-02-24,133.5,137.15
2020-02-25,135.1,136.75
2020-02-26,133.65,136.05
2020-02-27,133.75,135.45
2020-02-28,134.95,137.4
2020-03-02,138.6,138.05
2020-03-03,137.55,139.05
2020-03-04,138.4,139.05
2020-03-05,138.5,139.85
2020-03-06,138.1,139.05
2020-03-09,138.05,137.05
2020-03-10,137.9,137.05
2020-03-11,136.9,139.75
2020-03-12,137.0,138.55
2020-03-13,137.3,138.55
2020-03-16,137.3,137.75
2020-03-17,137.45,138.15
2020-03-18,135.7,135.8
2020-03-19,136.05,132.1
2020-03-20,134.75,134.1
2020-03-23,133.3,133.3
2020-03-24,133.95,133.95
2020-03-25,137.5,135.3
2020-03-26,133.35,135.1
2020-03-27,133.9,134.35
2020-03-30,132.45,134.0
2020-03-31,132.45,134.85
2020-04-01,134.2,135.4
2020-04-03,134.0,134.5
2020-04-07,133.55,135.45
2020-04-08,132.75,134.7
2020-04-09,133.05,134.4
2020-04-13,133.1,134.4
2020-04-15,133.65,134.65
2020-04-16,134.15,135.2
2020-04-17,134.0,135.4
2020-04-20,132.3,136.2
2020-04-21,130.4,135.45
2020-04-22,133.0,134.9
2020-04-23,132.15,136.85
2020-04-24,131.2,133.7
2020-04-27,131.6,133.85
2020-04-28,130.95,133.85
2020-04-29,130.8,133.4
2020-04-30,130.05,133.25
2020-05-01,131.8,134.5
2020-05-04,131.15,132.15
2020-05-05,131.55,133.1
2020-05-06,131.75,134.4
2020-05-07,131.6,134.2
2020-05-08,131.4,134.65
2020-05-11,131.6,134.55
2020-05-12,129.95,134.75
2020-05-13,130.1,133.45
2020-05-14,130.35,132.95
2020-05-15,129.8,133.4
2020-05-18,130.6,132.95
2020-05-19,129.95,134.0
2020-05-20,130.7,133.65
2020-05-21,130.2,134.0
2020-05-22,128.45,133.7
2020-05-25,127.65,132.85
2020-05-26,128.65,132.0
2020-05-27,129.05,133.15
2020-05-28,130.8,133.75
2020-05-29,130.0,133.5
2020-06-01,132.1,135.3
2020-06-02,132.7,134.4
2020-06-03,133.7,137.0
2020-06-04,133.8,137.0
2020-06-05,135.6,136.9
2020-06-08,135.25,138.3
2020-06-09,136.15,139.05
2020-06-10,138.4,139.55
2020-06-11,136.55,141.7
2020-06-12,135.5,140.35
2020-06-15,135.2,139.2
2020-06-16,136.8,138.9
2020-06-17,137.0,140.3
2020-06-18,136.75,140.2
2020-06-19,136.0,140.25
2020-06-22,136.0,139.6
2020-06-23,134.5,138.8
2020-06-24,132.95,138.15
2020-06-25,133.25,136.6
2020-06-26,133.75,138.7
2020-06-29,136.0,138.9
2020-06-30,136.0,139.7
2020-07-01,138.25,141.35
2020-07-02,137.3,141.2
2020-07-03,136.6,140.5
2020-07-06,137.9,140.2
2020-07-07,137.85,140.95
2020-07-08,139.4,140.6
2020-07-09,138.55,141.75
2020-07-10,139.65,141.0
2020-07-13,139.8,141.7
2020-07-14,138.8,141.45
2020-07-15,138.1,140.75
2020-07-16,137.35,139.85
2020-07-17,136.75,139.9
2020-07-20,136.4,139.5
2020-07-21,137.75,138.95
2020-07-22,136.5,140.1
2020-07-23,137.8,139.15
2020-07-24,137.35,140.75
2020-07-27,139.0,141.45
2020-07-28,140.05,141.45
2020-07-29,141.0,141.45
2020-07-30,141.5,142.1
2020-07-31,145.3,141.75
2020-08-03,144.4,142.6
2020-08-04,146.05,144.5
2020-08-05,145.7,147.35
2020-08-06,146.9,146.3
2020-08-07,145.05,147.8
2020-08-10,146.85,146.35
2020-08-11,146.4,149.35
2020-08-12,145.95,148.5
2020-08-13,144.15,148.05
2020-08-14,143.0,146.05
2020-08-17,144.0,145.4
2020-08-18,145.65,145.8
2020-08-19,146.7,146.05
2020-08-20,146.35,146.7
2020-08-21,144.6,146.95
2020-08-24,143.55,145.5
2020-08-25,143.15,144.95
2020-08-26,144.2,145.85
2020-08-27,146.65,146.15
2020-08-28,146.0,146.35
2020-08-31,146.0,146.6
2020-09-01,146.95,147.0
2020-09-02,145.6,147.5
2020-09-03,144.8,146.95
2020-09-04,145.45,145.75
2020-09-07,146.35,145.75
2020-09-08,146.2,145.75
2020-09-09,144.95,146.75
2020-09-10,144.85,146.0
2020-09-11,144.75,146.65
2020-09-14,146.15,146.0
2020-09-15,145.55,146.8
2020-09-16,144.95,146.7
2020-09-17,144.25,146.45
2020-09-18,144.45,145.95
2020-09-21,143.45,146.25
2020-09-22,144.25,142.25
2020-09-23,147.0,142.8
2020-09-24,142.35,139.9
2020-09-25,144.0,143.35
2020-09-28,145.0,145.0
2020-09-29,145.0,144.75
2020-09-30,145.0,143.65
2020-10-01,142.35,143.45
2020-10-05,144.8,142.65
2020-10-06,144.8,144.2
2020-10-07,145.95,145.2
2020-10-08,147.35,143.25
2020-10-09,150.45,142.45
2020-10-12,152.25,145.55
2020-10-13,152.5,148.25
2020-10-14,150.4,147.85
2020-10-15,150.4,147.85
2020-10-16,151.15,146.4
2020-10-19,150.8,146.9
2020-10-20,151.55,145.55
2020-10-21,151.8,145.9
2020-10-22,152.05,146.15
2020-10-23,153.35,147.15
2020-10-26,152.85,148.1
2020-10-27,153.7,150.05
2020-10-28,154.0,149.05
2020-10-29,153.1,148.65
2020-10-30,151.0,151.7
2020-11-02,154.15,150.6
2020-11-03,156.25,152.75
2020-11-04,156.05,154.55
2020-11-05,154.95,154.1
2020-11-06,155.5,152.4
2020-11-09,155.45,153.45
2020-11-10,156.6,152.75
2020-11-11,157.55,154.0
2020-11-12,158.35,155.1
2020-11-13,159.1,156.3
2020-11-14,159.25,157.2
2020-11-16,160.2,157.2
2020-11-17,162.3,158.05
2020-11-18,163.6,160.05
2020-11-19,164.3,161.55
2020-11-20,164.75,162.5
2020-11-23,160.4,163.25
2020-11-24,160.95,164.0
2020-11-25,161.5,162.95
2020-11-26,163.25,162.95
2020-11-27,163.9,162.65
2020-11-30,167.05,160.75
2020-12-01,167.2,166.65
2020-12-02,166.85,167.65
2020-12-03,164.85,166.25
2020-12-04,166.3,163.85
2020-12-07,165.2,164.1
2020-12-08,163.2,163.8
2020-12-09,165.25,162.5
2020-12-10,166.6,165.05
2020-12-11,165.15,167.15
2020-12-14,165.85,164.65
2020-12-15,164.75,166.7
2020-12-16,164.95,165.9
2020-12-17,166.5,166.6
2020-12-18,165.75,167.95
2020-12-21,164.05,167.3
2020-12-22,161.7,166.9
2020-12-23,163.1,163.45
2020-12-24,169.9,166.2
2020-12-28,170.0,163.35
2020-12-29,170.05,162.1
2020-12-30,170.05,161.8
2020-12-31,170.0,161.0
2021-01-01,161.2,163.65
2021-01-04,163.85,165.5
2021-01-05,165.7,163.15
2021-01-06,165.1,166.15
2021-01-07,165.5,171.15
2021-01-08,164.7,166.0
2021-01-11,164.05,164.65
2021-01-12,164.8,164.35
2021-01-13,164.1,166.5
2021-01-14,163.6,168.0
2021-01-15,162.2,164.85
2021-01-18,161.35,164.35
2021-01-19,161.75,163.15
2021-01-20,163.25,163.5
2021-01-21,164.8,162.0
2021-01-22,161.95,160.65
2021-01-25,163.55,163.4
2021-01-27,163.55,162.55
2021-01-28,162.1,161.6
2021-01-29,163.85,161.85
2021-02-01,161.3,165.0
2021-02-02,161.05,164.35
2021-02-03,161.35,161.65
2021-02-04,162.15,163.65
2021-02-05,163.85,163.5
2021-02-08,164.75,164.0
2021-02-09,166.9,165.5
2021-02-10,167.45,166.5
2021-02-11,167.7,166.85
2021-02-12,168.2,167.35
2021-02-15,167.15,168.15
2021-02-16,168.45,169.5
2021-02-17,171.2,169.5
2021-02-18,172.7,169.75
2021-02-19,170.05,171.85
2021-02-22,171.85,173.0
2021-02-23,170.05,173.0
2021-02-24,172.0,172.85
2021-02-25,172.0,175.3
2021-02-26,174.75,173.9
2021-03-01,170.0,181.0
2021-03-02,176.85,169.65
2021-03-03,176.3,175.4
2021-03-04,171.8,174.15
2021-03-05,176.75,170.75
2021-03-08,174.6,174.9
2021-03-09,172.4,173.55
2021-03-10,171.7,172.15
2021-03-11,172.9,171.8
2021-03-12,170.75,173.0
2021-03-15,174.35,172.25
2021-03-16,174.1,174.75
2021-03-17,176.05,174.7
2021-03-18,175.45,176.15
2021-03-19,177.6,175.95
2021-03-22,177.15,180.2
2021-03-23,173.3,180.2
2021-03-24,175.3,176.45
2021-03-25,174.3,178.1
2021-03-26,176.05,178.75
2021-03-29,176.55,178.35
2021-03-30,176.4,176.1
2021-03-31,175.7,176.05
2021-04-01,178.15,175.45
2021-04-05,178.8,177.65
2021-04-06,180.95,177.2
2021-04-07,182.75,178.95
2021-04-08,185.7,180.65
2021-04-09,182.25,183.5
2021-04-12,183.05,181.95
2021-04-13,186.25,181.95
2021-04-14,188.2,186.6
2021-04-15,188.75,187.9
2021-04-16,187.15,188.8
2021-04-19,188.45,188.1
2021-04-20,187.45,190.3
2021-04-21,191.1,190.85
2021-04-22,190.3,192.2
2021-04-23,191.95,192.75
2021-04-26,191.95,194.1
2021-04-27,193.2,193.45
2021-04-28,196.45,194.3
2021-04-29,197.25,193.35
2021-04-30,195.65,193.7
2021-05-03,194.25,193.7
2021-05-04,195.1,193.95
2021-05-05,196.4,194.8
2021-05-06,199.8,196.5
2021-05-07,200.75,199.7
2021-05-10,200.8,200.95
2021-05-11,201.0,202.7
2021-05-12,198.65,202.8
2021-05-13,195.9,200.15
2021-05-14,194.15,195.95
2021-05-17,198.0,195.95
2021-05-18,194.7,198.4
2021-05-19,191.75,193.55
2021-05-20,187.65,189.65
2021-05-21,188.15,190.2
2021-05-24,188.05,190.55
2021-05-25,187.9,188.9
2021-05-26,189.2,190.85
2021-05-27,192.85,196.65
2021-05-28,192.85,197.0
2021-05-31,194.75,197.6
2021-06-01,196.05,198.6
2021-06-02,192.75,198.4
2021-06-03,189.35,195.95
2021-06-04,192.85,193.15
2021-06-07,190.05,195.5
2021-06-08,191.8,193.65
2021-06-09,192.0,194.45
2021-06-10,195.25,197.15
2021-06-11,195.0,197.15
2021-06-14,196.75,196.4
2021-06-15,193.9,198.15
2021-06-16,194.75,195.95
2021-06-17,188.75,197.4
2021-06-18,190.15,191.7
2021-06-21,191.4,194.3
2021-06-22,190.5,194.8
2021-06-23,189.85,195.15
2021-06-24,189.0,194.55
2021-06-25,192.85,196.75
2021-06-28,191.8,196.0
2021-06-29,196.75,199.5
2021-06-30,198.8,200.25
2021-07-01,198.15,201.65
2021-07-02,200.5,201.7
2021-07-05,200.8,203.85
2021-07-06,199.7,205.05
2021-07-07,198.1,203.65
2021-07-08,196.15,202.35
2021-07-09,198.0,199.9
2021-07-12,198.45,201.85
2021-07-13,199.65,202.0
2021-07-14,198.95,203.5
2021-07-15,198.85,203.1
2021-07-16,197.7,203.1
2021-07-19,193.55,202.35
2021-07-20,194.55,198.35
2021-07-21,195.25,198.3
2021-07-22,196.15,199.0
