date,usdinr,usdinr_src,rbi_repo_pa,fed_funds_upper_pa,inr_rate_3m_pa,usd_rate_3m_pa,usd_rate_3m_filled,rates_src,fwd_premium_3m_pa,usdinr_fwd_1m,usdinr_fwd_3m
2017-12-21,64.0252,ECB_CROSS,0.06,0.015,0.06166,0.013315,False,USD:UST13W|INR:OECD_IR3TIB,0.048,64.2868,64.783
2017-12-22,64.0399,ECB_CROSS,0.06,0.015,0.06166,0.013118,False,USD:UST13W|INR:OECD_IR3TIB,0.048202,64.3026,64.801
2017-12-27,64.1551,ECB_CROSS,0.06,0.015,0.06166,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.047093,64.4123,64.9001
2017-12-28,64.0799,ECB_CROSS,0.06,0.015,0.06166,0.01371,False,USD:UST13W|INR:OECD_IR3TIB,0.047597,64.3396,64.832
2017-12-29,63.8752,ECB_CROSS,0.06,0.015,0.06166,0.01371,False,USD:UST13W|INR:OECD_IR3TIB,0.047597,64.134,64.6248
2018-01-02,63.4898,ECB_CROSS,0.06,0.015,0.063356,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.048783,63.7535,64.2535
2018-01-03,63.4995,ECB_CROSS,0.06,0.015,0.063356,0.013907,False,USD:UST13W|INR:OECD_IR3TIB,0.049085,63.7649,64.2681
2018-01-04,63.4049,ECB_CROSS,0.06,0.015,0.063356,0.013907,False,USD:UST13W|INR:OECD_IR3TIB,0.049085,63.6698,64.1723
2018-01-05,63.3699,ECB_CROSS,0.06,0.015,0.063356,0.01371,False,USD:UST13W|INR:OECD_IR3TIB,0.049287,63.6357,64.14
2018-01-08,63.5075,ECB_CROSS,0.06,0.015,0.063356,0.0144,False,USD:UST13W|INR:OECD_IR3TIB,0.048581,63.7701,64.2682
2018-01-09,63.7123,ECB_CROSS,0.06,0.015,0.063356,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.048783,63.9769,64.4787
2018-01-10,63.5949,ECB_CROSS,0.06,0.015,0.063356,0.014005,False,USD:UST13W|INR:OECD_IR3TIB,0.048984,63.8601,64.363
2018-01-11,63.6877,ECB_CROSS,0.06,0.015,0.063356,0.014104,False,USD:UST13W|INR:OECD_IR3TIB,0.048884,63.9527,64.4554
2018-01-12,63.6001,ECB_CROSS,0.06,0.015,0.063356,0.014104,False,USD:UST13W|INR:OECD_IR3TIB,0.048884,63.8648,64.3668
2018-01-15,63.5176,ECB_CROSS,0.06,0.015,0.063356,0.014104,True,USD:UST13W|INR:OECD_IR3TIB,0.048884,63.7819,64.2832
2018-01-16,64.0474,ECB_CROSS,0.06,0.015,0.063356,0.0144,False,USD:UST13W|INR:OECD_IR3TIB,0.048581,64.3123,64.8146
2018-01-17,63.9277,ECB_CROSS,0.06,0.015,0.063356,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.048783,64.1932,64.6967
2018-01-18,63.8504,ECB_CROSS,0.06,0.015,0.063356,0.0144,False,USD:UST13W|INR:OECD_IR3TIB,0.048581,64.1145,64.6153
2018-01-19,63.8425,ECB_CROSS,0.06,0.015,0.063356,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.048783,64.1076,64.6105
2018-01-22,63.9125,ECB_CROSS,0.06,0.015,0.063356,0.0144,False,USD:UST13W|INR:OECD_IR3TIB,0.048581,64.1768,64.6781
2018-01-23,63.775,ECB_CROSS,0.06,0.015,0.063356,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.048783,64.0398,64.5421
2018-01-24,63.6925,ECB_CROSS,0.06,0.015,0.063356,0.014104,False,USD:UST13W|INR:OECD_IR3TIB,0.048884,63.9576,64.4602
2018-01-25,63.5649,ECB_CROSS,0.06,0.015,0.063356,0.014005,False,USD:UST13W|INR:OECD_IR3TIB,0.048984,63.83,64.3327
2018-01-26,63.6101,ECB_CROSS,0.06,0.015,0.063356,0.013907,False,USD:UST13W|INR:OECD_IR3TIB,0.049085,63.8759,64.38
2018-01-29,63.5799,ECB_CROSS,0.06,0.015,0.063356,0.0144,False,USD:UST13W|INR:OECD_IR3TIB,0.048581,63.8343,64.3415
2018-01-30,63.6479,ECB_CROSS,0.06,0.015,0.063356,0.014203,False,USD:UST13W|INR:OECD_IR3TIB,0.048783,63.8951,64.4135
2018-01-31,63.5627,ECB_CROSS,0.06,0.015,0.063356,0.014499,False,USD:UST13W|INR:OECD_IR3TIB,0.048482,63.7996,64.3141
2018-02-01,64.0228,ECB_CROSS,0.06,0.015,0.063779,0.014696,False,USD:UST13W|INR:OECD_IR3TIB,0.048702,64.2626,64.7831
2018-02-02,64.0574,ECB_CROSS,0.06,0.015,0.063779,0.014696,False,USD:UST13W|INR:OECD_IR3TIB,0.048702,64.2973,64.8181
2018-02-05,64.1025,ECB_CROSS,0.06,0.015,0.063779,0.014992,False,USD:UST13W|INR:OECD_IR3TIB,0.0484,64.3411,64.859
2018-02-06,64.2724,ECB_CROSS,0.06,0.015,0.063779,0.01509,False,USD:UST13W|INR:OECD_IR3TIB,0.048299,64.5112,65.0294
2018-02-07,64.245,ECB_CROSS,0.06,0.015,0.063779,0.015386,False,USD:UST13W|INR:OECD_IR3TIB,0.047997,64.4822,64.9969
2018-02-08,64.2928,ECB_CROSS,0.06,0.015,0.063779,0.015386,False,USD:UST13W|INR:OECD_IR3TIB,0.047997,64.5301,65.0452
2018-02-09,64.3726,ECB_CROSS,0.06,0.015,0.063779,0.015386,False,USD:UST13W|INR:OECD_IR3TIB,0.047997,64.6102,65.126
2018-02-12,64.335,ECB_CROSS,0.06,0.015,0.063779,0.016175,False,USD:UST13W|INR:OECD_IR3TIB,0.047191,64.5685,65.0753
2018-02-13,64.2771,ECB_CROSS,0.06,0.015,0.063779,0.015781,False,USD:UST13W|INR:OECD_IR3TIB,0.047594,64.5124,65.0231
2018-02-14,64.0723,ECB_CROSS,0.06,0.015,0.063779,0.015682,False,USD:UST13W|INR:OECD_IR3TIB,0.047694,64.3074,64.8175
2018-02-15,63.915,ECB_CROSS,0.06,0.015,0.063779,0.015682,False,USD:UST13W|INR:OECD_IR3TIB,0.047694,64.1495,64.6583
2018-02-16,64.2202,ECB_CROSS,0.06,0.015,0.063779,0.015978,False,USD:UST13W|INR:OECD_IR3TIB,0.047392,64.4543,64.9623
2018-02-19,64.2526,ECB_CROSS,0.06,0.015,0.063779,0.015978,True,USD:UST13W|INR:OECD_IR3TIB,0.047392,64.4868,64.9951
2018-02-20,64.8323,ECB_CROSS,0.06,0.015,0.063779,0.016471,False,USD:UST13W|INR:OECD_IR3TIB,0.046888,65.0661,65.5735
2018-02-21,64.7576,ECB_CROSS,0.06,0.015,0.063779,0.016274,False,USD:UST13W|INR:OECD_IR3TIB,0.04709,64.9921,65.5011
2018-02-22,65.0778,ECB_CROSS,0.06,0.015,0.063779,0.016175,False,USD:UST13W|INR:OECD_IR3TIB,0.047191,65.314,65.8266
2018-02-23,64.7626,ECB_CROSS,0.06,0.015,0.063779,0.016175,False,USD:UST13W|INR:OECD_IR3TIB,0.047191,64.9977,65.5078
2018-02-26,64.7752,ECB_CROSS,0.06,0.015,0.063779,0.01657,False,USD:UST13W|INR:OECD_IR3TIB,0.046788,65.0083,65.5141
2018-02-27,64.8752,ECB_CROSS,0.06,0.015,0.063779,0.016471,False,USD:UST13W|INR:OECD_IR3TIB,0.046888,65.1092,65.6169
2018-02-28,65.1899,ECB_CROSS,0.06,0.015,0.063779,0.016373,False,USD:UST13W|INR:OECD_IR3TIB,0.046989,65.4256,65.9369
2018-03-01,65.175,ECB_CROSS,0.06,0.015,0.062322,0.016077,False,USD:UST13W|INR:OECD_IR3TIB,0.045834,65.4294,65.9279
2018-03-02,65.2376,ECB_CROSS,0.06,0.015,0.062322,0.016274,False,USD:UST13W|INR:OECD_IR3TIB,0.045632,65.4911,65.9879
2018-03-05,65.1073,ECB_CROSS,0.06,0.015,0.062322,0.016767,False,USD:UST13W|INR:OECD_IR3TIB,0.045129,65.3575,65.8478
2018-03-06,64.9299,ECB_CROSS,0.06,0.015,0.062322,0.01657,False,USD:UST13W|INR:OECD_IR3TIB,0.04533,65.1806,65.6718
2018-03-07,64.8933,ECB_CROSS,0.06,0.015,0.062322,0.01657,False,USD:UST13W|INR:OECD_IR3TIB,0.04533,65.1438,65.6347
2018-03-08,65.13,ECB_CROSS,0.06,0.015,0.062322,0.016471,False,USD:UST13W|INR:OECD_IR3TIB,0.045431,65.382,65.8758
2018-03-09,65.1953,ECB_CROSS,0.06,0.015,0.062322,0.016471,False,USD:UST13W|INR:OECD_IR3TIB,0.045431,65.4475,65.9418
2018-03-12,65.0126,ECB_CROSS,0.06,0.015,0.062322,0.016866,False,USD:UST13W|INR:OECD_IR3TIB,0.045028,65.2619,65.7505
2018-03-13,64.8602,ECB_CROSS,0.06,0.015,0.062322,0.017063,False,USD:UST13W|INR:OECD_IR3TIB,0.044827,65.1079,65.5931
2018-03-14,64.8375,ECB_CROSS,0.06,0.015,0.062322,0.017359,False,USD:UST13W|INR:OECD_IR3TIB,0.044524,65.0834,65.5651
2018-03-15,64.9502,ECB_CROSS,0.06,0.015,0.062322,0.017458,False,USD:UST13W|INR:OECD_IR3TIB,0.044424,65.1959,65.6774
2018-03-16,64.9272,ECB_CROSS,0.06,0.015,0.062322,0.017556,False,USD:UST13W|INR:OECD_IR3TIB,0.044323,65.1724,65.6526
2018-03-19,65.1925,ECB_CROSS,0.06,0.015,0.062322,0.017753,False,USD:UST13W|INR:OECD_IR3TIB,0.044122,65.4376,65.9176
2018-03-20,65.1979,ECB_CROSS,0.06,0.015,0.062322,0.017852,False,USD:UST13W|INR:OECD_IR3TIB,0.044021,65.4424,65.9214
2018-03-21,65.21,ECB_CROSS,0.06,0.015,0.062322,0.017162,False,USD:UST13W|INR:OECD_IR3TIB,0.044726,65.4584,65.9451
2018-03-22,65.1047,ECB_CROSS,0.06,0.0175,0.062322,0.016964,False,USD:UST13W|INR:OECD_IR3TIB,0.044927,65.3539,65.842
2018-03-23,65.0049,ECB_CROSS,0.06,0.0175,0.062322,0.017162,False,USD:UST13W|INR:OECD_IR3TIB,0.044726,65.2525,65.7377
2018-03-26,64.8703,ECB_CROSS,0.06,0.0175,0.062322,0.017655,False,USD:UST13W|INR:OECD_IR3TIB,0.044222,65.1146,65.5934
2018-03-27,64.975,ECB_CROSS,0.06,0.0175,0.062322,0.017458,False,USD:UST13W|INR:OECD_IR3TIB,0.044424,65.2208,65.7025
2018-03-28,65.1722,ECB_CROSS,0.06,0.0175,0.062322,0.017063,False,USD:UST13W|INR:OECD_IR3TIB,0.044827,65.421,65.9086
2018-03-29,65.17,ECB_CROSS,0.06,0.0175,0.062322,0.017063,False,USD:UST13W|INR:OECD_IR3TIB,0.044827,65.4189,65.9064
2018-04-03,65.0097,ECB_CROSS,0.06,0.0175,0.061288,0.01726,False,USD:UST13W|INR:OECD_IR3TIB,0.043598,65.2434,65.7164
2018-04-04,65.1303,ECB_CROSS,0.06,0.0175,0.061288,0.016866,False,USD:UST13W|INR:OECD_IR3TIB,0.044,65.3665,65.8448
2018-04-05,64.9274,ECB_CROSS,0.06,0.0175,0.061288,0.016964,False,USD:UST13W|INR:OECD_IR3TIB,0.043899,65.1623,65.638
2018-04-06,64.9673,ECB_CROSS,0.06,0.0175,0.061288,0.017063,False,USD:UST13W|INR:OECD_IR3TIB,0.043799,65.2019,65.6767
2018-04-09,64.9825,ECB_CROSS,0.06,0.0175,0.061288,0.017359,False,USD:UST13W|INR:OECD_IR3TIB,0.043497,65.2155,65.6872
2018-04-10,64.9927,ECB_CROSS,0.06,0.0175,0.061288,0.017162,False,USD:UST13W|INR:OECD_IR3TIB,0.043698,65.2268,65.7008
2018-04-11,65.3048,ECB_CROSS,0.06,0.0175,0.061288,0.017063,False,USD:UST13W|INR:OECD_IR3TIB,0.043799,65.5406,66.0179
2018-04-12,65.2576,ECB_CROSS,0.06,0.0175,0.061288,0.01726,False,USD:UST13W|INR:OECD_IR3TIB,0.043598,65.4922,65.967
2018-04-13,65.2074,ECB_CROSS,0.06,0.0175,0.061288,0.017359,False,USD:UST13W|INR:OECD_IR3TIB,0.043497,65.4412,65.9146
2018-04-16,65.4951,ECB_CROSS,0.06,0.0175,0.061288,0.017655,False,USD:UST13W|INR:OECD_IR3TIB,0.043195,65.7284,66.2005
2018-04-17,65.6373,ECB_CROSS,0.06,0.0175,0.061288,0.017753,False,USD:UST13W|INR:OECD_IR3TIB,0.043094,65.8705,66.3425
2018-04-18,65.6652,ECB_CROSS,0.06,0.0175,0.061288,0.017852,False,USD:UST13W|INR:OECD_IR3TIB,0.042994,65.8979,66.369
2018-04-19,65.7874,ECB_CROSS,0.06,0.0175,0.061288,0.017951,False,USD:UST13W|INR:OECD_IR3TIB,0.042893,66.0201,66.491
2018-04-20,66.1223,ECB_CROSS,0.06,0.0175,0.061288,0.017852,False,USD:UST13W|INR:OECD_IR3TIB,0.042994,66.3567,66.8311
2018-04-23,66.4198,ECB_CROSS,0.06,0.0175,0.061288,0.018444,False,USD:UST13W|INR:OECD_IR3TIB,0.04239,66.6519,67.1217
2018-04-24,66.3854,ECB_CROSS,0.06,0.0175,0.061288,0.018444,False,USD:UST13W|INR:OECD_IR3TIB,0.04239,66.6174,67.087
2018-04-25,66.9754,ECB_CROSS,0.06,0.0175,0.061288,0.018247,False,USD:UST13W|INR:OECD_IR3TIB,0.042591,67.2106,67.6866
2018-04-26,66.7521,ECB_CROSS,0.06,0.0175,0.061288,0.017951,False,USD:UST13W|INR:OECD_IR3TIB,0.042893,66.9882,67.466
2018-04-27,66.6649,ECB_CROSS,0.06,0.0175,0.061288,0.017852,False,USD:UST13W|INR:OECD_IR3TIB,0.042994,66.9012,67.3795
2018-04-30,66.3701,ECB_CROSS,0.06,0.0175,0.061288,0.018444,False,USD:UST13W|INR:OECD_IR3TIB,0.04239,66.6021,67.0716
2018-05-02,66.6657,ECB_CROSS,0.06,0.0175,0.063046,0.018148,False,USD:UST13W|INR:OECD_IR3TIB,0.04444,66.9181,67.4124
2018-05-03,66.6248,ECB_CROSS,0.06,0.0175,0.063046,0.018049,False,USD:UST13W|INR:OECD_IR3TIB,0.04454,66.8776,67.3728
2018-05-04,66.8619,ECB_CROSS,0.06,0.0175,0.063046,0.018049,False,USD:UST13W|INR:OECD_IR3TIB,0.04454,67.1156,67.6125
2018-05-07,67.1349,ECB_CROSS,0.06,0.0175,0.063046,0.018345,False,USD:UST13W|INR:OECD_IR3TIB,0.044238,67.388,67.8835
2018-05-08,67.0851,ECB_CROSS,0.06,0.0175,0.063046,0.018444,False,USD:UST13W|INR:OECD_IR3TIB,0.044138,67.3374,67.8314
2018-05-09,67.2624,ECB_CROSS,0.06,0.0175,0.063046,0.018542,False,USD:UST13W|INR:OECD_IR3TIB,0.044037,67.5148,68.009
2018-05-10,67.2592,ECB_CROSS,0.06,0.0175,0.063046,0.018641,False,USD:UST13W|INR:OECD_IR3TIB,0.043936,67.511,68.0041
2018-05-11,67.337,ECB_CROSS,0.06,0.0175,0.063046,0.018838,False,USD:UST13W|INR:OECD_IR3TIB,0.043735,67.5879,68.0793
2018-05-14,67.5296,ECB_CROSS,0.06,0.0175,0.063046,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.043433,67.7795,68.2689
2018-05-15,68.0569,ECB_CROSS,0.06,0.0175,0.063046,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.043534,68.3093,68.8037
2018-05-16,67.7974,ECB_CROSS,0.06,0.0175,0.063046,0.018937,False,USD:UST13W|INR:OECD_IR3TIB,0.043635,68.0495,68.5431
2018-05-17,67.7378,ECB_CROSS,0.06,0.0175,0.063046,0.018937,False,USD:UST13W|INR:OECD_IR3TIB,0.043635,67.9897,68.4828
2018-05-18,68.0006,ECB_CROSS,0.06,0.0175,0.063046,0.01874,False,USD:UST13W|INR:OECD_IR3TIB,0.043836,68.2546,68.7519
2018-05-21,68.1418,ECB_CROSS,0.06,0.0175,0.063046,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.043433,68.394,68.8878
2018-05-22,68.0096,ECB_CROSS,0.06,0.0175,0.063046,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.043433,68.2613,68.7541
2018-05-23,68.4195,ECB_CROSS,0.06,0.0175,0.063046,0.018937,False,USD:UST13W|INR:OECD_IR3TIB,0.043635,68.6738,69.172
2018-05-24,68.3774,ECB_CROSS,0.06,0.0175,0.063046,0.01874,False,USD:UST13W|INR:OECD_IR3TIB,0.043836,68.6328,69.1329
2018-05-25,67.7949,ECB_CROSS,0.06,0.0175,0.063046,0.018641,False,USD:UST13W|INR:OECD_IR3TIB,0.043936,68.0486,68.5456
2018-05-28,67.4407,ECB_CROSS,0.06,0.0175,0.063046,0.018641,True,USD:UST13W|INR:OECD_IR3TIB,0.043936,67.6932,68.1876
2018-05-29,67.837,ECB_CROSS,0.06,0.0175,0.063046,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.043433,68.088,68.5796
2018-05-30,67.39,ECB_CROSS,0.06,0.0175,0.063046,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.043433,67.6394,68.1277
2018-05-31,67.3579,ECB_CROSS,0.06,0.0175,0.063046,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.043534,67.5997,68.097
2018-06-01,67.1129,ECB_CROSS,0.06,0.0175,0.062804,0.018838,False,USD:UST13W|INR:OECD_IR3TIB,0.043495,67.3536,67.8486
2018-06-04,67.0631,ECB_CROSS,0.06,0.0175,0.062804,0.019233,False,USD:UST13W|INR:OECD_IR3TIB,0.043093,67.3014,67.7916
2018-06-05,67.1499,ECB_CROSS,0.06,0.0175,0.062804,0.019233,False,USD:UST13W|INR:OECD_IR3TIB,0.043093,67.3885,67.8793
2018-06-06,66.9197,ECB_CROSS,0.0625,0.0175,0.065304,0.019233,False,USD:UST13W|INR:OECD_IR3TIB,0.04558,67.1712,67.6885
2018-06-07,67.1156,ECB_CROSS,0.0625,0.0175,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,67.3684,67.8884
2018-06-08,67.5021,ECB_CROSS,0.0625,0.0175,0.065304,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.045782,67.757,68.2811
2018-06-11,67.4283,ECB_CROSS,0.0625,0.0175,0.065304,0.019233,False,USD:UST13W|INR:OECD_IR3TIB,0.04558,67.6818,68.203
2018-06-12,67.4427,ECB_CROSS,0.0625,0.0175,0.065304,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.045782,67.6973,68.221
2018-06-13,67.608,ECB_CROSS,0.0625,0.0175,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,67.8626,68.3864
2018-06-14,67.598,ECB_CROSS,0.0625,0.02,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,67.8527,68.3764
2018-06-15,68.0153,ECB_CROSS,0.0625,0.02,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,68.2715,68.7984
2018-06-18,68.0397,ECB_CROSS,0.0625,0.02,0.065304,0.019233,False,USD:UST13W|INR:OECD_IR3TIB,0.04558,68.2954,68.8214
2018-06-19,68.3778,ECB_CROSS,0.0625,0.02,0.065304,0.019233,False,USD:UST13W|INR:OECD_IR3TIB,0.04558,68.6349,69.1634
2018-06-20,68.1119,ECB_CROSS,0.0625,0.02,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,68.3685,68.8962
2018-06-21,67.962,ECB_CROSS,0.0625,0.02,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,68.218,68.7445
2018-06-22,67.8486,ECB_CROSS,0.0625,0.02,0.065304,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.045782,68.1047,68.6315
2018-06-25,68.0726,ECB_CROSS,0.0625,0.02,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,68.3291,68.8564
2018-06-26,68.2912,ECB_CROSS,0.0625,0.02,0.065304,0.019134,False,USD:UST13W|INR:OECD_IR3TIB,0.045681,68.5485,69.0775
2018-06-27,68.6071,ECB_CROSS,0.0625,0.02,0.065304,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.045782,68.8661,69.3988
2018-06-28,68.7931,ECB_CROSS,0.0625,0.02,0.065304,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.045782,69.0528,69.5869
2018-06-29,68.462,ECB_CROSS,0.0625,0.02,0.065304,0.019036,False,USD:UST13W|INR:OECD_IR3TIB,0.045782,68.7205,69.252
2018-07-02,68.795,ECB_CROSS,0.0625,0.02,0.06553,0.019627,False,USD:UST13W|INR:OECD_IR3TIB,0.045402,69.0612,69.5823
2018-07-03,68.5221,ECB_CROSS,0.0625,0.02,0.06553,0.019529,False,USD:UST13W|INR:OECD_IR3TIB,0.045503,68.7878,69.308
2018-07-04,68.7399,ECB_CROSS,0.0625,0.02,0.06553,0.019529,True,USD:UST13W|INR:OECD_IR3TIB,0.045503,69.0064,69.5283
2018-07-05,68.947,ECB_CROSS,0.0625,0.02,0.06553,0.019332,False,USD:UST13W|INR:OECD_IR3TIB,0.045704,69.2155,69.7412
2018-07-06,68.8724,ECB_CROSS,0.0625,0.02,0.06553,0.01943,False,USD:UST13W|INR:OECD_IR3TIB,0.045604,69.14,69.6641
2018-07-09,68.6729,ECB_CROSS,0.0625,0.02,0.06553,0.019627,False,USD:UST13W|INR:OECD_IR3TIB,0.045402,68.9386,69.4588
2018-07-10,68.8269,ECB_CROSS,0.0625,0.02,0.06553,0.019627,False,USD:UST13W|INR:OECD_IR3TIB,0.045402,69.0932,69.6146
2018-07-11,68.7725,ECB_CROSS,0.0625,0.02,0.06553,0.01943,False,USD:UST13W|INR:OECD_IR3TIB,0.045604,69.0397,69.563
2018-07-12,68.5199,ECB_CROSS,0.0625,0.02,0.06553,0.019529,False,USD:UST13W|INR:OECD_IR3TIB,0.045503,68.7856,69.3058
2018-07-13,68.4806,ECB_CROSS,0.0625,0.02,0.06553,0.019529,False,USD:UST13W|INR:OECD_IR3TIB,0.045503,68.7462,69.2661
2018-07-16,68.5593,ECB_CROSS,0.0625,0.02,0.06553,0.019923,False,USD:UST13W|INR:OECD_IR3TIB,0.0451,68.8228,69.3387
2018-07-17,68.4552,ECB_CROSS,0.0625,0.02,0.06553,0.019923,False,USD:UST13W|INR:OECD_IR3TIB,0.0451,68.7183,69.2334
2018-07-18,68.628,ECB_CROSS,0.0625,0.02,0.06553,0.019726,False,USD:UST13W|INR:OECD_IR3TIB,0.045302,68.893,69.4117
2018-07-19,69.0503,ECB_CROSS,0.0625,0.02,0.06553,0.019726,False,USD:UST13W|INR:OECD_IR3TIB,0.045302,69.3169,69.8388
2018-07-20,68.8269,ECB_CROSS,0.0625,0.02,0.06553,0.019627,False,USD:UST13W|INR:OECD_IR3TIB,0.045402,69.0932,69.6146
2018-07-23,68.8571,ECB_CROSS,0.0625,0.02,0.06553,0.019726,False,USD:UST13W|INR:OECD_IR3TIB,0.045302,69.1229,69.6434
2018-07-24,68.9475,ECB_CROSS,0.0625,0.02,0.06553,0.019923,False,USD:UST13W|INR:OECD_IR3TIB,0.0451,69.2125,69.7313
2018-07-25,68.7459,ECB_CROSS,0.0625,0.02,0.06553,0.019825,False,USD:UST13W|INR:OECD_IR3TIB,0.045201,69.0107,69.5292
2018-07-26,68.6651,ECB_CROSS,0.0625,0.02,0.06553,0.019627,False,USD:UST13W|INR:OECD_IR3TIB,0.045402,68.9307,69.4509
2018-07-27,68.6852,ECB_CROSS,0.0625,0.02,0.06553,0.019726,False,USD:UST13W|INR:OECD_IR3TIB,0.045302,68.9503,69.4694
2018-07-30,68.6379,ECB_CROSS,0.0625,0.02,0.06553,0.020219,False,USD:UST13W|INR:OECD_IR3TIB,0.044799,68.8999,69.4129
2018-07-31,68.5451,ECB_CROSS,0.0625,0.02,0.06553,0.020022,False,USD:UST13W|INR:OECD_IR3TIB,0.045,68.8079,69.3225
2018-08-01,68.3742,ECB_CROSS,0.065,0.02,0.067623,0.020022,False,USD:UST13W|INR:OECD_IR3TIB,0.047082,68.6486,69.1857
2018-08-02,68.6851,ECB_CROSS,0.065,0.02,0.067623,0.019923,False,USD:UST13W|INR:OECD_IR3TIB,0.047183,68.9613,69.502
2018-08-03,68.6158,ECB_CROSS,0.065,0.02,0.067623,0.019825,False,USD:UST13W|INR:OECD_IR3TIB,0.047284,68.8923,69.4336
2018-08-06,68.8642,ECB_CROSS,0.065,0.02,0.067623,0.020318,False,USD:UST13W|INR:OECD_IR3TIB,0.046781,69.1388,69.6762
2018-08-07,68.6821,ECB_CROSS,0.065,0.02,0.067623,0.020318,False,USD:UST13W|INR:OECD_IR3TIB,0.046781,68.9559,69.492
2018-08-08,68.625,ECB_CROSS,0.065,0.02,0.067623,0.020318,False,USD:UST13W|INR:OECD_IR3TIB,0.046781,68.8986,69.4342
2018-08-09,68.647,ECB_CROSS,0.065,0.02,0.067623,0.020318,False,USD:UST13W|INR:OECD_IR3TIB,0.046781,68.9207,69.4565
2018-08-10,68.8303,ECB_CROSS,0.065,0.02,0.067623,0.020219,False,USD:UST13W|INR:OECD_IR3TIB,0.046881,69.1053,69.6436
2018-08-13,70.0171,ECB_CROSS,0.065,0.02,0.067623,0.020416,False,USD:UST13W|INR:OECD_IR3TIB,0.04668,70.2956,70.8409
